	S3RS2	WTRS2	logFC	logCPM	F	PValue	FDR	check	gene
100038746	546.2	575.6	-0.0851740414460134	3.77159782207837	2.85136070142639	0.101275844041043	0.711622558725163	100038746	Gm1976
100038882	57	65.4	-0.188480581382455	0.859338693778855	1.64363826425469	0.209278609849838	0.81271578260469	100038882	Isg15
100038999	53.8	53	0.0447584400540413	0.942534097005049	0.117838151858817	0.733695155350833	0.967202506561261	100038999	Gm13552
100039017	78.2	70	0.178904483549607	2.17158492535495	4.52206418761154	0.0414790773959396	0.586003145082012	100039017	Gm2007
100039027	24.8	21.4	0.220426974820732	0.912266608552108	2.88607955462542	0.09930738815453	0.709803829662205	100039027	Gm2011
100039060	31	33.8	-0.106991114136142	1.27598256388256	1.23098196788309	0.411233045495276	0.907002890209074	100039060	0610010B08Rik
100039062	227.4	247.4	-0.135436905164455	1.10134905659284	0.960043431800978	0.334718287581986	0.880529623746201	100039062	Gm2027
100039138	39.8	35.6	0.110431507879287	0.653513123516486	0.609528781844903	0.526411536103422	0.932023127448358	100039138	Gm2061
100039239	88	98.2	-0.174487814385264	2.01730168394913	3.09881830728195	0.0881574985246032	0.695617541763123	100039239	Gm2115
100039252	240.2	248.4	-0.0353903944029169	3.35512056359298	0.339462194321394	0.564330217471716	0.937424536127953	100039252	Gm12693
100039257	45	51.8	-0.156451964424301	0.470893492773333	0.607505394583136	0.441897955398199	0.915867950430932	100039257	Tmem254b
100039304	2410.4	2697	-0.220758787791434	2.05094553298175	0.741757740216266	0.399351172661856	0.904170742612915	100039304	Gm2148
100039307	38.2	35.8	0.109098412691259	0.510762578640089	0.578025946901651	0.452798549114995	0.918613765521988	NA	NA
100039419	1201.2	1212.2	-0.0123718390906185	5.28234588036623	0.0873167107266659	0.769575587649467	0.970358988815182	100039419	Gm2223
100039422	376.4	366.6	0.0428568879849502	3.73501236141367	0.460687436076745	0.502310410352329	0.927813071819481	100039422	Gm2225
100039495	103.8	109.6	-0.0265900537482795	1.30120947957418	0.0337029589255862	0.855528836634537	0.985135625439728	100039495	Gm15706
100039503	276.6	260.4	0.103112069242564	2.38185486971585	1.34925353903952	0.254224445754753	0.841842400421463	100039503	Gm2274
100039571	94.8	87.4	0.139649472798153	1.01645736823726	1.02663765645478	0.318748772076245	0.877376272549407	100039571	Gm10335
100039636	4117.4	4009.2	0.0382779898358363	7.15065470301611	0.983132223432205	0.329060026415668	0.878599272330356	100039636	Atp6v0c-ps2
100039684	78.4	89.2	-0.226344528291528	0.77794732915991	1.79518555697381	0.189980034913295	0.800313689009095	100039684	5031434O11Rik
100039707	37.4	39	-0.0623274779302887	1.47845982684879	0.295398804236623	0.590646824166814	0.940830989957717	100039707	Mthfsl
100039768	668.2	676.6	-0.0192986046329639	4.59577665619716	0.121315689309059	0.729952830279469	0.966710278466229	100039768	1700024F20Rik
100039786	679.2	690.6	-0.0222241402975294	4.79207207150143	0.235923027623347	0.630562537964107	0.948544574529105	100039786	Gm2423
100039795	5968	5847	0.0296242187286953	7.56142753540284	0.661844563050545	0.422079282617675	0.910895660467486	100039795	Ildr2
100039826	210.2	166.6	0.333184373574459	3.35781698678986	12.9296479940499	0.00120569076550971	0.182256835678318	NA	NA
100039863	6.2	5.4	0.153809431305968	0.597278272863741	0.613677315096509	0.439679715421867	0.915683545264362	100039863	Gm13306
100039864	425.4	403	0.0845107409387259	3.31986581677576	1.32072000875987	0.259202989902909	0.84430277272869	100039864	Snhg12
100039968	92	103.6	-0.152436201275322	1.41487120623825	2.01868108294906	0.195080749938378	0.804465283174051	100039968	Tmem35b
100039988	180.2	152	0.254838885631091	2.65847761469964	5.90399285617604	0.0212551906784172	0.495595872551281	100039988	Gm11826
100040052	62.4	62.4	-0.0173885358890322	2.47282342147092	0.0386620856015392	0.845395751852863	0.984944528223259	100040052	Gm2573
100040123	212	202.4	0.0496434650121692	2.58947872169293	0.333992779885328	0.567468371706361	0.938065353219107	100040123	Gm2614
100040220	1272.2	1265.2	0.0164851668740457	5.08276182637057	0.121303915998718	0.729965397657331	0.966710278466229	100040220	Gm9892
100040244	51.6	51.6	0.0108263435793993	1.26756329405621	0.00671801082140978	0.935199701039497	0.997819821355254	100040244	Gm14698
100040260	81.6	79	0.0881637655682942	0.831882435532569	0.459721941888468	0.502755368185517	0.927813071819481	100040260	Atf1-ps
100040293	22.8	24.2	-0.0999911147762796	0.141559016134099	0.384346912419131	0.539791024868186	0.933372463119872	100040293	Mindy4b-ps
100040294	37.6	44.2	-0.214438350709291	0.879785648265286	1.41695759797187	0.243251582553438	0.835845149432435	100040294	Gm2694
100040297	1071.2	1081.6	-0.0206831417494195	5.52644733183367	0.144352038864834	0.706801903995703	0.963124049209047	100040297	Gm2695
100040298	428.6	415.2	0.0509679702592865	5.01965628305698	1.0041966763641	0.324011626723812	0.878023654769425	100040298	Gm15501
100040322	53.8	51	0.0607137993120171	1.2376619322661	0.197935848314888	0.659465634927113	0.953215185283473	100040322	3830408C21Rik
100040377	38	39.2	-0.0631096608946493	1.23481428637159	0.223236847309637	0.639875285298707	0.949543890977249	NA	NA
100040500	29.8	31.8	-0.100394586086236	2.2320567744321	0.967003104701655	0.332998718199382	0.880163461032102	100040500	Gm2808
100040505	86.2	83.6	0.0442990553741311	2.37237961102266	0.284931653576199	0.597272451148162	0.942349320498436	100040505	Gm9923
100040525	1207	1314	-0.168978940026555	3.237955780653	0.668397359678485	0.423521500028295	0.910895660467486	100040525	Tmem181c-ps
100040529	27.4	26	0.0589823893011045	1.28383961159413	0.220601811440629	0.641850256831649	0.949543890977249	100040529	Gm2824
100040543	582.6	570.8	0.0316790154710472	4.59067005358846	0.229811098057127	0.635266326685656	0.949543890977249	100040543	Gm2830
100040591	83.8	89.2	-0.0683378454330739	0.555619777725372	0.147621943824668	0.703431787475007	0.963124049209047	100040591	Kcnj13
100040608	106.4	106.8	0.00105911051305573	1.09637880822961	6.93458990306963e-05	0.993408815491616	0.999793708426007	100040608	Fancf
100040724	848.6	810.8	0.0664321419690264	4.54387561636546	1.39033654854474	0.247268457899024	0.835845149432435	100040724	Mirg
100040792	82.2	58.2	0.555195425335956	0.26431569710397	14.264985226164	0.000671966490199593	0.142504638220677	100040792	Gm11627
100040852	47.6	56.2	-0.219859612785393	0.0447798118210431	1.55974675376679	0.220998492135201	0.821048337703036	100040852	Gm3002
100040961	434.2	427.8	0.0838940004403147	3.03840904689584	0.463103300792103	0.502507940228407	0.927813071819481	100040961	Gm10145
100040972	149.6	130.8	0.211338105911971	0.360111567112743	1.88315339975214	0.179769133850514	0.793469426054568	100040972	Tceal7
100040999	62.6	50.4	0.318491134858468	0.323629697204919	4.53037874123985	0.0413044069843052	0.585819353461354	100040999	Gm3086
100041098	741.2	760.8	-0.0262854306445934	4.39858372309418	0.230439470880165	0.634549006801082	0.949543890977249	100041098	Tma7-ps
100041106	265.8	262.4	0.0311118106338949	2.88023836121185	0.135709312068919	0.715073951931331	0.963647911235092	100041106	Gm3141
100041120	113.8	121.4	-0.0261341958891204	1.32945392056532	0.0378937216664748	0.846919641435927	0.984944528223259	100041120	Gm3150
100041194	352.6	332.8	0.0786265826300723	1.1538217484127	0.380480324036058	0.541824829341183	0.933372463119872	100041194	Ahnak2
100041231	64.8	67.4	-0.0345046081672835	1.50653500145382	0.0929342643808727	0.762505272437278	0.970158374011652	100041231	Gm3219
100041244	46.8	44.8	0.0413222682155434	1.68231309022744	0.161993293755485	0.745991337643602	0.968348971369586	100041244	Gm3230
100041273	21.6	18.4	0.283297758548035	0.183924587484562	2.05616327050823	0.161545452388316	0.773612963986593	100041273	Gm3244
100041286	28.8	35.6	-0.32023426938317	0.451442762694245	4.51324314556458	0.0416652812714196	0.586347817504103	100041286	Snhg15
100041294	309.4	303.8	0.0355312918213546	3.53853500652269	0.263354704472794	0.611442179335862	0.945461673311262	100041294	Supt4b
100041480	732.4	709	0.0490334486648462	4.57077686516091	1.2427197467972	0.273467206011524	0.850989083541659	100041480	Gm9833
100041574	55.4	55	0.00921525257197607	0.929511388353554	0.00453329251869082	0.94674914379587	0.998202914737633	100041574	9030025P20Rik
100041576	21	31.6	-0.500921281735574	0.126628598354663	6.41547364515528	0.0165581331872697	0.449718961344549	100041576	Gm3414
100041581	2.4	2.6	-0.0677696669657751	3.80237234789247	0.508259219539053	0.482403574629459	0.92288565335329	100041581	Zkscan16
100041585	95.8	100.8	-0.0614282693495543	1.97688261415746	0.395483902192049	0.534011625785569	0.933372463119872	100041585	Amd2
100041621	72.2	87.2	-0.264311689513948	0.401473604193885	1.51105323391236	0.229048300437787	0.827257660170175	100041621	Gm3435
100041649	1498.4	1475.4	0.0293191992484003	5.68968899041173	0.459189522439882	0.503001032536598	0.927813071819481	100041649	Mpc1-ps
100041677	214	239.8	-0.192648549991091	1.0819949024607	1.71967339977775	0.199310972388939	0.806843471910631	100041677	Zfp984
100041781	189.2	198.8	-0.0439942625700382	2.40005812567674	0.192809160821514	0.663617042749818	0.954455735629516	100041781	Gm3510
100041797	103.8	95.8	0.112624567226656	1.67547754526943	0.89416258008984	0.351623078312058	0.888317023954689	NA	NA
100041925	1786.4	1805.2	-0.00996099195327722	6.07576051301694	0.0592785852074798	0.809234715043326	0.980307204557506	100041925	Gm14586
100041948	357.8	395.4	-0.136689542673887	3.74624520549609	1.97136150234472	0.172504549735051	0.785488176232542	100041948	Gm9800
100041953	804.6	802.4	0.0153323524908127	4.6899491799553	0.109797713855163	0.742591558924833	0.967792045463443	100041953	Sap18b
100041965	1735.2	1699	0.0313845409614104	6.38501706304517	0.932534061735559	0.341636588336792	0.883823643091049	100041965	Oaz1-ps
100042008	2433.6	2398	0.0250798270300295	6.7075955554289	0.370938055019477	0.54690604697506	0.933985649908155	100042008	Gm9794
100042023	38.2	33.8	0.222837102121249	0.372800279310399	1.96534706562691	0.170820451367763	0.783296688605976	100042023	Gm10193
100042049	334	373.4	-0.159403855727815	4.17835048741282	2.44521837833596	0.131583166447793	0.745690336373502	100042049	Gm15421
100042056	171.2	140	0.310959095917166	2.08201016786013	9.61331157219128	0.00407744339654352	0.293150658197239	100042056	9130019P16Rik
100042069	1062.8	1068.4	-0.0062946049365575	4.97387082535417	0.0166318636734882	0.898214042000625	0.993365505197426	100042069	Impdh2-ps
100042100	60.6	66.2	-0.12606211605236	0.487164790061159	0.666197335696933	0.42057318966248	0.910895660467486	100042100	Gm3667
100042125	89	100	-0.177375213475627	0.478100711301911	1.46102729781369	0.2358542698959	0.831794543916561	100042125	Gm15535
100042132	416	392.8	0.113198852579617	2.81691839659083	1.06974482288141	0.309656293188496	0.872398207691571	100042132	Gm12371
100042143	233.2	220	0.100206538212816	2.22832169005872	1.00210116243916	0.324509088238504	0.878550473294195	100042143	Gm3693
100042149	169.2	190	-0.1796217574237	0.984683291585986	1.83248204234749	0.18556738622598	0.796998392114733	100042149	Gm3696
100042150	218.4	216.6	-0.0107695259541108	2.95495996455404	0.0224078962220545	0.881971257885345	0.991031025811968	100042150	Nrg2
100042165	0	0	0.172007779755562	1.49050497293261	1.49116918375713	0.231369613958599	0.827257660170175	100042165	BC005561
100042173	22.2	25	-0.153549550134598	1.88912939306824	1.187416882391	0.285013908438352	0.856947718889052	100042173	Rps15a-ps6
100042178	572.2	540.8	0.0633632488603718	3.62211022761239	0.702778472873637	0.408262563226009	0.906970505644617	100042178	Gm13111
100042194	250.8	259.6	-0.0194280624807382	2.32259977391695	0.039739881105812	0.843284467166212	0.984944528223259	100042194	Gm13446
100042277	3571.8	3556.8	0.00434680131103863	6.11782446849809	0.00992923764670536	0.92126585481994	0.995683596015763	100042277	Gm3764
100042332	69.4	73.2	-0.0775925290718505	1.33345515779883	0.432470712589666	0.515605354003973	0.931439899577602	100042332	2810410L24Rik
100042335	154.8	161.6	-0.0666249080564991	2.60110379382245	0.698847456829866	0.40953255843126	0.906970505644617	100042335	Rps15a-ps5
100042355	469	502.6	-0.0473776432732731	2.58426785096445	0.180829169666139	0.673744330780524	0.957926284625616	100042355	Gm10705
100042424	636.4	644.8	-0.00710812409782261	4.62446765031127	0.0109451687350508	0.917424520128615	0.995442811574006	100042424	Pdcd5-ps
100042450	354	341.2	0.0350169904123267	2.52056787245095	0.153546251336731	0.697834888907304	0.962702647255293	100042450	Smim17
100042464	3594.4	3506	0.0267984656223043	5.21510237806106	0.225852062137422	0.638165520033439	0.949543890977249	NA	NA
100042480	1882.6	1904.6	-0.0182752430956622	6.25798532730334	0.108948205017359	0.744024419855588	0.9680683755085	100042480	Nhsl2
100042498	333.4	337	-0.00803591886724991	4.1452018216937	0.0182497870374942	0.893407714188082	0.991451043142312	100042498	Mir22hg
100042503	278	270.4	0.0261569206430161	2.57040034645374	0.11717745716936	0.734413132756654	0.967216541605032	100042503	Gm3873
100042533	195.4	217.2	-0.153523856124491	2.23313365210951	1.96245643336716	0.171125967023392	0.783719081201916	100042533	Gm11578
100042561	238.6	239.2	0.00194647014187226	3.70946938845932	0.000721203731762328	0.978746357710209	0.999793708426007	100042561	Gm10177
100042625	1016	1045.4	-0.0274284218462266	5.30167345804567	0.163137483768683	0.68970743030204	0.961984751104999	100042625	Gstp-ps
100042648	3.6	3.8	-0.0830287991798088	1.48809559648484	0.322884289202608	0.574134794522987	0.939312949520101	100042648	Gm3948
100042715	17.2	18.8	-0.109494050484511	1.2064530756379	0.907243798191392	0.348173282551642	0.885709324427178	100042715	Gm3985
100042773	1044.2	1020.6	0.0357661080594983	4.52946005272478	0.515536218972481	0.478098194691007	0.921162125208003	100042773	Tmed10-ps
100042784	80.6	75.6	0.0844856504697079	1.55581112910935	0.60357396059364	0.443072479076979	0.915867950430932	100042784	Prdm11
100042807	533	526.8	0.0165308257582752	3.61144123816377	0.070640294394497	0.792156466233694	0.975807015370768	100042807	Eif3j2
100042880	686.6	690.2	-0.00810175045411907	5.14233211586042	0.0305170442427393	0.862451710775413	0.987348336307966	100042880	Rpl17-ps10
100042918	511.2	530	-0.0477591528377758	3.36954808080357	0.672977447468095	0.418243544233972	0.910549740713642	100042918	Uqcrh-ps1
100042948	49.2	48.2	0.0123270118605421	0.437633155111288	0.00535672110303207	0.942122764984633	0.997819821355254	100042948	Gm15760
100042959	365.8	376	-0.0317163600086363	3.46864435905089	0.26010417944378	0.613640272637333	0.945484555546355	100042959	Gm4130
100043002	221.2	208	0.10812469320447	2.81458884877135	1.37335203880593	0.250114463027161	0.838206849176856	100043002	Llph-ps2
100043040	93.2	87	0.0819981331233513	1.74227021140435	0.844297619293348	0.463312720681741	0.919835349442793	100043040	1110002L01Rik
100043072	841.8	837.4	-0.010764864357603	3.23614255079272	0.0245218432090614	0.876574057608542	0.989482202712858	100043072	A230070E04Rik
100043074	55.6	55	0.0235615468785078	0.244070532608127	0.0195613422790962	0.88966875652461	0.991451043142312	100043074	Gm4211
100043133	143.4	151.6	-0.0491665934327683	1.48271915621136	0.242905461109173	0.887067933117746	0.991451043142312	100043133	9130023H24Rik
100043172	895.4	898	0.00602850398485805	5.99559087657852	0.00711420843744499	0.933535313472842	0.997541638602067	100043172	Gm10080
100043184	18	19.4	-0.0632330612352979	1.17846439802129	0.139334917340555	0.711611910681442	0.963124049209047	100043184	Gm11703
100043189	142.2	128.6	0.130284940353489	1.27511460161729	1.62429072334654	0.229638460178158	0.827257660170175	100043189	Gm4285
100043213	72.8	71.4	0.0383762757982216	1.86084535055261	0.12746688110093	0.723478324098097	0.965735183355204	100043213	5330434G04Rik
100043257	307	347.8	-0.145667771091834	4.22760751454984	1.78634255582177	0.194779398058784	0.804137674412441	100043257	Rbm3-ps
100043272	1321.2	1301.4	0.0185646177984102	5.01191795786695	0.180187357988647	0.674127247958331	0.957926284625616	100043272	Inafm2
100043324	593.8	567	0.0677920451927299	4.22485337861707	1.08294761221884	0.306042153641051	0.872214120532253	100043324	Bnip3l-ps
100043364	0	0.2	0.111245140504278	1.08735101992865	0.447246668658936	0.508708208105017	0.929591635700888	NA	NA
100043387	31.2	26.4	0.216259211752127	0.425628649759107	2.27051218265614	0.141922577232275	0.759102493351225	100043387	Gm14305
100043407	91	84.8	0.0773635649281349	1.19880598212038	0.327182746241958	0.571424248532168	0.939312949520101	100043407	Gm4419
100043462	202.8	197.8	0.0427892224466278	2.91400390706549	0.220570058164899	0.641874144072377	0.949543890977249	100043462	Nutf2-ps1
100043468	339	335.8	0.0154350997164639	4.11339792873299	0.0838555797634625	0.774055953909681	0.971928365551008	100043468	Zfp955b
100043489	84.4	84.8	-0.0135423112327898	2.37837040003791	0.0231492331227189	0.880049970988397	0.990628588139847	100043489	1300002E11Rik
100043507	64.2	60.6	0.0418073107115023	0.122259137338622	0.0713462837555416	0.850458024750997	0.984944528223259	100043507	Gng5-ps
100043508	2074.6	2082.8	-0.00835655997147094	5.50725836772605	0.047506997413822	0.828879801854944	0.982132041097358	100043508	Ptges3-ps
100043571	86.6	123.8	-0.509135767629956	1.0883871942328	23.974385225798	2.8517943792953e-05	0.0297817005929921	100043571	Gm4524
100043580	91	79.8	0.179615207943793	0.650491470309889	2.42644191697003	0.178621712680759	0.79153828349361	100043580	Gm4532
100043597	12845	12285.8	0.0644851819898325	7.47036485768213	3.3130410857018	0.078344704604579	0.680819240553581	100043597	Srcap
100043600	179.2	119.6	0.602115051226873	0.670522140022793	12.7835138448528	0.00116356983677017	0.182256835678318	100043600	Gm4544
100043670	34.4	39	-0.146811526496805	0.252275366982443	0.753672324367236	0.391949562536631	0.900080625628717	100043670	Gm4581
100043674	171	184	-0.127201673982414	3.02292518366609	2.17450378599816	0.150341950760258	0.765097897059845	100043674	Rbx1-ps
100043718	184.2	193	-0.0603388833637289	4.46286723157413	0.987653908951194	0.327967318679243	0.878599272330356	100043718	Gm4604
100043757	2641	2690.8	-0.0330017943621347	5.46527730191025	0.548474111538965	0.46448314188934	0.920305895352684	100043757	Zfp831
100043764	18.4	18.8	0.0340615086638194	0.613345542243807	0.0702414001531628	0.792730061244688	0.976014799774208	100043764	Gm4631
100043766	31.8	32.2	0.00813846859271059	0.171104900059753	0.00318941329972107	0.955323879247942	0.998202914737633	100043766	Gm14057
100043771	831.2	768	0.111837916336218	3.75226755246909	3.67456066684178	0.0644529896073475	0.644307644385174	100043771	Gm10651
100043772	164	170.8	-0.0677830244125047	2.6249551022672	0.685173793420668	0.41410211039245	0.908147355149305	100043772	Zfp850
100043813	1083.8	1092.8	0.00176007595222707	5.67908212092996	0.000423371576007163	0.983779240026694	0.999793708426007	100043813	Rps27rt
100043823	105.8	102.8	0.0480523417202158	1.47865306052766	0.193341411396013	0.663182988402934	0.954298122620373	100043823	Gm4673
100043882	220.4	206	0.116433901575601	2.58857898207926	1.63645054038917	0.210252208460046	0.813562669948843	100043882	Gm14277
100043911	163.4	183.8	-0.172365857542003	3.0746039698089	4.9348472769099	0.0337130774051201	0.548260080594691	100043911	Ppp4r1l-ps
100043915	64.6	65.8	-0.00274907497005594	1.74613231280588	0.000686398373370063	0.979265426483752	0.999793708426007	100043915	Gm4724
100044509	127.2	125.6	0.0406921956931823	1.99410791439991	0.207934854602299	0.651551355092069	0.951368680574145	100044509	Tgfbr3l
100045469	204.8	210	-0.0459561493579285	2.46716615029975	0.310813681376199	0.58116236083455	0.939711036852583	100045469	Gm14204
100045653	6	6.6	-0.174862644580833	0.102123002442002	0.941041155473315	0.339476169365932	0.882712292221301	100045653	Gm17769
100045778	62.6	52.8	0.212695568437864	0.200597655226476	1.35538073557046	0.253171345769334	0.841186720066339	100045778	Rnf223
100046763	2.2	2	0.273571974663973	1.33752080975411	4.98179161600835	0.0329366112439107	0.546616776873332	NA	NA
100048534	43.4	43.6	-0.0684394708711715	0.263863677456998	0.141200454698145	0.709635194820302	0.963124049209047	100048534	Cfap43
100048895	46.6	41.6	0.13540928332955	0.584094588387427	1.13798938633297	0.409103086492977	0.906970505644617	100048895	9330020H09Rik
100049164	75.4	78.2	-0.0542487432576062	1.63289682370087	0.262540655031277	0.611991039741014	0.945461673311262	100049164	B130046B21Rik
100072	13046.8	13355	-0.0339190210494438	8.181022956536	1.17884609469806	0.285914920767544	0.856947718889052	100072	Camta1
100073351	65.8	63.2	0.0636967571443047	0.819312026866739	0.216293205804287	0.645110962625924	0.950002135843561	100073351	Yy2
100087	258.8	252.4	0.0360152587661447	3.20627865552553	0.342979172377907	0.562330236519722	0.936892656868426	100087	Kti12
100088	242.6	241.2	-0.0184415733770312	3.56851701306483	0.0869241940167438	0.770078774322396	0.970718482807473	100088	Rcc1
100090	260.8	255.6	0.0260527873235579	3.37223360596568	0.125981105748591	0.725025754818319	0.966189971140161	100090	Zbtb48
100101806	1405.6	1364.4	0.066042852836912	5.70764347802656	0.436641697167197	0.516304944014933	0.931439899577602	100101806	Srp54c
100101807	30.2	24.6	0.375904549848678	1.5510867157319	4.37098432809533	0.046317727173201	0.596558077871057	100101807	1700047I17Rik2
100101919	352.2	378.6	-0.0923857193990004	2.92456256693835	1.62336956761553	0.212038426472084	0.814104367517462	100101919	Dnah7c
100102	108.6	102.6	0.0860517597389725	2.31118774678678	0.733878998822918	0.398165555178004	0.903335729044677	100102	Pcsk9
100113398	72.6	72.6	0.00131610254331331	0.235526048197368	8.37275712663687e-05	0.992757537585381	0.999793708426007	100113398	Adat3
100121	721.4	731.8	-0.0246830327248851	5.20162255918319	0.389032217918348	0.537345574764963	0.933372463119872	100121	Tdrd7
100124467	141.4	175	-0.31750349190561	0.558283196477855	5.79899051993045	0.0221361476787291	0.505280607851672	100124467	Mir568
100125263	302	283.2	0.11216675225316	3.96179483511311	2.98854109538575	0.0937482303414915	0.70461425681447	100125263	Trbc2
100125931	28.8	26.8	0.0619994205747039	0.1572937424101	0.118232345203603	0.733267859493047	0.967202506561261	100125931	Phtf1os
100126034	33.6	32.4	0.0473069118350781	0.45183648515016	0.0716202003450854	0.790754733497204	0.975298406357499	100126034	Gm10644
100126243	272.8	238.6	0.199174226039403	2.51913907003514	6.02600858540716	0.0198739240809133	0.480184834264813	100126243	A030001D20Rik
100129	503.2	553.8	-0.152368623967149	4.67681558249023	4.57502305416029	0.041526241586122	0.586098219854759	100129	Gpr153
100141474	147.2	138	0.0788111315218916	1.60691219730656	0.581852008351096	0.459858199931823	0.919479026702265	100141474	4933428G20Rik
100163	106.6	119	-0.195613457967879	3.31992515421085	2.23572297791508	0.14876672973062	0.764779597120874	100163	Pafah2
100169	594.6	636	-0.110800509207756	3.52850057963775	0.924530473926757	0.346097457225557	0.885547445209136	100169	Phactr4
100177	582.4	568	0.0302234808113859	5.09210261835654	0.366330655312251	0.549391801275653	0.93452287873911	100177	Zmym6
100182	258	243.2	0.0673381625194037	2.45859814675716	0.602843912956273	0.443345785820649	0.915948854827581	100182	Akna
100198	425.2	407.2	0.0672276646400711	3.56820577795507	0.960769585580557	0.334538301365053	0.880456494512327	100198	H6pd
100201	3089.4	2964	0.0549685160430941	6.06398577999044	2.21253916739979	0.146937952341545	0.764214430997736	100201	Tmem64
100206	645	662.8	-0.0360290097779306	4.07523220917313	0.698752347852306	0.566055383493075	0.938065353219107	100206	Adprhl2
100210	122	133.8	-0.106190158549111	2.73412477765846	1.79785156780389	0.189660421022543	0.800313689009095	100210	Gpn2
100213	8867.8	8874.2	-0.00181822992226288	7.25909398384138	0.00293531172974285	0.957138620578621	0.998253295818615	100213	Rusc2
