	S3HC5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100039422	336.8	377	-0.164862161461035	3.73501236141367	7.72375293049293	0.00915266412367485	0.425217520745727	100039422	Gm2225
100039495	137.6	140.6	-0.0236003268306631	1.30120947957418	0.0376771456513489	0.847352069458705	0.989382687182652	100039495	Gm15706
100039503	182.8	193.6	-0.0937849932790978	2.38185486971585	1.10742943914842	0.300729520617231	0.872292557509028	100039503	Gm2274
100039571	82.6	94	-0.184504935836634	1.01645736823726	2.15732436979121	0.151909893623241	0.778068518752253	100039571	Gm10335
100039636	4044.6	3887	0.0572802289917259	7.15065470301611	2.36239330688105	0.134379143227658	0.759034615220798	100039636	Atp6v0c-ps2
100039684	91.2	90.6	-0.0118050437451825	0.77794732915991	0.00644993948583643	0.93650281309025	0.997470209407211	100039684	5031434O11Rik
100039707	36.2	40.6	-0.150899016834064	1.47845982684879	2.05353579136972	0.161805229768846	0.786994614039738	100039707	Mthfsl
100039768	779.8	780.6	0.00535835112501026	4.59577665619716	0.01107898966857	0.916846332144398	0.995100006062911	100039768	1700024F20Rik
100039786	679.6	676.4	0.00611593383897838	4.79207207150143	0.0200901537724915	0.88819752043565	0.994214285014945	100039786	Gm2423
100039795	5829	5605.4	0.0550208710894414	7.56142753540284	2.41980534399185	0.129903580591084	0.759034615220798	100039795	Ildr2
100039826	197.2	171.2	0.199714996696022	3.35781698678986	5.49329368762181	0.0262843911930621	0.560817752441442	NA	NA
100039863	6.6	5.4	0.234527778493644	0.597278272863741	1.66040705352951	0.207609004594696	0.821917767884663	100039863	Gm13306
100039864	384.6	333.4	0.198424747125685	3.31986581677576	8.17801784848618	0.00749967170781451	0.398789172066655	100039864	Snhg12
100039968	94.2	83.2	0.169808568548011	1.41487120623825	2.89399607195134	0.0988646948227762	0.728504368468173	100039968	Tmem35b
100039988	171.8	159.4	0.120576817280193	2.65847761469964	1.54906411399226	0.222839266775138	0.829527635905579	100039988	Gm11826
100040052	62.4	57	0.127060884634614	2.47282342147092	2.42591669991553	0.129437485166046	0.759034615220798	100040052	Gm2573
100040123	180.2	185.4	-0.0359962173585799	2.58947872169293	0.197259417510195	0.660009657206147	0.966426335024615	100040123	Gm2614
100040220	1221.8	1240.6	-0.0235376975142811	5.08276182637057	0.271545357249578	0.605978846082463	0.956842849992647	100040220	Gm9892
100040244	57.4	54.2	0.0804087913377389	1.26756329405621	0.442230214533676	0.510937514071624	0.934038003788002	100040244	Gm14698
100040260	95.4	92.8	0.0530766507157403	0.831882435532569	0.215235903566704	0.64591717388829	0.965070112899981	100040260	Atf1-ps
100040293	9	13.8	-0.541905900710681	0.141559016134099	8.34987107127183	0.00696106609673475	0.392010776778183	100040293	Mindy4b-ps
100040294	40.4	48.6	-0.233612605187905	0.879785648265286	2.11602406606342	0.156162098402277	0.780548236613524	100040294	Gm2694
100040297	991.8	995.2	-0.00340184096019127	5.52644733183367	0.00424757247790867	0.948489812343293	0.997921197843144	100040297	Gm2695
100040298	417.6	427.6	-0.0337976210465862	5.01965628305698	0.494340083344462	0.487215028689236	0.928680603863011	100040298	Gm15501
100040322	59.8	66	-0.150044147166703	1.2376619322661	1.51055169733508	0.228250699369158	0.834009237843101	100040322	3830408C21Rik
100040377	42.6	41.8	-0.0016954301235141	1.23481428637159	0.000208971689926381	0.988558410169854	0.999552472603532	NA	NA
100040500	31.4	30.6	0.0439313209502276	2.2320567744321	0.209086074138587	0.650655064526142	0.96516552270228	100040500	Gm2808
100040505	73.6	77.6	-0.0839428453381211	2.37237961102266	1.12017058912281	0.298013229049197	0.872128624234946	100040505	Gm9923
100040525	1219.8	1200.6	-0.0147405338149042	3.237955780653	0.00545765295597167	0.941864223259786	0.997921197843144	100040525	Tmem181c-ps
100040529	26	29.8	-0.196371153774919	1.28383961159413	2.91321353312803	0.0977994032185836	0.728504368468173	100040529	Gm2824
100040543	595.4	629.8	-0.081885514614573	4.59067005358846	1.75723837701431	0.195337588849917	0.813380227917869	100040543	Gm2830
100040591	59.8	56.6	0.0342806604822426	0.555619777725372	0.0356609923030922	0.851443703634957	0.990714397858652	100040591	Kcnj13
100040608	113.2	102.2	0.127755692922587	1.09637880822961	1.24277090122028	0.273457522926567	0.859073861036106	100040608	Fancf
100040724	808	887.2	-0.132981336773042	4.54387561636546	6.2400382559909	0.0179704792486232	0.519274205727544	100040724	Mirg
100040792	27.8	38.2	-0.447682661681668	0.26431569710397	6.98378263367523	0.0127518614263499	0.465587484571643	100040792	Gm11627
100040852	67.8	73.2	-0.112632618467321	0.0447798118210431	0.572790135954521	0.45483392968436	0.924886714639969	100040852	Gm3002
100040961	488.2	477.8	0.0385345175036102	3.03840904689584	0.115948520654805	0.736350482935932	0.982072005891644	100040961	Gm10145
100040972	153.4	148.8	0.0329213745573938	0.360111567112743	0.0564441603537189	0.81376136947294	0.986517696008762	100040972	Tceal7
100040999	49.2	47.2	0.0380369145995604	0.323629697204919	0.0725893956669203	0.826769849971319	0.987958294714227	100040999	Gm3086
100041098	745.6	716.4	0.0593542970334135	4.39858372309418	1.31104648528509	0.260919136604176	0.855173323190528	100041098	Tma7-ps
100041106	299.2	304	-0.0214384262430856	2.88023836121185	0.077239107784957	0.78290910138172	0.984321819230402	100041106	Gm3141
100041120	104	123.8	-0.226389149833679	1.32945392056532	3.27285906684715	0.0800869911397524	0.696556349338649	100041120	Gm3150
100041194	397.4	438.4	-0.136141873820077	1.1538217484127	1.56267781259076	0.220575518020096	0.826544406788813	100041194	Ahnak2
100041231	81.8	79	0.0439932402212974	1.50653500145382	0.198670265086514	0.658876241899772	0.966426335024615	100041231	Gm3219
100041244	56.8	50.6	0.154524806893109	1.68231309022744	2.91501277004914	0.0977003384829416	0.728504368468173	100041244	Gm3230
100041273	19.4	20	-0.0140150434052327	0.183924587484562	0.00583858012481327	0.939580668663988	0.997477051082285	100041273	Gm3244
100041286	32.8	32.2	0.0126527746973099	0.451442762694245	0.00861989645317326	0.926622015824954	0.996869182277266	100041286	Snhg15
100041294	291	302.6	-0.0492136946693632	3.53853500652269	0.573936719098085	0.454386949254027	0.924886714639969	100041294	Supt4b
100041480	652.4	638	0.0348354525432134	4.57077686516091	0.671072685852728	0.418896024869202	0.916374566930137	100041480	Gm9833
100041574	47.8	55	-0.180870657016491	0.929511388353554	1.91068789068799	0.176709998289571	0.79919233235798	100041574	9030025P20Rik
100041576	28.8	31.8	-0.080767706728521	0.126628598354663	0.215037410636861	0.646068797550378	0.965070112899981	100041576	Gm3414
100041581	3.2	3.8	-0.168451229428886	3.80237234789247	3.47553991788551	0.0739002653853524	0.684462841380628	100041581	Zkscan16
100041585	85.4	90	-0.0880820354212958	1.97688261415746	0.884555804943752	0.354187231763415	0.895536221604096	100041585	Amd2
100041621	75.6	78	-0.0858959064637422	0.401473604193885	0.173380545893722	0.680249318391362	0.969559591249315	100041621	Gm3435
100041649	1603.4	1666	-0.052577768885775	5.68968899041173	1.65184509957476	0.208173745151428	0.821917767884663	100041649	Mpc1-ps
100041677	230.8	255.2	-0.136362016849279	1.0819949024607	1.043484653094	0.314873761448263	0.878686518225671	100041677	Zfp984
100041781	210.6	225.8	-0.100602939821645	2.40005812567674	1.24462703054327	0.273106474719405	0.858913473291575	100041781	Gm3510
100041797	108.4	120.4	-0.135369168930618	1.67547754526943	1.60783753919602	0.214183715208609	0.823920353665293	NA	NA
100041925	1774.6	1831.4	-0.0443378701834878	6.07576051301694	1.28273858512559	0.266025749284727	0.855782501021645	100041925	Gm14586
100041948	365.8	360.8	0.0205126559097493	3.74624520549609	0.0497695907177314	0.825262614191224	0.987712128866468	100041948	Gm9800
100041953	801.6	774.4	0.0506497843572305	4.6899491799553	1.34356614623136	0.255206963806616	0.85215962690092	100041953	Sap18b
100041965	1664.8	1683.4	-0.017117086343618	6.38501706304517	0.300602868424803	0.58740940556267	0.951686423096826	100041965	Oaz1-ps
100042008	2392.4	2417.8	-0.0151161300756067	6.7075955554289	0.144947836029036	0.705992736637825	0.975716553804504	100042008	Gm9794
100042023	36.2	41.6	-0.16686107867333	0.372800279310399	1.40016205331368	0.245640806020341	0.845940480699653	100042023	Gm10193
100042049	325.2	318.6	0.0275436730787759	4.17835048741282	0.080988472927525	0.778517081956845	0.984177213347409	100042049	Gm15421
100042056	88.4	95.2	-0.133434037599698	2.08201016786013	1.62505704665314	0.211806951558708	0.823920353665293	100042056	9130019P16Rik
100042069	968	973.8	-0.00874284248575472	4.97387082535417	0.0352696719826929	0.852248650472115	0.990714397858652	100042069	Impdh2-ps
100042100	73.4	73.6	0.0136782752542164	0.487164790061159	0.0107018590105555	0.918268575294821	0.995100006062911	100042100	Gm3667
100042125	65	80.2	-0.275416975131353	0.478100711301911	3.61345471557242	0.0665928654209954	0.676902934275827	100042125	Gm15535
100042132	566	571.6	-0.0068978028735897	2.81691839659083	0.00535928824875903	0.94215006510357	0.997921197843144	100042132	Gm12371
100042143	269.6	284	-0.0604025717156915	2.22832169005872	0.474351970700537	0.496085395920761	0.930166326001032	100042143	Gm3693
100042149	196	178.8	0.114955073849937	0.984683291585986	0.943740152412307	0.338794704746319	0.889481841205922	100042149	Gm3696
100042150	212.6	224.2	-0.0678222271199793	2.95495996455404	1.04763330202937	0.313929304597988	0.878523808217307	100042150	Nrg2
100042165	0	0	-0.0277797682925242	1.49050497293261	0.0387646374064454	0.845218821771427	0.988666399880969	100042165	BC005561
100042173	20.2	21.6	-0.0624185376071365	1.88912939306824	0.21548963043337	0.646038167307455	0.965070112899981	100042173	Rps15a-ps6
100042178	548.4	498.4	0.137115691844909	3.62211022761239	3.69054935146138	0.063949111110292	0.673649974959071	100042178	Gm13111
100042194	298.4	315	-0.0770228446640087	2.32259977391695	0.801650726572602	0.377461064433181	0.905094810415046	100042194	Gm13446
100042277	3330.4	3378	-0.018203889968724	6.11782446849809	0.188316682420826	0.667319705159155	0.968353718146755	100042277	Gm3764
100042332	80.6	79	0.0315758701761965	1.33345515779883	0.0892424417086164	0.767124583369552	0.984177213347409	100042332	2810410L24Rik
100042335	155.4	146.6	0.0819454381865684	2.60110379382245	1.18638117371497	0.284408449196018	0.864004329724255	100042335	Rps15a-ps5
100042355	539.8	541.4	-9.917823527292e-06	2.58426785096445	2.09982306630513e-08	0.999885354854997	0.999954341011672	100042355	Gm10705
100042424	580.2	609.8	-0.0682252863989891	4.62446765031127	1.09861159788845	0.303542783461289	0.872364379458893	100042424	Pdcd5-ps
100042450	341.4	332.4	0.0294266381468746	2.52056787245095	0.122945944044221	0.728219201055127	0.980097972594852	100042450	Smim17
100042464	3630.2	3557.6	0.0278255221765065	5.21510237806106	0.273007002421329	0.605278320532396	0.956583081011256	NA	NA
100042480	1646.2	1682	-0.0315207140063831	6.25798532730334	0.340383968580005	0.564700910807086	0.947486943181932	100042480	Nhsl2
100042498	380.4	367	0.0441682918698973	4.1452018216937	0.652807543793644	0.425232717782331	0.91778514323073	100042498	Mir22hg
100042503	272.6	292	-0.0998713878057768	2.57040034645374	2.01003657911503	0.166179122814157	0.790870166495024	100042503	Gm3873
100042533	215.2	222	-0.0427611326841141	2.23313365210951	0.187804057186377	0.667734269389594	0.968353718146755	100042533	Gm11578
100042561	219	216.2	0.0129736851739112	3.70946938845932	0.0357610036442969	0.851235572631923	0.990714397858652	100042561	Gm10177
100042625	1092.8	1155.2	-0.0803902223743057	5.30167345804567	1.59022866767151	0.218897676798849	0.823920353665293	100042625	Gstp-ps
100042648	3	3.8	-0.298017768080947	1.48809559648484	4.27043106621652	0.0475631582530114	0.634248370632383	100042648	Gm3948
100042715	20.4	22.4	-0.110206076633394	1.2064530756379	1.10625847629945	0.300980809213394	0.872292557509028	100042715	Gm3985
100042773	1020.4	992.8	0.040068543663632	4.52946005272478	0.727104208505429	0.400326755086934	0.910307412224211	100042773	Tmed10-ps
100042784	90.2	84.8	0.085311743727741	1.55581112910935	0.783019343444313	0.382993025717375	0.90952107203255	100042784	Prdm11
100042807	500.2	480.8	0.0492262994167389	3.61144123816377	0.679530602459869	0.416010540605357	0.913131752931646	100042807	Eif3j2
100042880	716.2	735	-0.0368833853557705	5.14233211586042	0.712462555005455	0.405057708004963	0.910307412224211	100042880	Rpl17-ps10
100042918	490.2	486.2	0.0144282051099683	3.36954808080357	0.0686026965726555	0.79510496967174	0.985427290040395	100042918	Uqcrh-ps1
100042948	37.4	40.8	-0.130505968192359	0.437633155111288	0.624111536724008	0.435491249575423	0.920229197124773	100042948	Gm15760
100042959	364.8	350	0.050830522852994	3.46864435905089	0.752854924438991	0.39220341476931	0.910307412224211	100042959	Gm4130
100043002	234.8	239.8	-0.0291918384749896	2.81458884877135	0.119678032685053	0.731707572082441	0.981559329051245	100043002	Llph-ps2
100043040	84.4	82.4	0.0380620797575975	1.74227021140435	0.208314049981676	0.651255797858262	0.96516552270228	100043040	1110002L01Rik
100043072	840.4	919	-0.126480613245313	3.23614255079272	3.88904337720875	0.0575291503873878	0.660260019516467	100043072	A230070E04Rik
100043074	52.8	63	-0.204334153094049	0.244070532608127	1.72956576558356	0.198057292764535	0.817440876667194	100043074	Gm4211
100043133	120.8	130.2	-0.107925749723539	1.48271915621136	1.31084623723185	0.260954815722979	0.855173323190528	100043133	9130023H24Rik
100043172	915.6	903.6	0.0199925307814994	5.99559087657852	0.0857197553170034	0.772401933719078	0.984177213347409	100043172	Gm10080
100043184	22.2	20.8	0.0507025405412268	1.17846439802129	0.11044761181992	0.741984944690458	0.982467504639462	100043184	Gm11703
100043189	165	166.8	-0.0103160431750761	1.27511460161729	0.0135044214294716	0.919124037872371	0.995100006062911	100043189	Gm4285
100043213	80.2	81.4	-0.0242816530039391	1.86084535055261	0.0614436382822059	0.80585389673913	0.985873326695161	100043213	5330434G04Rik
100043257	559.8	627.6	-0.169215725281511	4.22760751454984	3.23422090087721	0.0855945427738969	0.709778545484917	100043257	Rbm3-ps
100043272	1301.4	1310.2	-0.00995935089017462	5.01191795786695	0.0578824060540191	0.811449770706783	0.98625601403718	100043272	Inafm2
100043324	574.4	567.4	0.0171366483179101	4.22485337861707	0.0777822780477238	0.78216721974876	0.984321819230402	100043324	Bnip3l-ps
100043364	0.4	0.6	-0.121312536728068	1.08735101992865	0.629264977892202	0.43379245180922	0.919810062752288	NA	NA
100043387	28.8	29.8	-0.0692527308833384	0.425628649759107	0.277552611652176	0.602038432009853	0.956356073510672	100043387	Gm14305
100043407	110.8	104.4	0.0843739698094709	1.19880598212038	0.51363260748385	0.478905235198023	0.926675050643812	100043407	Gm4419
100043462	212.6	214.2	-0.00104768838059564	2.91400390706549	0.000155569844292296	0.990127904567167	0.999552472603532	100043462	Nutf2-ps1
100043468	309	330.6	-0.0964406987758149	4.11339792873299	3.52249080944113	0.0699276016520984	0.681108938896127	100043468	Zfp955b
100043489	89.4	88.2	0.0239194408223162	2.37837040003791	0.0849596888528903	0.772615960052044	0.984177213347409	100043489	1300002E11Rik
100043507	53.4	51.6	0.0641285269884935	0.122259137338622	0.180179241639252	0.674134145061464	0.968353718146755	100043507	Gng5-ps
100043508	2019.6	1956	0.0473324878884885	5.50725836772605	1.6659501158585	0.206291529312137	0.82080585160017	100043508	Ptges3-ps
100043571	102.4	103.6	0.0110146776724916	1.0883871942328	0.0135752225411506	0.907993461418788	0.995100006062911	100043571	Gm4524
100043580	90.8	91.8	0.00424198026224433	0.650491470309889	0.00161887039097964	0.968162176028487	0.998853069201928	100043580	Gm4532
100043597	13160	12844.2	0.0346176442978733	7.47036485768213	1.02307878106098	0.319575610560438	0.880231736148786	100043597	Srcap
100043600	158.8	163.6	-0.0248035616979257	0.670522140022793	0.0294011988900937	0.864964036708925	0.991431157213186	100043600	Gm4544
100043670	27.6	29.4	-0.124734073992366	0.252275366982443	0.589472511826384	0.448399258738939	0.924842884090712	100043670	Gm4581
100043674	178	173.4	0.0328599505736134	3.02292518366609	0.171244171407029	0.681841352577158	0.969559591249315	100043674	Rbx1-ps
100043718	177.2	178.8	-0.0118741184101561	4.46286723157413	0.0435714451763627	0.836010751781173	0.988175966126561	100043718	Gm4604
100043757	2651	2741.4	-0.0474959134070381	5.46527730191025	1.25390881637775	0.27135976182343	0.857723197964121	100043757	Zfp831
100043764	17.2	18	-0.0747672985174321	0.613345542243807	0.364048166148733	0.550631199451491	0.942833203377339	100043764	Gm4631
100043766	27	24	0.1566636910843	0.171104900059753	1.22567276763839	0.276719020545175	0.859697784874331	100043766	Gm14057
100043771	731.6	701.8	0.0579332959714922	3.75226755246909	1.10199002424305	0.301899191184547	0.872292557509028	100043771	Gm10651
100043772	167	158.6	0.0643172899723816	2.6249551022672	0.693453752753597	0.411325910966703	0.911090073293777	100043772	Zfp850
100043813	1098.2	1099.4	-0.0024562077220954	5.67908212092996	0.000909885778447085	0.976222461675113	0.998853069201928	100043813	Rps27rt
100043823	108.6	110	-0.02542728430205	1.47865306052766	0.0664063840185473	0.798336131777094	0.985592653781681	100043823	Gm4673
100043882	212.4	211.2	0.0152709399851785	2.58857898207926	0.0323323627948124	0.858463733220838	0.991227023925578	100043882	Gm14277
100043911	207.8	212	-0.0312272248858923	3.0746039698089	0.203822086508715	0.654778177832464	0.965650603611297	100043911	Ppp4r1l-ps
100043915	62.2	67.6	-0.124381122260965	1.74613231280588	1.61165442550033	0.213654051469529	0.823920353665293	100043915	Gm4724
100044509	173.8	170	0.0388554987365018	1.99410791439991	0.263749635333216	0.611176291110917	0.95941507856772	100044509	Tgfbr3l
100045469	202	174	0.220182712265957	2.46716615029975	7.98767766616466	0.00814926618021023	0.408732225889783	100045469	Gm14204
100045653	7.4	8.2	-0.112752484393798	0.102123002442002	0.567374859813429	0.456954601763159	0.925371581494631	100045653	Gm17769
100045778	47.8	37	0.336830547305549	0.200597655226476	3.44430966790372	0.0729441906295286	0.684445830364348	100045778	Rnf223
100046763	2.2	1.4	0.252911158414149	1.33752080975411	4.36941557694219	0.0448355801561882	0.625673804685821	NA	NA
100048534	50.8	47.6	0.106598474124804	0.263863677456998	0.426571193177408	0.518463947644355	0.937570789155317	100048534	Cfap43
100048895	39.4	39.6	0.000778281147619899	0.584094588387427	4.03516069425265e-05	0.996203009610004	0.999552472603532	100048895	9330020H09Rik
100049164	79.6	80.2	-0.0058483756397209	1.63289682370087	0.0037722693751346	0.951417720675634	0.997921197843144	100049164	B130046B21Rik
100072	13418.8	13279.8	0.0149649695153409	8.181022956536	0.242302426273388	0.625996552675818	0.96231927522171	100072	Camta1
100073351	65	57.6	0.169033915887505	0.819312026866739	1.73497621515836	0.197375687697787	0.8164195174591	100073351	Yy2
100087	254.4	253	0.000369889372472344	3.20627865552553	4.14856118689731e-05	0.994901952133354	0.999552472603532	100087	Kti12
100088	250.4	255.2	-0.0298557770853624	3.56851701306483	0.26171714355541	0.612547379329763	0.959462401152305	100088	Rcc1
100090	270	289.2	-0.0925109563578087	3.37223360596568	1.93803972622097	0.173732896598993	0.797854551159838	100090	Zbtb48
100101806	1433.6	1432.8	0.00116949721596972	5.70764347802656	0.000153389531578892	0.990241403243386	0.999552472603532	100101806	Srp54c
100101807	36	34.2	0.059820080364824	1.5510867157319	0.14891147609729	0.702668397134807	0.974038475293676	100101807	1700047I17Rik2
100101919	370.2	427.4	-0.199539124608954	2.92456256693835	9.12674166920705	0.00499691425967497	0.356799370413738	100101919	Dnah7c
100102	141.8	122.6	0.20064212890123	2.31118774678678	5.20866414767256	0.0294510450229769	0.578445660715516	100102	Pcsk9
100113398	65.8	64.8	0.024980878999779	0.235526048197368	0.0341997993035748	0.854480225081117	0.990714397858652	100113398	Adat3
100121	847.2	833.8	0.0236053957172464	5.20162255918319	0.410408235304221	0.526443330395796	0.938426408587251	100121	Tdrd7
100124467	130.4	135.2	-0.0546548050362497	0.558283196477855	0.183782465169796	0.738026053009645	0.982072005891644	100124467	Mir568
100125263	328.8	350.2	-0.0936712605706659	3.96179483511311	2.5033518602915	0.123697081033199	0.752724260947196	100125263	Trbc2
100125931	25.2	25.4	-0.051051006102813	0.1572937424101	0.0919028444715802	0.763785551126472	0.984139691932765	100125931	Phtf1os
100126034	31.2	37	-0.191484168593408	0.45183648515016	1.43410716676568	0.240120922901272	0.844469529315002	100126034	Gm10644
100126243	286.6	271.6	0.0778366125076859	2.51913907003514	1.11987702440285	0.298075446348072	0.872128624234946	100126243	A030001D20Rik
100129	722.2	763.8	-0.0759190437725228	4.67681558249023	1.39406010147227	0.247895013762718	0.848266617325088	100129	Gpr153
100141474	168.8	160.8	0.0769144714839291	1.60691219730656	0.706811684403653	0.406906004311198	0.910307412224211	100141474	4933428G20Rik
100163	120.8	160.6	-0.404391183146084	3.31992515421085	11.4054200117429	0.00265847418698937	0.256897222269406	100163	Pafah2
100169	574.8	657.8	-0.190129380056778	3.52850057963775	3.04867209245079	0.0938910469363883	0.726133441627094	100169	Phactr4
100177	587.8	599.8	-0.0279828004708714	5.09210261835654	0.345254894458863	0.561043478502323	0.945399351417248	100177	Zmym6
100182	248.6	256.4	-0.0410409731719664	2.45859814675716	0.264940962246588	0.610375755737148	0.959055553963986	100182	Akna
100198	409.8	390.2	0.0674573247338891	3.56820577795507	1.1075452148497	0.300704690336718	0.872292557509028	100198	H6pd
100201	2968	2882.6	0.0404722527690764	6.06398577999044	1.2988539998907	0.263103003424008	0.855782501021645	100201	Tmem64
100206	665	674.2	-0.0190211568920375	4.07523220917313	0.223225225865699	0.639883964116161	0.965007348397579	100206	Adprhl2
100210	130.2	136.2	-0.0626595737609888	2.73412477765846	0.763029777093151	0.389060661026873	0.910307412224211	100210	Gpn2
