	KOSD5	KOHC5	logFC	logCPM	F	PValue	FDR	check	gene
100039060	37.6	41	-0.115211124045865	1.22468725727298	1.05471219786867	0.314739216915214	0.440251580858511	100039060	Gm2026
100039062	2344.4	2891.8	-0.280437862912486	1.07535548513995	4.11000126749051	0.0539596013046713	0.111355236615894	NA	NA
100039138	134.4	208.6	-0.666617245733775	0.725506383412085	22.7868429058075	7.51751376831635e-05	0.000512538415128512	NA	NA
100039239	22.2	23	-0.0453666675080346	2.11827421042463	0.214380855527688	0.647556864960307	0.746819659352579	NA	NA
100039252	1017.8	993.8	0.0386566362324444	3.31203939250943	0.46891465424154	0.500095283771193	0.622083410087214	NA	NA
100039257	742	1024	-0.440785436681443	0.415177673708223	5.65982621543065	0.0257235591507802	0.0617211693169616	100039257	Tmem254b
100039304	16.6	15.2	0.111518467623332	1.99509984509145	0.363240069218157	0.555395086826814	0.669475488699422	NA	NA
100039307	326.4	377.6	-0.2216335941963	0.473578683264584	2.433162563124	0.135987965236376	0.230484292861935	NA	NA
100039419	1036.4	1068	-0.0417498378996854	5.27007759678654	0.720086696199487	0.404561399324081	0.532319569033252	NA	NA
100039422	839.2	773.8	0.11977349439409	3.71863668705889	3.40215441299804	0.0775815473433496	0.148485657481564	NA	NA
100039495	14.6	19.4	-0.375775042851333	1.35345464298956	7.03232056140289	0.0140100374702481	0.0377237484342335	NA	NA
100039503	302.4	213	0.500081755302867	2.28161787455386	33.4339908234926	5.99855890103933e-06	6.22420461992982e-05	NA	NA
100039571	17	13.8	0.264020329588717	0.998769604324054	3.5335183245899	0.0724245293525996	0.140740003665296	NA	NA
100039636	9390.2	9509	-0.0152377440591066	7.15126310274847	0.157636479352255	0.694876730558968	0.784116501170999	NA	NA
100039684	299.8	315.2	-0.0740565364071348	0.82257733066093	0.172372628155624	0.681858421164411	0.774092493462342	NA	NA
100039707	168	190.6	-0.175046841002256	1.46058106283761	2.03532109352763	0.166656384833504	0.270247377855572	100039707	Mthfsl
100039768	532.2	641.8	-0.266975583065557	4.62895104654057	23.6907513514575	5.92933805639636e-05	0.000421972684722565	NA	NA
100039786	2432.2	2475.6	-0.0277558925670266	4.80373597232364	0.365193724277549	0.551347972496176	0.666096923642572	NA	NA
100039795	9197.6	8958.8	0.0377809228889432	7.54879632203966	1.3310602034466	0.260059998734595	0.379610909079967	100039795	Ildr2
100039826	49	38.6	0.335915807985425	3.38118184503965	14.5874073781356	0.000960891188631436	0.00418334977122855	NA	NA
100039863	24.8	32	-0.317828420445775	0.556613825134338	3.23621549610707	0.0847086009745907	0.159154831468443	100039863	Gm13306
100039864	342.2	352.8	-0.0459971653991138	3.25732767509503	0.40532764332733	0.530420809705186	0.648182480848729	NA	NA
100039968	124.2	117.4	0.0744301843010604	1.39303529063428	0.426083790163042	0.52016650247392	0.639735251490572	100039968	Tmem35b
100039988	59	54.2	0.109672282605052	2.65195996873041	0.862570801302008	0.364089498672865	0.491689209924095	NA	NA
100040052	245.2	230.4	0.0859797568645372	2.49937494409838	0.846597850512995	0.366739838394165	0.494160308021745	100040052	Wdr83os
100040123	254	233	0.115685839804735	2.57251617358068	1.84782071900401	0.186766026191875	0.295287261275144	NA	NA
100040220	1334.6	1359.4	-0.0256844185974781	5.04601133217544	0.325482298271608	0.573673501117694	0.684324014503788	NA	NA
100040244	5.6	5.8	-0.0584029704931626	1.27857849725821	0.212430506599889	0.649048951982051	0.747745826509697	NA	NA
100040260	49.4	56	-0.164122828973802	0.853545658942896	1.6365291567679	0.213122067360997	0.327048132671818	NA	NA
100040293	76.4	52.8	0.551357354037158	-0.14644048768476	7.27577119620433	0.0126287172472806	0.0346564418249847	NA	NA
100040294	22.8	24	2.28418333580042e-05	0.880158031038539	5.09412969835637e-08	0.999822140900058	0.999822140900058	NA	NA
100040297	9284.6	9395.4	-0.0230486170105843	5.49924384775571	0.16533717712609	0.688586144216393	0.779208026971248	NA	NA
100040298	667.4	659.8	0.00938007844058279	5.00773944747239	0.0388688723036914	0.845380995606578	0.896291125247376	NA	NA
100040322	12.4	13	-0.00331611100658759	1.26202564510206	0.000575282149524303	0.981064309259602	0.988432902786029	NA	NA
100040377	109	124	-0.166394734977658	1.28198209383842	1.71804846180752	0.202439750632316	0.313686123031679	NA	NA
100040500	16.2	15.8	0.00516878787827814	2.21658368032652	0.0027360030509697	0.958720343681639	0.974633833701956	NA	NA
100040505	317.4	280.6	0.16307068851685	2.34578463319025	3.81394674409419	0.0626714251350112	0.125325508979172	NA	NA
100040525	70	77.4	-0.121238239167977	3.19282236456883	0.627017610807346	0.441939628091683	0.567904995060205	NA	NA
100040529	180.8	185.8	-0.0326438238504181	1.27883869472861	0.0594276114394751	0.80948993022964	0.87205541116041	NA	NA
100040543	2156	2403	-0.15880083467158	4.59820812498145	5.53248683211866	0.0286558114193344	0.0673262513418496	NA	NA
100040591	523.2	415.8	0.352003102169034	0.410510609975082	4.41337856861415	0.046425207009849	0.0989719678643595	100040591	Kcnj13
100040608	65	71.2	-0.112044868504826	1.09110170948095	0.582256095113529	0.452919477212304	0.578516978051135	100040608	Fancf
100040724	294.2	259.2	0.181752032241654	4.56901809348168	13.008002998362	0.00142599407660931	0.00583724678088671	NA	NA
100040792	48.4	19.6	1.27983061559904	0.0820513267622659	51.4436254252739	2.15207963048612e-07	4.20353499716842e-06	NA	NA
100040852	11.6	12.6	-0.0919307533284579	0.103103640299312	0.305701923613398	0.60105108674635	0.707977541180975	NA	NA
100040961	100.4	117.2	-0.24014667633277	3.0202016239098	5.7818817781457	0.0254318054886046	0.0611734592331986	NA	NA
100040972	66.8	66.8	0.0177462664355112	0.358971077556386	0.0110404877079825	0.917196958093046	0.947684954769954	100040972	Tceal7
100040999	281.4	266.8	0.0972656799105837	0.28333635120822	0.398593832160272	0.533827546916939	0.650914742967559	NA	NA
100041098	1162.6	1244.8	-0.0962852380645445	4.37315650734701	3.15943588645373	0.0882590520383339	0.164309162565956	NA	NA
100041106	145	164.2	-0.170987486180983	2.89880479377038	3.44967504625552	0.0756965868514923	0.14557190877481	NA	NA
100041120	10	7.8	0.337191793332318	1.30411600827143	8.28530959615656	0.00830539243270668	0.0248388458974431	NA	NA
100041194	121.2	132.4	-0.100039299541882	1.20854140418633	0.549758393812889	0.465663155107411	0.590619098273299	NA	NA
100041231	63.6	83.6	-0.399118507187648	1.54628913707292	11.6966656641819	0.00226064351844111	0.00851807648997598	NA	NA
100041244	120.6	151	-0.317488703284675	1.71418696508618	9.50907880747272	0.00511022232967638	0.0167224708066883	NA	NA
100041286	67.6	89.8	-0.473694588491741	0.424302340883182	8.62975519147565	0.00722723329561916	0.0221318707743388	NA	NA
100041294	408.4	364.4	0.171028141985605	3.52714649400415	5.57202253415882	0.0267810110011344	0.0636979978624973	100041294	Supt4a
100041480	1101.2	994	0.149454667963019	4.52689453079408	7.7816748105228	0.0102138823639883	0.029340214803428	NA	NA
100041574	58.6	57.2	0.0225493843137193	0.878426426309397	0.0237663942552756	0.878779309940798	0.92008968960856	100041574	Ermard
100041576	2.8	3.6	-0.306867323852177	0.112899922434248	2.10721914798415	0.159647835601332	0.260976002689624	NA	NA
100041581	45	67	-0.568411744426365	3.74982779442652	47.0764863940276	7.3314621392233e-07	1.12255247627472e-05	100041581	Zkscan16
100041585	703.8	650.6	0.101482502938728	1.91324850749488	0.80749968478478	0.377853186174191	0.505646695024697	100041585	Amd2
100041621	1.4	1.4	-0.0305423552245626	0.338850208839744	0.0234485733212554	0.879585941881553	0.920603562922228	100041621	Ermard
100041649	1334	1548.8	-0.220404347669399	5.68468708592352	24.0576549601876	5.39219967457538e-05	0.00038891643760635	NA	NA
100041677	203.2	223	-0.13593211560398	1.06926843308892	0.622910713394108	0.438151331729568	0.564542641185521	100041677	Zfp984
100041781	493.4	656.8	-0.400362641035303	2.39790876334607	15.2904413030591	0.000667775480645573	0.00310254799011608	NA	NA
100041797	16.2	16.4	-0.0187804717130582	1.69100270633465	0.0252877153431311	0.874992628864058	0.917481273363027	NA	NA
100041925	2393.2	2433	-0.0266966736328168	6.05760841008925	0.444325485673386	0.511446360550861	0.632373455551938	NA	NA
100041948	692	773.6	-0.174180281694439	3.71315153540282	5.05625569540681	0.0344607072754543	0.0779979741558747	NA	NA
100041953	1512	1632.8	-0.111099452713028	4.66979823160665	5.95088776547968	0.0225367973070895	0.0555408130054001	100041953	Sap18b
100041965	3311.2	3293.6	0.0106652602637671	6.37589952435083	0.0781885742266403	0.782180699753202	0.850751737093293	NA	NA
100042008	9344.6	9574.6	-0.0350856441178425	6.69864940062202	1.0195297513189	0.322776348328043	0.448209178473776	NA	NA
100042023	7	6.6	0.047023864554594	0.391630651724061	0.0768146594650824	0.784052053135893	0.852466404094042	NA	NA
100042049	15739.4	17504.2	-0.160959632733607	4.13810525321058	4.01413684723132	0.0591316966513771	0.119872306227069	NA	NA
100042056	49.6	26	0.90993754970032	1.97620110154168	96.1880811535067	7.72875122070859e-10	4.71355992169291e-08	NA	NA
100042069	2159.2	1926	0.162837718488315	4.96112230522535	9.95511158138606	0.00430494413418775	0.0145145002368906	NA	NA
100042100	63.6	83.2	-0.388257432660128	0.510166019427819	5.01389563567963	0.034751318940696	0.0785082156875306	NA	NA
100042125	152.4	119.8	0.344453373438038	0.379923489213622	5.85428631013151	0.0259692582364712	0.0621662236750505	NA	NA
100042132	187.6	346	-0.861475905791424	2.84937644831762	72.1681483088827	1.66001828800067e-08	5.17110007214693e-07	NA	NA
100042143	403	455.8	-0.186480663013388	2.28964384802698	3.51671825146941	0.0730616857838088	0.141749477358278	NA	NA
100042149	704.2	850.6	-0.267748505312174	0.998456417960605	3.82928697874355	0.0621826547715505	0.124595431514339	100042149	Gm3696
100042150	101	99.8	0.0132375378816939	2.96814580724903	0.031897064028309	0.859763833309614	0.90701601683506	100042150	Nrg2
100042165	8.8	10.8	-0.301837263576174	1.38099796030311	4.12415885154724	0.0535787235873809	0.110695664770155	100042165	BC005561
100042173	299.2	265.4	0.164571847317174	1.80545349142893	2.46738047339226	0.12941914164565	0.221861093471685	NA	NA
100042178	914.2	866	0.0719874971764192	3.61612471619895	0.88962386732882	0.355250597813025	0.482366570294924	NA	NA
100042194	150	199.8	-0.41197223464734	2.35186836655487	20.063442978706	0.000158521117793205	0.000951126706759228	NA	NA
100042277	1895.6	1857.4	0.0263472065788132	6.09768555539654	0.410441935141139	0.527860066337447	0.646036358919683	NA	NA
100042332	115.6	161	-0.475835201983871	1.32478872610086	12.4472475694797	0.00173243604653291	0.00685106172820429	NA	NA
100042335	373.4	395.4	-0.0944040663148556	2.56829973164806	1.54430368623701	0.226070990210357	0.342052767978698	NA	NA
100042355	106.2	116	-0.127665366401349	2.59077061159218	1.67453637343393	0.208056470316621	0.320724207194778	100042355	Ube2l3
100042424	503	476.8	0.0807537978658799	4.57562483446739	2.06814576340771	0.163411574726805	0.26586570251027	100042424	Pdcd5
100042450	78.4	66.6	0.225698858228617	2.52914645094996	5.92512420416158	0.0228004024025779	0.0560280544588338	100042450	Smim17
100042464	3736	3982	-0.0971524148261261	5.21647047759703	2.52718356623591	0.12769339965526	0.219462591987768	NA	NA
100042480	2605.4	2055.8	0.341221503529325	6.25158566980907	44.5734406734933	1.75088703638584e-06	2.2595822521358e-05	100042480	Nhsl2
100042498	822.8	1011.4	-0.301974972368486	4.16943712202065	22.9541455354651	7.19179515444885e-05	0.000493590727266874	NA	NA
100042503	469	487.2	-0.0593943918506315	2.56338326980895	0.493040298097306	0.489378213986906	0.612007450613855	100042503	Ndufb4
100042533	211.8	207.6	0.0286367063603084	2.26976400502694	0.0866803204385244	0.77099070401935	0.842861618623287	NA	NA
100042561	1918.2	2020.8	-0.0820860690560951	3.66472957369046	1.56457049143542	0.223142474230238	0.338685427126312	NA	NA
100042625	339.2	348.8	-0.0386091949559317	5.31251130907934	0.500498433607744	0.486765063195352	0.609785250773585	NA	NA
100042648	5	3.4	0.445680919904486	1.44223849666815	13.3777181528198	0.00125657769515506	0.00523718973638157	NA	NA
100042715	18	26.2	-0.539234426840734	1.18209267137428	15.0832150422001	0.000713894888148531	0.00328374914961403	NA	NA
100042773	618.6	615.2	0.0123281278099226	4.5186868094914	0.0514827157223513	0.822438704116571	0.881210454358852	NA	NA
100042784	214.8	217.2	-0.00343202815658268	1.61754759550395	0.00114345101583849	0.973306431273939	0.984132295042568	100042784	Prdm11
100042807	424.2	404.8	0.058902952516691	3.56513321040093	0.850102693109833	0.365766811912222	0.493355123122364	100042807	Eif3j2
100042880	485.2	484.8	-0.0031473669575097	5.14337240265917	0.0046012505773401	0.946485048867535	0.966546198695164	NA	NA
100042918	799.8	886	-0.150137052617309	3.3322469550034	5.85918224704999	0.0234908377276052	0.0574609186858698	NA	NA
100042948	71.6	54	0.426631485889145	0.378733918943496	5.60590227795831	0.026367356727313	0.0628838039225895	NA	NA
100042959	2192	2425.6	-0.142143245091448	3.43772056326996	4.82366283960381	0.0380486888945489	0.0841811953592239	NA	NA
100043002	121	127	-0.0699253319537679	2.82276272470533	0.496134355238238	0.488304588972674	0.611290016370261	NA	NA
100043040	105.4	94.8	0.144953002020004	1.73803472135515	2.03048161249785	0.167141340431712	0.270684698554617	NA	NA
100043072	371.4	340.8	0.120538289384558	3.25554760300766	3.75245949833146	0.0646748448605775	0.128513913612151	NA	NA
100043074	10	10.4	-0.0664512127413538	0.20538993903442	0.116435786220677	0.73592397493698	0.814537493968842	NA	NA
100043133	91	88.8	0.0339797904724135	1.40288057768756	0.094314080745099	0.763005848422218	0.83675922102388	100043133	9130023H24Rik
100043172	669	692.6	-0.0516478520592578	5.9706558731405	1.66788645167309	0.208931851978899	0.321710982049964	NA	NA
100043184	109.4	168.8	-0.628071230717406	1.15926720961783	13.7653296516554	0.00119703439872778	0.00503695347866413	NA	NA
100043189	70.6	88	-0.316126152441833	1.31572052784021	8.00915385967788	0.0092979180378743	0.0271993740780075	NA	NA
100043213	118.2	124.8	-0.0829234658953002	1.87259929850453	0.518343168986975	0.478553696025592	0.602737462735614	NA	NA
100043257	251.4	557.2	-1.16391130984	4.35564174255858	230.440696460995	1.77480595544903e-12	4.57547564703924e-10	NA	NA
100043272	2963.8	2836.4	0.0583165426335443	5.01947532087403	1.82025145829146	0.189967210505128	0.299300856839015	100043272	Inafm2
100043324	2974.4	3201.6	-0.113382272844782	4.21804753396504	3.52761068533186	0.072647854928682	0.141118705486928	NA	NA
100043364	1	0.2	0.0928726270147324	1.10456217682939	0.328325180279941	0.572046284365014	0.68322235946223	NA	NA
100043387	122	125.4	-0.0418611989554722	0.438398954699736	0.0638134833148941	0.80273385149376	0.866909376082696	100043387	Gm14305
100043407	57.6	80.2	-0.455520959087224	1.22809415265803	10.885855063701	0.00303646234972166	0.0108695028952155	NA	NA
100043462	159	161.8	-0.0184755986875671	2.91661447205809	0.0405285986652834	0.842169180960838	0.894214333891797	NA	NA
100043468	419.6	409.8	0.029188854579445	4.05536233229875	0.295701689878519	0.591642654167525	0.699861111657042	100043468	Zfp955b
100043489	48	61.6	-0.328016956053816	2.35436695608572	11.0829423673001	0.00282420074360161	0.0102255290953919	NA	NA
100043508	1428.6	1268.2	0.170857719306819	5.50428793005021	20.1828999663306	0.000153258651805645	0.000924541132386811	NA	NA
100043571	133.6	138.6	-0.0661275742238151	1.07782221802779	0.310738529928322	0.582427577513644	0.691961877805541	NA	NA
100043580	59.8	79.6	-0.414564277180839	0.6056189731004	9.57942572923711	0.00497293306627615	0.0163323732197127	NA	NA
100043597	6303.2	6259.4	0.0102862489754351	7.49887805551978	0.0966964225304207	0.758535154436262	0.832930724167874	100043597	Srcap
100043600	974.2	1217.8	-0.358113990956691	0.699798313286157	4.06176841673885	0.0552803698305906	0.113368681261543	NA	NA
100043670	92.8	74.8	0.277205487504885	0.203261283644118	2.37405055496264	0.136545221582634	0.231310905315771	NA	NA
100043674	699.4	703.2	0.000337630000795784	3.03609283643446	1.99179334551904e-05	0.996476252950737	0.997926124863157	100043674	Rbx1
100043718	1098.6	1078.6	0.0178473127238093	4.46010973644417	0.0737751694352397	0.788448005252007	0.855829638623649	NA	NA
100043757	1938.6	1703	0.184294201530901	5.50698477118507	21.9873956563058	9.31172104004064e-05	0.000613732858699258	100043757	Zfp831
100043764	9.2	8.4	0.14134351464667	0.562219906542027	1.01909137637843	0.327826634293833	0.453479392485698	NA	NA
100043766	9.2	6	0.483941673103489	0.12917604019136	9.11021397866808	0.0059716412653386	0.0189077990907347	NA	NA
100043771	1877.2	1667.8	0.172682037766526	3.75203955736143	8.80923559439453	0.00672714299783129	0.0208567406457858	100043771	Josd1
100043772	563.8	639	-0.173645673719256	2.60455887280367	5.09668328031349	0.0334172080666146	0.0761248739786994	100043772	Zfp850
100043813	6522	7385.2	-0.184036790346417	5.65360188832983	8.73078882097504	0.00859084969323259	0.0255285358232594	100043813	Rps27rt
100043823	246.6	266.8	-0.120732542268002	1.4886996747203	1.01594812534098	0.323610267189883	0.449194545468411	NA	NA
100043882	188.2	197.6	-0.0664404680454153	2.54859174131357	0.459918954922496	0.504196129600123	0.625886800601917	NA	NA
100043911	318.8	394.6	-0.320626568937223	3.13352583384461	19.2697203898146	0.000198894190580494	0.00114261392315201	NA	NA
100043915	61	65.8	-0.113413192988174	1.70374037230723	1.00118893486643	0.327078174216898	0.45266065972147	100043915	Gm4631
100044509	21.6	29.8	-0.46123941016614	2.08041847601752	26.650143276109	2.81584566548354e-05	0.000224242562802729	100044509	Tgfbr3l
100045469	172.6	154.6	0.157744402076965	2.46117153623761	3.29565986820024	0.0820723784741579	0.155271486710141	NA	NA
100045653	5.6	8.8	-0.642865172997901	0.123078198964969	11.2265865885133	0.00267972950606788	0.00981820285949432	NA	NA
100045778	24.2	16	0.620087244059846	0.199301925219356	9.55947694681018	0.00501144983643974	0.0164401942659782	100045778	Rnf223
100046763	17	20.8	-0.26488414742214	1.25388851305629	2.80825480923191	0.107289361754728	0.191451905531215	NA	NA
100048534	39.6	41	-0.046228693427994	0.269857178014175	0.0984497207375248	0.756428867135405	0.831195082261728	100048534	Cfap43
100048895	64.6	76	-0.216882307532226	0.488149941152678	2.10210334676198	0.160134628961003	0.261623819034964	NA	NA
100049164	64.2	64	0.0222022859115318	1.65115895810894	0.0371836134935742	0.848726097419114	0.898914560862891	NA	NA
100072	10895.4	11531.2	-0.081700146305349	8.1768606793651	8.29074883634444	0.00828705187813324	0.0247942554018915	100072	Camta1
100073351	11.4	12.8	-0.165372654715837	0.743764443256514	1.06347059228825	0.312781024107279	0.438245145642363	100073351	Yy2
100087	299.4	297	0.0213383790428488	3.20605288086811	0.0893411976491208	0.767608128842697	0.840467229322956	100087	Kti12
100088	509.4	469	0.11746199331744	3.60494048842504	4.37531258835663	0.0473021304301487	0.100367732418874	100088	Rcc1
100090	287	264.8	0.122269671687694	3.43202841453855	2.13632687565809	0.157422316699474	0.258184745895177	100090	Zbtb48
100101806	1609.8	1728	-0.107672842735869	5.68246603052441	5.33929475589267	0.0299663147964067	0.0698827225019784	100101806	Srp54b
100101807	46.6	54	-0.231998727287321	1.61070541469613	3.69757214059072	0.066524936466997	0.131593188954971	100101807	1700047I17Rik2
100101919	276.6	303.6	-0.146930284052642	2.93200345535815	3.18504242467115	0.0870562411714559	0.162802446883277	100101919	Dnah7c
100102	292.4	641.4	-1.11543963844947	2.30536956306496	131.220878976072	3.56740478765544e-11	4.48376250441493e-09	100102	Pcsk9
100113398	163	133.2	0.255699216666333	0.270134718022519	2.67716178416647	0.121503381906933	0.211235885922724	100113398	Adat3
100121	1085.6	1199	-0.14373785618593	5.24612709438291	17.1848178413969	0.000369139935060561	0.00190215637125324	100121	Tdrd7
100124467	73.8	56.8	0.367509387957309	0.522382639712526	6.23536105647454	0.0198405107523984	0.0501442109486214	NA	NA
100125263	330	443	-0.425531211262931	3.9702109984684	48.744457325397	3.35089819524799e-07	6.00916656502662e-06	NA	NA
100126034	2.6	1.8	0.258282451373175	0.451184873876104	2.24191359971728	0.147447360280856	0.245541192912809	NA	NA
100126243	367.4	427.4	-0.211499570482399	2.55492031955782	7.74357024983916	0.0103768138739205	0.0297356200899379	NA	NA
100129	249	318.2	-0.363066278869532	4.78621516063019	41.8426612668399	1.14024933929067e-06	1.59856100389014e-05	100129	Gpr153
100141474	130.6	145	-0.167211461506893	1.66120517654179	2.21119613088037	0.150128497997111	0.249019659174919	100141474	4933428G20Rik
100163	651	678	-0.0828332283653507	3.38441638306063	0.60484045827205	0.446720071630295	0.572470246949577	100163	Pafah2
100169	771.4	610.6	0.330244436834899	3.57167124852629	13.9789773449186	0.00123070907781509	0.00515016473964659	100169	Phactr4
100177	954.4	909.4	0.0706096601543977	5.09650833333041	2.79027854105616	0.107925437730952	0.192302055838657	100177	Zmym6
100182	201.6	211	-0.0699128602990454	2.46961292920629	0.732736858510014	0.400525295573775	0.528162815639389	100182	Akna
100198	627.6	747.4	-0.254644158433908	3.53030508810441	11.9234370880786	0.00208455727041806	0.00799191967377828	100198	H6pd
100201	2085	1909.6	0.127245913804485	6.06044710210338	10.6251947953178	0.00334443848580787	0.0117388328979764	100201	Tmem64
100206	576.8	588.2	-0.0291744282989526	4.08079494118777	0.341689262800457	0.564350869331466	0.676771547773751	100206	Adprhl2
100210	262.6	252.8	0.0435908790336217	2.77501836097553	0.385477958386991	0.552604724484559	0.667057682286606	100210	Gpn2
100213	5195	4928.6	0.0773524869960414	7.27300759042996	6.28657723409775	0.0193941517087114	0.0492024654435616	100213	Rusc2
100216343	7.2	4.8	0.460317544002954	0.315549285255422	7.01831906015102	0.0140944070960607	0.0379156076989507	NA	NA
100216534	158.8	137.8	0.185020027404627	0.962791631480287	1.24658497250404	0.275411332087551	0.396862228592754	NA	NA
100216537	43	31.2	0.511095649644449	0.282854459783608	11.2459418890652	0.00266088852278228	0.00976150047449373	NA	NA
100217417	1934.6	1605.4	0.255963064671247	0.152618858138458	1.73072989059343	0.200838286915514	0.31190680123314	NA	NA
100217420	32	33.2	-0.0823418589409785	0.777630851149126	0.313537189295351	0.580745035028122	0.690383642828812	NA	NA
100217469	943	866	0.121237051261785	2.24841011893437	1.99289599201493	0.170966448026084	0.275471433889167	NA	NA
100226	8333	8697.6	-0.061361794560975	7.12040368901746	3.52000060807243	0.0729366979594742	0.141563989835671	100226	Stx12
100233175	132.4	102.6	0.37696365988045	1.00184421092712	5.58024118618838	0.0266800058999902	0.0634989332456838	100233175	Gon7
100271841	89	86	0.0409249293501661	1.54700718395594	0.159526480867151	0.693150900080958	0.782474469679019	NA	NA
100273	2049.4	2148	-0.068524458400481	5.82280038595592	4.73279901846827	0.0397462711020776	0.0872343630902659	100273	Osbpl9
100302730	662.6	550.2	0.270412483609253	4.95448106726151	37.7233682923285	2.48327587691359e-06	3.00362088074553e-05	NA	NA
100303647	3089.8	3345.2	-0.119727274642969	4.80391995771005	2.40606672508739	0.139366539756507	0.235025547268761	NA	NA
