	S3HC5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100039684	264.2	261	-0.0191085034367052	0.822607989335822	0.0161553018111369	0.899961395361653	0.987672216021437	100039684	5031434O11Rik
100039707	175.4	195.4	-0.135709553946466	1.4606004895883	1.72711150815784	0.20125907710182	0.770391604986679	100039707	Mthfsl
100039768	702.6	699.4	0.0136492718349105	4.62905971763191	0.081023953405495	0.778367354866839	0.973003272513244	100039768	1700024F20Rik
100039786	2390.6	2356.6	0.0202730109163357	4.80376263667705	0.242355247180968	0.627003813013874	0.942854048408503	100039786	Gm2423
100039795	8137.8	7787.8	0.0619664690773677	7.54879072718013	4.27306310165654	0.0497200983244505	0.549857318627539	100039795	Ildr2
100039826	46.8	40.2	0.213880320136361	3.38119303185919	7.51608913217099	0.0119991037350771	0.395970423257544	NA	NA
100039863	28.4	22.8	0.257001102109922	0.556609312830381	2.86675487554563	0.103428521098023	0.671286863022372	100039863	Gm13306
100039864	365.2	317.6	0.189707408693267	3.25729212606898	8.9160139302195	0.00643561431812359	0.320876203080539	100039864	Snhg12
100039968	116.8	103.2	0.170761023361655	1.39302702519451	2.9457537550581	0.0990442950212476	0.66063047542091	100039968	Tmem35b
100039988	62.6	57.4	0.118625673252203	2.65193156775429	1.34799166485226	0.259162971041778	0.815636329530914	100039988	Gm11826
100040052	252.2	229.8	0.135990233812894	2.499402333584	2.65280354547748	0.116484345096437	0.689692045937906	100040052	Gm2573
100040123	230	234.6	-0.027232444176298	2.57255527877766	0.135258064555197	0.716279640464357	0.963773209697393	100040123	Gm2614
100040220	1223.6	1229	-0.010605576722982	5.04599231438181	0.070724511289116	0.792566403977147	0.976660794321773	100040220	Gm9892
100040244	5.8	5.4	0.0876592386860506	1.27853976813675	0.659353594564323	0.424805477297236	0.882838011337778	100040244	Gm14698
100040260	56	54	0.0560109843074697	0.853548779721929	0.265918849680934	0.610822150313923	0.93823840176806	100040260	Atf1-ps
100040293	44.4	65.8	-0.539323126725103	-0.146466290233684	9.28214071785242	0.00557109967421851	0.302422392270283	100040293	Mindy4b-ps
100040294	22.6	26	-0.202723240543963	0.880175284374071	1.45665218369176	0.241405464507827	0.804230906696222	100040294	Gm2694
100040297	8062	8034.4	0.01029856839873	5.49925398872529	0.0427718159394544	0.838180333489822	0.980578295500771	100040297	Gm2695
100040298	652.2	661.2	-0.0213110151239858	5.00774854730582	0.251205250972219	0.620814654662742	0.941149141613114	100040298	Gm15501
100040322	12.4	13.2	-0.116172703154781	1.26204655118634	1.03668540486331	0.318794359194588	0.841272910514434	100040322	3830408C21Rik
100040377	144.4	138.2	0.0298611033901788	1.28203167500145	0.0792582130265547	0.780729314839136	0.97317957410029	NA	NA
100040500	17.6	16.8	0.0674440090807915	2.21655168457666	0.621236334350605	0.43833940440264	0.891331524390512	100040500	Gm2808
100040505	258.4	270	-0.0685694560876264	2.34576069307341	0.861699620707886	0.362547855961757	0.856897934936859	100040505	Gm9923
100040525	82.4	78.4	0.0392422367648542	3.19272022823237	0.0895491326791302	0.7692303148328	0.97142623320091	100040525	Tmem181c-ps
100040529	167.4	191.8	-0.200512941905245	1.27888723994128	3.16319026997798	0.0880458559788495	0.643886257678543	100040529	Gm2824
100040543	2172	2268.2	-0.0622772090765778	4.59822213252207	1.14036895814071	0.297560624700416	0.831330303793158	100040543	Gm2830
100040591	346	333.6	0.0149302968521409	0.410481695378505	0.00933412508535853	0.923839419899608	0.992951667138814	100040591	Kcnj13
100040608	78.4	71.6	0.111345778893594	1.09112909123728	0.811869616993985	0.376562017614564	0.864254039707561	100040608	Fancf
100040724	278.2	301	-0.114254816119595	4.56897535985161	6.51126883045528	0.0175423230108854	0.436414349052216	100040724	Mirg
100040792	20.6	28.4	-0.456069909455146	0.0820091846028813	7.28505080624146	0.0125615458652342	0.401266957801971	100040792	Gm11627
100040852	10.2	11	-0.134461498481704	0.103097838157267	1.00352429184986	0.326498235380239	0.844750017997452	100040852	Gm3002
100040961	103.4	100.2	0.0484358616615395	3.02014113821988	0.312808771226475	0.581795048590158	0.929925992077817	100040961	Gm10145
100040972	63.4	62.6	0.0188253498160333	0.358971084219339	0.0173158490930809	0.896410741037567	0.987390671491134	100040972	Tceal7
100040999	271.4	260.6	0.0634002600034515	0.28333018647611	0.216811167287806	0.645697418232239	0.947884375006035	100040999	Gm3086
100041098	1258	1198.6	0.0707334678744488	4.37316647665044	2.1643753122266	0.154292112657653	0.731943117138635	100041098	Tma7-ps
100041106	167.8	168.4	-0.00908259263233004	2.89879954024437	0.0133323445191416	0.909040985869161	0.990572050444714	100041106	Gm3141
100041120	6.8	7.8	-0.217384140190386	1.30406245404752	4.46476304173056	0.045239832442002	0.541185026719097	100041120	Gm3150
100041194	147.4	162.4	-0.138586693059611	1.20856268032764	1.52406299874841	0.229011064590815	0.795592365876839	100041194	Ahnak2
100041231	81.8	78.6	0.0492003704804538	1.54633599400193	0.260233072800564	0.614640991833223	0.939641701884536	100041231	Gm3219
100041244	145	126.4	0.180414161587287	1.71423868051268	4.26345410690463	0.0499574950876369	0.549950977910665	100041244	Gm3230
100041286	102.6	100.2	0.0447904982686059	0.42432784906414	0.11647926094698	0.735868334188736	0.966748282461909	100041286	Snhg15
100041294	360.8	374	-0.0516225697447891	3.52713841909222	0.646152690976202	0.429417694580653	0.8864468748381	100041294	Supt4b
100041480	877.4	853	0.0432305083690228	4.52681257965519	0.791797237023815	0.382430320367028	0.865588451391327	100041480	Gm9833
100041574	44.8	51.4	-0.181498562344663	0.878413740517614	2.13178357611728	0.157298935783207	0.735534611223996	100041574	9030025P20Rik
100041576	4	4	-0.0391225786941407	0.11291699612737	0.0529371362385254	0.819987692964957	0.978088190000686	100041576	Gm3414
100041581	47.4	52.6	-0.153706835395449	3.7498279831393	4.93488771049394	0.0366213878169994	0.51241581752847	100041581	Zkscan16
100041585	538.8	564.2	-0.0757087303021248	1.9132284879006	0.586094641228125	0.451430866487787	0.894691038559506	100041585	Amd2
100041621	1.6	1.4	0.00104793521190644	0.338815204883977	3.47765816040836e-05	0.995343735683052	0.999119381065481	100041621	Gm3435
100041649	1467.6	1508.6	-0.039921407831671	5.68471387906508	0.998851296371906	0.327604393887345	0.844755422092877	100041649	Mpc1-ps
100041677	213.8	236.6	-0.132561567361708	1.06929722661877	0.861781655364826	0.363030441097001	0.856897934936859	100041677	Zfp984
100041781	610.4	659.6	-0.104683619848931	2.39796429757176	1.48111316643632	0.235486378575817	0.79937062375173	100041781	Gm3510
100041797	19	20.6	-0.129955368359479	1.690999407628	1.69407655973298	0.2054761485437	0.777367936265527	NA	NA
100041925	2263.2	2315.6	-0.0336773117801577	6.05760417808054	0.873107721946068	0.359445339585779	0.856291378444665	100041925	Gm14586
100041948	729.4	709	0.0388070861397618	3.71312193825691	0.336238549798861	0.567570346583907	0.926299582022949	100041948	Gm9800
100041953	1598.6	1541.6	0.0522977688663491	4.66982069220124	1.66213429276768	0.209658586934877	0.780525527541122	100041953	Sap18b
100041965	3379.2	3402	-0.00991446554494408	6.3759155053334	0.0821455717549993	0.776881473616459	0.972797788388694	100041965	Oaz1-ps
100042008	8301.8	8306.4	-0.00148547055276108	6.69865853374514	0.00228929739931441	0.962236233653793	0.99514834959005	100042008	Gm9794
100042023	7.6	8.4	-0.157919117442231	0.391627547804357	1.25518872417985	0.273700353999831	0.822325849674816	100042023	Gm10193
100042049	14938.4	14532.6	0.0488153484256106	4.13816296856896	0.495868487991712	0.489358173439264	0.904298778363993	100042049	Gm15421
100042056	30.6	32.2	-0.105763035412604	1.97610334169859	1.48943349461724	0.234214007430293	0.79815825716534	100042056	9130019P16Rik
100042069	1913.8	1915.4	-0.00211582785408492	4.96109571784381	0.00208446765657489	0.96396394708583	0.995721781689315	100042069	Impdh2-ps
100042100	83.2	83.6	0.019747856309776	0.510164366546167	0.0196709853088456	0.889635647625804	0.986637878156722	100042100	Gm3667
100042125	100	126.2	-0.325195887220095	0.379933530563308	7.22541656637977	0.0128837938074232	0.401266957801971	100042125	Gm15535
100042132	288.6	288	-0.00254777450722739	2.84955975876897	0.00096875411030246	0.975442516620574	0.996520009989859	100042132	Gm12371
100042143	381	399.2	-0.0498019519508815	2.28972472679322	0.344867693786101	0.562542359359677	0.924290924427051	100042143	Gm3693
100042149	783	718.8	0.104488208234983	0.998479496572998	0.807693931232534	0.377771906680218	0.864482804100358	100042149	Gm3696
100042150	118.8	124	-0.0585516309627524	2.96818729578683	0.839736630569287	0.368630131056988	0.860216324555652	100042150	Nrg2
100042165	9	8.4	0.00423707596490342	1.38091381522351	0.0010072983426281	0.974944682742687	0.996394943648703	100042165	BC005561
100042173	225.4	244	-0.0916650314919778	1.80545474756181	0.994046261263146	0.328747214337149	0.844755422092877	100042173	Rps15a-ps6
100042178	802.2	735.2	0.131650816225773	3.61610020145491	3.76870187023441	0.0642560797718995	0.591969852599669	100042178	Gm13111
100042194	189.2	197.2	-0.0604066896838329	2.35194521453924	0.627478341086253	0.436077165910781	0.890058976336438	100042194	Gm13446
100042277	1975.6	2004.4	-0.017269149165432	6.09769058710513	0.220426372214853	0.642972046529653	0.946916150698999	100042277	Gm3764
100042332	160	154.4	0.0451649863824472	1.32481661486078	0.162354992382472	0.690580628963698	0.956514635240149	100042332	2810410L24Rik
100042335	370.6	345	0.100574950688791	2.56829557356792	2.29137234513319	0.143213076280483	0.719114587133919	100042335	Rps15a-ps5
100042355	113.6	112.6	0.0101608805000542	2.59073421491462	0.0140616193894051	0.906598193251164	0.989496293031276	100042355	Gm10705
100042424	443.6	458.6	-0.0493666323059669	4.57560303509839	0.983536285022323	0.331266190718739	0.847022996710481	100042424	Pdcd5-ps
100042450	72.4	70.6	0.0282528355485536	2.52909112517476	0.121118988195015	0.730871843638613	0.965986979698077	100042450	Smim17
100042464	3589	3516.8	0.0310228728957819	5.21646342882496	0.332986575238864	0.570316680013503	0.927992490477899	NA	NA
100042480	2015.8	2061.6	-0.0323214856464926	6.2515083441807	0.477409985883078	0.497629646449129	0.90680844149416	100042480	Nhsl2
100042498	998.2	953.4	0.0598960064472213	4.1695058245963	1.18511246685832	0.287177899848297	0.826807286470815	100042498	Mir22hg
100042503	489.8	528.4	-0.110819638539342	2.56339601605388	2.30864694269534	0.141780509883088	0.716795179467142	100042503	Ndufb4b
100042533	192.8	201.2	-0.0556084687206078	2.2698012385878	0.442485584144307	0.512296315912059	0.912150646346326	100042533	Gm11578
100042561	1685	1649	0.0241735696708788	3.66474532090671	0.180734703645427	0.67454736999205	0.954576445397769	100042561	Gm10177
100042625	393.8	413.8	-0.0752892633684796	5.31251954746758	2.45494994158011	0.131410424707919	0.704200116575651	100042625	Gstp-ps
100042648	2.2	3	-0.290934548901937	1.44218467765087	7.36602919696213	0.0121381023657445	0.398343067800209	100042648	Gm3948
100042715	23.6	24.8	-0.0905748774083528	1.1820915954549	0.639041852123796	0.431934575851981	0.887405816611976	100042715	Gm3985
100042773	634.4	613.2	0.0480684821877716	4.51868811984159	1.01152971703832	0.324615190477639	0.84373097701201	100042773	Tmed10-ps
100042784	192.2	179	0.0924716352456425	1.61756815403313	1.11174241002237	0.302250662653421	0.833202268589313	100042784	Prdm11
100042807	373.4	356.4	0.0544626230303617	3.56504055458631	0.907675789093008	0.350272287406612	0.853028918408176	100042807	Eif3j2
100042880	501.6	512	-0.0325914772908087	5.14338128199697	0.618489235458529	0.43934089434615	0.891331524390512	100042880	Rpl17-ps10
100042918	869.8	855.4	0.0264062044148278	3.33224182254857	0.237310616306637	0.630595186031545	0.944013455213394	100042918	Uqcrh-ps1
100042948	52.4	58	-0.123414684105052	0.3787158720687	0.607796940004613	0.443273660387943	0.892861562419809	100042948	Gm15760
100042959	2125.4	2039.8	0.0526539372981819	3.43774947085579	0.867935312421036	0.36084728276602	0.856291378444665	100042959	Gm4130
100043002	122.4	123.2	-0.0189193618939021	2.82274188806941	0.0486629803092579	0.827361270181004	0.979176271120628	100043002	Llph-ps2
100043040	86.2	83	0.0616192946520877	1.73803116297435	0.478717609689508	0.495673647920669	0.905995240198733	100043040	1110002L01Rik
100043072	328.4	356	-0.117714952741736	3.25548807506303	4.5933867258182	0.0424887223812252	0.535740932757552	100043072	A230070E04Rik
100043074	10	11.6	-0.183907576373583	0.205388722268753	1.33974283297387	0.258520976067054	0.815331046928473	100043074	Gm4211
100043133	88.6	95.2	-0.107816315384694	1.40289202702593	1.32720019085109	0.260702226947941	0.816751624119883	100043133	9130023H24Rik
100043172	684	667.2	0.0335554308716109	5.97066482152628	0.880172358357016	0.35754307124374	0.856291378444665	100043172	Gm10080
100043184	118	109.8	0.0719614441581044	1.15926540348069	0.261642528909546	0.613958077310374	0.93956061931648	100043184	Gm11703
100043189	91.2	92	-0.00704164730646104	1.31575941797311	0.00588967531115477	0.939466115883759	0.993129742932458	100043189	Gm4285
100043213	101.6	102.6	-0.0287115345501767	1.87257730709016	0.0831351131068372	0.775579678102471	0.972592325476011	100043213	5330434G04Rik
100043257	580.8	632.6	-0.131744093564498	4.35582833936839	4.5140945397941	0.0459838769996146	0.541185026719097	100043257	Rbm3-ps
100043272	2819.6	2837.4	-0.00798775400894142	5.0194418838971	0.0418363451437141	0.839664570035642	0.980578295500771	100043272	Inafm2
100043324	2859.8	2815.8	0.0266451021054465	4.21806950115584	0.252978820145576	0.619590876827266	0.940958233279941	100043324	Bnip3l-ps
100043364	0	0	-0.0951854037300341	1.10453122467128	0.483129217409715	0.493713875743897	0.905142105530478	NA	NA
100043387	109	113.8	-0.077176559751969	0.438411821987929	0.304959327725948	0.585919633070271	0.931079361198157	100043387	Gm14305
100043407	86	80.6	0.0931739107964067	1.22812917961717	0.686208722877272	0.415656167239031	0.880018672095361	100043407	Gm4419
100043462	173	173.8	0.00283650809901868	2.91663247819089	0.00128914573509806	0.971657277649777	0.996394943648703	100043462	Nutf2-ps1
100043468	359.2	380.2	-0.0817557709516607	4.05531233037621	2.94745026873488	0.0989525359390827	0.66063047542091	100043468	Zfp955b
100043489	54.6	52.6	0.0444779396227765	2.35439528981208	0.28761957487688	0.596708849627065	0.933754667391224	100043489	1300002E11Rik
100043508	1260.2	1216.2	0.0514017341926715	5.50423369009008	2.25358725614017	0.146407103787663	0.723008829359545	100043508	Ptges3-ps
100043571	119.8	118.8	0.0317688027980272	1.07783362240722	0.0985831051667518	0.756261893797795	0.970849678926592	100043571	Gm4524
100043580	78.6	79	-0.000318276115256627	0.605631045185161	9.30182449157249e-06	0.997591868648562	0.999672671459033	100043580	Gm4532
100043597	6684.2	6554.4	0.0280183367785231	7.49887582788109	0.887026633355816	0.355711145956542	0.855232422559588	100043597	Srcap
100043600	1051.8	1121	-0.0539473949262907	0.699853844166091	0.14034446480221	0.711243648500712	0.962970631777717	100043600	Gm4544
100043670	75.4	79.8	-0.111142641661614	0.203249740815394	0.506811582643241	0.483416879122737	0.902519706902615	100043670	Gm4581
100043674	705	690.2	0.0267963525101038	3.0361478764575	0.164232947862737	0.688895039992221	0.95603908692495	100043674	Rbx1-ps
100043718	1081.2	1075.4	0.0106167164990821	4.46017748191542	0.0336982271478146	0.856010041684676	0.983139338759141	100043718	Rpl36-ps12
100043757	1754	1816.8	-0.0492509093511999	5.50692740857173	1.92589827736915	0.178016317404989	0.755505122016484	100043757	Zfp831
100043764	8	8.2	-0.0504710069533611	0.562188622637872	0.171374776432831	0.68258586879081	0.954576445397769	100043764	Gm4631
100043766	6.8	5.8	0.162772582311055	0.129142279295318	1.2494083502023	0.274780120012148	0.822831835473546	100043766	Gm14057
100043771	1713.8	1654.6	0.0537592181469698	3.75201597732125	1.05057307253914	0.315642022267603	0.840820086593427	100043771	Gm10651
100043772	606.2	574	0.0779295169230515	2.60451696988589	1.32057381756733	0.261864239623126	0.817394674795658	100043772	Zfp850
100043813	5985.6	5958.8	0.00523483657713001	5.65362422375595	0.00949067642473653	0.923454457037205	0.992951667138814	100043813	Rps27rt
100043823	257.8	265.8	-0.0310810440625083	1.48870182992762	0.0934798025546924	0.762447327196366	0.970849678926592	100043823	Gm4673
100043882	197.6	193	0.0349242249242713	2.54856779808747	0.167060005961334	0.686378702189944	0.955496269041072	NA	NA
100043911	345.2	348.6	-0.0117178946222419	3.13359613765259	0.0347681029034715	0.85365670689544	0.982660783521642	100043911	Ppp4r1l-ps
100043915	57	61.8	-0.11805825507203	1.70373651393603	1.49897670585501	0.232765354834605	0.79668255713459	100043915	Gm4724
100044509	33	32.2	0.0453010074261547	2.08046646437194	0.386254052446825	0.540160618658533	0.917643619295008	100044509	Tgfbr3l
100045469	145.8	124.6	0.236689860049943	2.46112768510689	9.194116430117	0.00576664570991689	0.306437856952716	100045469	Gm14204
100045653	10	11	-0.128592490466012	0.123129851537561	0.808216555949635	0.37762016772228	0.864482804100358	100045653	Gm17769
100045778	17.8	13.2	0.345647186265786	0.199251683412316	3.30561507071883	0.0816049152794458	0.631654235255051	100045778	Rnf223
100046763	18.8	15.4	0.281015639690731	1.25389161197388	4.30596050979358	0.0490901478858771	0.549186530605625	NA	NA
100048534	34.4	32.8	0.0872312264474684	0.269858447866442	0.502017130834096	0.485471751810554	0.903613295353818	100048534	Cfap43
100048895	72.8	72.6	0.0178357839298579	0.488163749055943	0.0204163167965712	0.887578742834112	0.986424699309901	100048895	9330020H09Rik
100049164	62.8	61.8	0.00393711773529163	1.65120401321941	0.00158745111343088	0.9685495194819	0.996303831693459	100049164	B130046B21Rik
100072	11685.6	11556.4	0.016171164948049	8.17685541384289	0.397989300826438	0.534118729669101	0.917209471146155	100072	Camta1
100073351	13.2	11.4	0.170373193943765	0.743769178380038	1.58363139173364	0.220398000068951	0.789188628921653	100073351	Yy2
100087	302.2	299.2	0.00516342061098307	3.20604028380221	0.00680427755585726	0.934945854852716	0.992951667138814	100087	Kti12
100088	470.8	476.8	-0.0215849809043257	3.60494423971725	0.187762562545114	0.668672660676787	0.95302255257784	100088	Rcc1
100090	267.4	283.2	-0.076954118790386	3.43206287034055	1.11645529418944	0.301678500243974	0.832474574370143	100090	Zbtb48
100101806	1523	1515.4	0.0056925783975303	5.68244715116278	0.019345623377026	0.890547177141302	0.986811476418305	100101806	Srp54c
100101807	56.2	53.2	0.062758746393784	1.6106770165046	0.376411544702856	0.545327664297517	0.918306376563297	100101807	1700047I17Rik2
100101919	285.8	329.2	-0.197791805451764	2.93204937088672	7.98580072011061	0.00937263416552661	0.366105189454467	100101919	Dnah7c
100102	707.8	627	0.18010672275293	2.30554734329003	5.50188234799034	0.0276350810514959	0.482140868949639	100102	Pcsk9
100113398	136.6	135.2	0.0334584911615943	0.270133402187118	0.0605586234202449	0.807717153458593	0.977547273454166	100113398	Adat3
100121	1177.6	1149	0.0362620316393395	5.24615876383777	1.37997621721468	0.251681484655733	0.809480235695141	100121	Tdrd7
100124467	46.2	47.2	-0.0398895773422129	0.522344205990139	0.0901486956717058	0.780236387695923	0.97312526869941	100124467	Mir568
100125263	462	483.4	-0.0715482318843087	3.97035097383753	1.88895927021883	0.18207585765351	0.75940931779406	100125263	Trbc2
100126034	1.6	2.2	-0.177249806627102	0.451184358434813	1.51064167175078	0.231010016000235	0.795592365876839	100126034	Gm10644
100126243	386.6	364.8	0.0841911869309791	2.55491649377765	1.61525697685015	0.215990608302401	0.785946858585246	100126243	A030001D20Rik
100129	376.6	391.8	-0.0529345378914496	4.78629538943466	1.17277749811602	0.289698194047842	0.828347714494068	100129	Gpr153
100141474	128.8	120.4	0.0983465670364999	1.66121775196123	1.03377708906665	0.319459962141165	0.841272910514434	100141474	4933428G20Rik
100163	656.2	861.8	-0.382625509663903	3.38450348199145	16.8879043902032	0.000658953322148568	0.118300570156829	100163	Pafah2
100169	572.4	654	-0.182465555235532	3.5715891229242	5.1527608304239	0.0341002850409079	0.509230677818979	100169	Phactr4
100177	798	811	-0.0226559312642591	5.0964891182428	0.355744190807249	0.556489335519609	0.922904312258442	100177	Zmym6
100182	216.4	225.2	-0.0415266234377343	2.46961321978944	0.346919412518495	0.561390707086988	0.923781911776023	100182	Akna
100198	742.8	707.6	0.0691426694811	3.53039977324782	1.19353149231946	0.285512971431347	0.825883060297125	100198	H6pd
100201	1934.6	1871	0.0470818359632959	6.06041886572649	1.79798014367493	0.192567630498349	0.765083158664964	100201	Tmem64
100206	638	645.6	-0.0183381049006971	4.08082272011578	0.174824050515646	0.679594068439792	0.954576445397769	100206	Adprhl2
100210	267.6	279	-0.0568140939579853	2.77505192108799	0.860083472680918	0.362990480862024	0.856897934936859	100210	Gpn2
100213	5626	5663.4	-0.00946201338125635	7.27300599809153	0.117429865539412	0.734835657729445	0.966658673481565	100213	Rusc2
100216343	5	4.2	0.245391300967396	0.31553272227192	2.46810562995827	0.129328969177179	0.702349574591263	100216343	Gm17501
100216534	125.8	127.6	-0.0236830996939752	0.962788206660516	0.0275820806844502	0.869496982572179	0.984330839801665	100216534	Snord96a
