	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100038614	59.4	120.8	-0.236911442823081	1.19046832971672	4.28026362938516	0.0495744208104962	0.106202560900387	NA	NA
100038647	69	74.2	0.666359117459743	1.03795483477802	18.0101702309431	0.00028781909765744	0.0016600707252756	NA	NA
100038688	32.2	49.4	0.350870086971889	0.210012410309383	4.62362731563871	0.0418992954575922	0.0928759821280634	NA	NA
100038712	146.2	242.4	0.127449319898686	2.38655589950768	2.64066652898604	0.117317472366431	0.207679944345914	NA	NA
100038713	41.6	76.2	0.0724808052242108	0.662988797522561	0.194213808325097	0.663405451937368	0.76393103906172	NA	NA
100038725	185.2	345.2	-0.255679737680949	2.81968943195226	12.2100641820277	0.00188310110807071	0.00759228547170266	100038725	Cep85l
100038739	79	159.8	-0.0938014456061026	1.65449770946798	0.676012894194936	0.419116270033152	0.552275190724694	NA	NA
100038746	357.2	703.2	-0.131623121947806	3.78131017087915	5.50621745793251	0.0276052653520631	0.0665232586526708	NA	NA
100038882	55.2	78.6	0.507699715264163	0.814574284468741	14.1869251256851	0.00095745829822636	0.00441016642529121	100038882	Isg15
100038999	39	102.4	-0.252387056343956	0.949090808994511	2.65019030707609	0.116691843343687	0.206819085624766	NA	NA
100039017	120.6	215.8	-0.131504019799838	2.13457334614725	2.14276051479521	0.156314588599821	0.260891842623571	NA	NA
100039027	54	82.8	0.110785929983227	0.85504451220742	0.650916097684261	0.427766554158778	0.560251014188341	NA	NA
100039060	66	114.4	-0.0420693456430316	1.22468725727298	0.137772235910276	0.713786210364392	0.804198759420603	100039060	Gm2026
100039062	44.6	105.6	-0.473602895149209	1.07535548513995	10.1127831075548	0.00405444025180689	0.0142239998542759	NA	NA
100039138	35.8	84.2	-0.333628430543113	0.725506383412085	5.29482063229107	0.0304505548468733	0.0721410129088193	NA	NA
100039239	112.2	216	-0.0434905723789335	2.11827421042463	0.18857000242298	0.66801699465711	0.767307560074376	NA	NA
100039252	267.4	476.8	0.00213601880081514	3.31203939250943	0.00134458769853476	0.972423071503931	0.983101565049858	NA	NA
100039257	30.2	68	-0.354860995205963	0.415177673708223	3.42532629956812	0.0766421115159716	0.149036066171378	100039257	Tmem254b
100039304	117.2	195	0.191944012382121	1.99509984509145	1.05293720261623	0.320520162617781	0.451451805737421	NA	NA
100039307	29.4	73.6	-0.45989340155554	0.473578683264584	9.60258502882372	0.00492862399610197	0.0166366957589112	NA	NA
100039419	1031.8	1889.8	-0.00809299734923725	5.27007759678654	0.0259414049585881	0.873401524224801	0.918250909810735	NA	NA
100039422	332.6	688.8	-0.149160276358522	3.71863668705889	4.93872673839677	0.036014423333785	0.082431112409585	NA	NA
100039495	48.2	144.2	-0.552993400703387	1.35345464298956	14.1921130238132	0.000955811367228984	0.00440398390243154	NA	NA
100039503	152.8	206.2	0.428257703547008	2.28161787455387	23.6842313292822	5.93939398886639e-05	0.00045183158271092	NA	NA
100039571	51.4	98.8	0.0336869334554182	0.998769604324054	0.0560552034164592	0.814867052056565	0.877491706541111	NA	NA
100039636	3518.2	7135.8	-0.0190215895808671	7.15126310274847	0.230759007936797	0.635343517151179	0.74040596604879	NA	NA
100039684	39.6	89.8	-0.201641575708417	0.82257733066093	1.15091247247953	0.294483474464367	0.422679274363729	NA	NA
100039707	72.2	140.8	-0.107278340126078	1.46058106283761	0.75562597580795	0.39337437360108	0.526417294327378	100039707	Mthfsl
100039768	539.6	1370.4	-0.321722504573239	4.62895104654057	32.1738950255656	7.8752022526797e-06	8.72628316908357e-05	NA	NA
100039786	719.2	1378.2	-0.00353386492352994	4.80373597232364	0.00559427813067853	0.941002394469255	0.963185644871533	NA	NA
100039795	4931.4	8827.4	0.001798994056976	7.54879632203966	0.00280679170072818	0.958190253002164	0.973837236974247	100039795	Ildr2
100039826	232.4	464.6	0.0771097684358793	3.38118184503965	0.688761486882858	0.415666709915873	0.548479699207963	NA	NA
100039863	34.8	63.8	-0.234234840889053	0.556613825134338	1.48200114840648	0.235383072833582	0.356839424829206	100039863	Gm13306
100039864	257.8	431.4	0.230688731848789	3.25732767509503	9.56040481369673	0.00500965109361941	0.0168355026522146	NA	NA
100039968	66.2	117.4	0.130311420277334	1.39303529063428	1.1952467881275	0.285205510863442	0.412479147060992	100039968	Tmem35b
100039988	161	299.4	0.165339427847151	2.65195996873041	1.82590932131809	0.191693027672403	0.304576346265463	NA	NA
100040052	141.2	265.6	0.150553499169448	2.49937494409838	2.36660063948696	0.137133821484264	0.235968125682565	100040052	Wdr83os
100040123	152.8	300.4	0.123125324567366	2.57251617358068	2.00229485789986	0.170000065242732	0.277240318517257	NA	NA
100040220	893.2	1588	-0.0523744982673902	5.04601133217544	1.28384568900993	0.268459733305046	0.394729067030814	NA	NA
100040244	71	112.6	0.227577270501065	1.27857849725821	3.20849161407771	0.0859713016705716	0.163288987430544	NA	NA
100040260	43	87.6	-0.227215757327951	0.853545658942896	2.8462303331232	0.104640514039393	0.190511901993372	NA	NA
100040293	31.2	41.8	0.390526471866718	-0.14644048768476	4.1491810852073	0.0529129654246131	0.112042777944236	NA	NA
100040294	42.4	99.4	-0.255439342634414	0.880158031038539	1.47771537286866	0.238216472976155	0.360203044293058	NA	NA
100040297	1231.8	2185.2	0.0315855572495808	5.49924384775571	0.295123457361895	0.592929625050031	0.705366650244704	NA	NA
100040298	823.6	1604.8	-0.0401305521872922	5.00773944747239	0.667706480762966	0.421949093535115	0.554996105010151	NA	NA
100040322	49.2	129.6	-0.493838029910566	1.26202564510206	11.6143699650325	0.00232851198851798	0.00898220237044006	NA	NA
100040377	51	126.2	-0.296385695583435	1.28198209383842	4.98196190871386	0.035281761301273	0.0812301016006053	NA	NA
100040500	128.6	224.4	0.0278535746636112	2.21658368032652	0.0747238032371962	0.786934930982707	0.857859377963952	NA	NA
100040505	140.2	239.8	0.0507905850962767	2.34578463319025	0.348873573789129	0.560313515217082	0.678168540571412	NA	NA
100040525	278.8	442.6	0.215712350583037	3.19282236456883	1.97622870622598	0.182048918282417	0.292403051989561	NA	NA
100040529	56.2	132.2	-0.354976426118677	1.2788386947286	6.67791349223863	0.0163286799924791	0.043682165576771	NA	NA
100040543	646.2	1230.6	-0.131165456686524	4.59820812498145	3.57280764903548	0.0728238747031862	0.14311302310807	NA	NA
100040591	35.4	53.2	0.153522136887964	0.410510609975082	0.711075912151811	0.40747389947641	0.540511950029915	100040591	Kcnj13
100040608	45	106.6	-0.192321173691113	1.09110170948095	1.54276399560784	0.226295447711476	0.345648779585933	100040608	Fancf
100040724	659.2	1174.6	0.12422427414708	4.56901809348168	5.88619706795198	0.0232052134090623	0.0579525602859082	NA	NA
100040792	35.8	40.6	0.775579327421532	0.0820513267622659	19.6151260352161	0.000180095197495606	0.00112590656773421	NA	NA
100040852	25	55.6	-0.356941046074084	0.103103640299312	4.39496983386693	0.0468469804725576	0.101518179272916	NA	NA
100040961	211.4	390.8	-0.200487827990312	3.0202016239098	3.76198992364657	0.0658870523899393	0.132360174460623	NA	NA
100040972	31	61.2	-0.127142719223721	0.358971077556386	0.514129011390718	0.480328232666747	0.607832627820448	100040972	Tceal7
100040999	29.8	53.6	0.0273555927812462	0.28333635120822	0.0278118460534977	0.868959304488683	0.914913883091449	NA	NA
100041098	530.6	1010.4	-0.0078683617550149	4.37315650734701	0.019793948448802	0.889296881194385	0.929824733852983	NA	NA
100041106	187.8	375	-0.18119865960592	2.89880479377038	3.70126745389613	0.0664253947148023	0.133065740640076	NA	NA
100041120	67.4	116.2	-0.00159948982779071	1.30411600827143	0.000181507261054878	0.989363043054862	0.992909420032357	NA	NA
100041194	47.6	124.8	-0.421436983503972	1.20854140418633	8.93355243395615	0.00640306866618436	0.0204304535322359	NA	NA
100041231	61.6	160.2	-0.408930363738566	1.54628913707292	11.4149316492245	0.00250240659254852	0.00951836444439378	NA	NA
100041244	67.6	167.6	-0.345796861494971	1.71418696508618	9.93474809628712	0.00433851446740257	0.015023691449889	NA	NA
100041286	29	70.6	-0.365418483830584	0.424302340883182	4.77149708638558	0.0390131164185943	0.0879045930797442	NA	NA
100041294	301.8	563.2	0.0442661365722473	3.52714649400415	0.344954296974498	0.562508967451881	0.679660064961923	100041294	Supt4a
100041480	682.4	1010.4	0.202607960698291	4.52689453079408	13.3984857562749	0.00124773560445107	0.00546673853493052	NA	NA
100041574	50.8	91.2	-0.137605235224348	0.878426426309397	0.857665203686702	0.363679905499411	0.496986797209841	100041574	Ermard
100041576	25.6	55.4	-0.220424651793067	0.112899922434248	1.06832178134789	0.311703534409847	0.442048948818674	NA	NA
100041581	364.6	755.4	-0.733404504582865	3.74982779442652	72.0483899240688	2.4111715428402e-08	8.33757738761059e-07	100041581	Zkscan16
100041585	102	178.4	-0.0411478984161415	1.91324850749488	0.123268706615496	0.728601879548891	0.815298565224097	100041585	Amd2
100041621	39	57.4	0.200573765424182	0.338850208839746	1.00980612795817	0.325047240692446	0.456227696345757	100041621	Ermard
100041649	1281.8	2729.6	-0.211944987528467	5.68468708592352	21.1416967013386	0.000117295023414244	0.000787451123283551	NA	NA
100041677	50.8	110.2	-0.270642044589524	1.06926843308892	2.41799166464941	0.133810592769812	0.231406832722525	100041677	Zfp984
100041781	122.6	294.4	-0.398059900641696	2.39790876334607	14.425203029021	0.000884908713376644	0.00414065087185044	NA	NA
100041797	71.6	173.8	-0.344716243535181	1.69100270633465	7.80162239678676	0.0101297133143844	0.0297954571115411	NA	NA
100041925	1775.6	3309	-0.0365581518633005	6.05760841008925	0.783363272739543	0.384960589081303	0.518332769838446	NA	NA
100041948	388.6	608.8	0.10164205205888	3.71315153540282	1.64127012900941	0.212972541517775	0.3300777519942	NA	NA
100041953	653	1264.6	-0.0398488714568919	4.66979823160664	0.722095600837329	0.403916363985479	0.536747919927013	100041953	Sap18b
100041965	2108.8	4224	-0.0191931561457858	6.37589952435083	0.2389837178302	0.629411236822179	0.735508935001033	NA	NA
100042008	2694.2	5108.2	-0.0725576479606697	6.69864940062202	4.07912281223941	0.0548009846310595	0.115012840403272	NA	NA
100042023	33.6	66.4	-0.0318408135385915	0.391630651724061	0.0354508390909922	0.852248674708047	0.902579304237259	NA	NA
100042049	445.4	867	-0.135031944202166	4.13810525321058	2.61530304386853	0.121807754663886	0.214368596847901	NA	NA
100042056	130	148.6	0.742147683516756	1.97620110154168	62.1148930625908	4.32564967332371e-08	1.32745096344418e-06	NA	NA
100042069	869.8	1462.6	0.193921016569205	4.96112230522535	13.4652481313574	0.00121976727416241	0.00536207913039642	NA	NA
100042100	35	70.8	-0.110892998608173	0.510166019427819	0.399720544451747	0.533254712007163	0.655023677007864	NA	NA
100042125	33	64.4	-0.0585672927698992	0.379923489213622	0.16502105126851	0.705801512645464	0.798147991874975	NA	NA
100042132	111.2	447.8	-1.09619424635772	2.84937644831761	102.67196018313	6.76485705162953e-10	5.40216816708581e-08	NA	NA
100042143	107.8	260.4	-0.385576658858073	2.28964384802698	13.7970659051048	0.00109053853083619	0.00489675176287865	NA	NA
100042149	47.2	96.4	-0.21096886231353	0.998456417960602	2.1612856580495	0.15461036546329	0.258867946620384	100042149	Gm3696
100042150	198.6	402.8	0.0361446789947361	2.96814580724903	0.23161803086295	0.634717550236385	0.739974791991991	100042150	Nrg2
100042165	92.6	119.6	-0.11091327195601	1.38099796030311	0.53720403841517	0.470744509884499	0.59943098809537	100042165	BC005561
100042173	92.6	168.2	-0.020576244221844	1.80545349142893	0.0358237129135577	0.851483240390176	0.902231416802258	NA	NA
100042178	327.6	551	0.167944520209551	3.61612471619895	4.44917004469722	0.0458560126628688	0.0997596037069696	NA	NA
100042194	105.6	292.2	-0.540671575545299	2.35186836655487	32.4409479871172	7.42981758278361e-06	8.35074520540857e-05	NA	NA
100042277	1765.4	3462.4	0.00923054870498909	6.09768555539654	0.0479284590067153	0.828572614179162	0.886678320917903	NA	NA
100042332	55.6	131.6	-0.395459630291396	1.32478872610086	8.03532489873409	0.0091984741705647	0.0275692507022605	NA	NA
100042335	161.4	279.2	0.080207492807166	2.56829973164806	1.04904819265849	0.316014478997125	0.446279753729794	NA	NA
100042355	151.4	297	-0.157370463642099	2.59077061159218	2.35422770425145	0.138118042269422	0.237181677909258	100042355	Ube2l3
100042424	629.8	1159.6	-0.0231389981630396	4.57562483446739	0.158538632843339	0.694051306037116	0.789135800832941	100042424	Pdcd5
100042450	162.8	268.6	0.237000233980693	2.52914645094996	6.23902728295377	0.0198081833006001	0.0508539043386988	100042450	Smim17
100042464	975.4	1798.4	-0.0478720596857435	5.21647047759703	0.579587351436612	0.455419912617027	0.58574830191907	NA	NA
100042480	2421.4	3194.2	0.396573565367829	6.25158566980907	57.2177680118613	2.86393968440807e-07	5.99933104325134e-06	100042480	Nhsl2
100042498	432	947.2	-0.194950378520303	4.16943712202065	9.13243678834795	0.0059196686078582	0.0191802040031344	NA	NA
100042503	147.4	310.2	-0.182135200586437	2.56338326980895	4.4071476870281	0.0465674858437802	0.101018526247336	100042503	Ndufb4
100042533	113.2	248	-0.132506095750322	2.26976400502694	1.7239550594854	0.201691880385	0.316841043265383	NA	NA
100042561	337.2	607.6	-0.00139658540486278	3.66472957369045	0.000431327844902453	0.983603343190327	0.99006067216728	NA	NA
100042625	986	2117.6	-0.129422477889735	5.31251130907934	5.39045746092337	0.0299777404479257	0.0711842057555968	NA	NA
100042648	85.2	132.4	0.0401539742852754	1.44223849666815	0.10570084266557	0.747930681110149	0.82971499805431	NA	NA
100042715	59.4	121.4	-0.35302869793631	1.18209267137428	6.46257172840149	0.0179430742335734	0.0469605469054899	NA	NA
100042773	596.6	1096.4	0.0394024739064158	4.5186868094914	0.495317678175613	0.488386976070126	0.615068863999093	NA	NA
100042784	75.6	145.6	-0.0347980529063221	1.61754759550395	0.107353679192089	0.758653825862351	0.837909824965892	100042784	Prdm11
100042807	346.2	526.4	0.182516282911423	3.56513321040094	7.63210157015147	0.0108701093722724	0.0314799761303999	100042807	Eif3j2
100042880	911.2	1801	-0.039343054387566	5.14337240265917	0.678654173524367	0.418221624776079	0.551397917040358	NA	NA
100042918	276.4	496	0.0332850514398079	3.3322469550034	0.276703411481467	0.603732874012359	0.714740207286044	NA	NA
100042948	36.4	58	0.266160184665804	0.378733918943496	2.11264906497192	0.159133099328559	0.264441229902851	NA	NA
100042959	272.2	535.6	-0.153223281959182	3.43772056326996	5.1838037796824	0.0320747591957357	0.0752122922477552	NA	NA
100043002	184.4	350	-0.0914762269031497	2.82276272470533	0.801540430248667	0.379946482845506	0.513343285011118	NA	NA
100043040	88.8	149.4	0.144287754257467	1.73803472135515	1.86474854606865	0.184833212915765	0.296052666166275	NA	NA
100043072	270.4	461.2	0.0268329663947764	3.25554760300766	0.177680649615359	0.677153093651522	0.774823528787136	NA	NA
100043074	30	59.4	-0.128800116865893	0.20538993903442	0.446484957814113	0.510431335527322	0.634739075026833	NA	NA
100043133	64	135.8	-0.104335667748472	1.40288057768756	0.848840155941232	0.366116892648237	0.499608531565108	100043133	9130023H24Rik
100043172	1586.2	3143.2	-0.0600024528484049	5.9706558731405	2.13258850867955	0.157259954285099	0.262174189344185	NA	NA
100043184	63	103.6	-0.250915754524556	1.15926720961783	2.06371601624546	0.164710706214509	0.271369947295624	NA	NA
100043189	54	134.4	-0.350903881834485	1.31572052784021	9.27019860666075	0.00560835071216193	0.0183816555994532	NA	NA
100043213	91.4	180.4	-0.246492644382051	1.87259929850453	4.17774528586474	0.0521643670577829	0.110765941156632	NA	NA
100043257	375	1383.4	-1.00909256558035	4.35564174255857	169.161270501014	3.01383764792638e-11	5.14294936840810e-09	NA	NA
100043272	890.2	1543.6	0.0767154697441919	5.01947532087403	2.9562796999265	0.0985126874642814	0.181495230550381	100043272	Inafm2
100043324	489.8	909.2	-0.0707402334388223	4.21804753396504	1.27240571799638	0.27054804038321	0.396880978830909	NA	NA
100043364	58.2	104.8	-0.23669484468135	1.10456217682939	1.9803195232716	0.172342491604599	0.279986329510271	NA	NA
100043387	37.4	66.4	0.012225016962245	0.438398954699734	0.00538052838961145	0.942138334695691	0.963689381425531	100043387	Gm14305
100043407	49.8	123.8	-0.326846775549608	1.22809415265803	5.23947523696308	0.031248496227637	0.0735133080198998	NA	NA
100043462	183	375	-0.103570001152056	2.91661447205809	1.18419951901704	0.28745034499987	0.414994031383643	NA	NA
100043468	469.6	799.8	-0.0468289954187004	4.05536233229875	0.723898917433127	0.403338661421928	0.536276056682233	100043468	Zfp955b
100043489	130.6	262.4	-0.150640192984631	2.35436695608572	2.24627369734851	0.14707144676099	0.248773632707238	NA	NA
100043508	1323.2	2019.6	0.258341229800153	5.50428793005021	44.1918063103355	7.35845672854344e-07	1.27071844150976e-05	NA	NA
100043571	49.8	102.2	-0.151966166239072	1.07782221802779	1.48711912462311	0.242801868535214	0.365492419059361	NA	NA
100043580	36	78	-0.333003285341721	0.6056189731004	5.896318840326	0.0230991924944178	0.0577140411952142	NA	NA
100043597	4767.2	8813.6	0.0567234188323206	7.49887805551978	2.82305693147376	0.105986695951178	0.192475239878198	100043597	Srcap
100043600	30.8	89.4	-0.563207062309509	0.699798313286154	8.98186350204117	0.00628178632655667	0.0201636552440706	NA	NA
100043670	32.4	51	0.279357916047553	0.203261283644118	2.35945797773787	0.137700974207284	0.236690436578914	NA	NA
100043674	202.2	414.4	0.0343007631276053	3.03609283643446	0.1902157466493	0.66666382317039	0.766507935351151	100043674	Rbx1
100043718	557.2	1099.8	0.0513111734557522	4.46010973644417	0.576430656528405	0.455767139384062	0.586050131054928	NA	NA
100043757	1363.2	2100	0.292971145070788	5.50698477118507	53.356178993162	1.58791547268759e-07	3.74416480297332e-06	100043757	Zfp831
100043764	43.8	65.6	0.109782799524148	0.562219906542029	0.582157406038332	0.455951833869584	0.586171645179309	NA	NA
100043766	31	42.4	0.502833500294197	0.12917604019136	8.78063312566923	0.00680422684037433	0.0214546890817562	NA	NA
100043771	371.6	614.2	0.209103599681452	3.75203955736143	12.1316186435567	0.00193603468126891	0.00776128399991888	100043771	Josd1
100043772	179.8	282.2	0.114957448449183	2.60455887280367	2.1462011583197	0.155996367824508	0.260637094039469	100043772	Zfp850
100043813	1271.2	2492.4	-0.176886867606693	5.65360188832983	7.63789425507826	0.0129345515706851	0.0362317845741632	100043813	Rps27rt
100043823	70.6	140.4	-0.128447456648408	1.4886996747203	1.09278553740735	0.306346022518954	0.435991080099346	NA	NA
100043882	148.4	283.4	-0.0744535293546527	2.54859174131358	0.53336040492513	0.472318609783952	0.600800245165646	NA	NA
100043911	212	469.6	-0.253242812782831	3.1335258338446	11.3901755073269	0.00252496409036306	0.00957644475521062	NA	NA
100043915	90.6	164.6	-0.109751361016054	1.70374037230723	0.926418746414527	0.345463591701923	0.478380030126422	100043915	Gm4631
100044509	93.8	231	-0.272847934058586	2.08041847601752	9.12955287821843	0.00592638512219541	0.0191933610925863	100044509	Tgfbr3l
100045469	155	229.8	0.335891425000364	2.46117153623761	13.5895726007139	0.00116948958060937	0.00518044817595093	NA	NA
100045653	17.2	65.6	-0.760393791889232	0.123078198964969	14.7813060422157	0.000787413410876443	0.00377238098800401	NA	NA
100045778	38.8	37.4	1.05605083508732	0.199301925219356	25.7861403652429	3.48258307179633e-05	0.000293169806172068	100045778	Rnf223
100046763	58	115	-0.259900950976155	1.25388851305629	2.36451425439648	0.137732922600474	0.236717201339744	NA	NA
100048534	30.6	56.2	0.073231817151332	0.269857178014175	0.234738603703967	0.632456842779237	0.738211836499755	100048534	Cfap43
100048895	32.4	69.8	-0.257226405213316	0.488149941152678	2.73215957125721	0.111465605209865	0.199965726412237	NA	NA
100049164	72.8	157.2	-0.0924444484675339	1.65115895810894	0.593509468824462	0.448637954555113	0.579306213046625	NA	NA
100072	7828	14135.8	0.004315010981078	8.1768606793651	0.0219405252893906	0.883491984048561	0.925599936350761	100072	Camta1
100073351	41	78	-0.102400337921683	0.743764443256514	0.370253396057624	0.548624312958906	0.667717734886159	100073351	Yy2
100087	241.6	456.6	0.0499401998863226	3.20605288086811	0.463936932858479	0.502357223238514	0.627092613081921	100087	Kti12
100088	317.2	597.8	0.0139971544194764	3.60494048842504	0.0583244010796913	0.811230707704029	0.875104757754611	100088	Rcc1
100090	280	545.2	0.0493864211748142	3.43202841453854	0.334726220599347	0.568531654947518	0.684885464568475	100090	Zbtb48
100101806	1387	2462.4	-0.0826956525768616	5.68246603052441	2.98306485377814	0.0972777097645866	0.179664198433087	100101806	Srp54b
100101807	80.8	146.4	-0.0956733229769695	1.61070541469613	0.59669083578513	0.447439341076304	0.578224335055669	100101807	1700047I17Rik2
100101919	189	423.6	-0.250721893914377	2.93200345535815	9.08544758139334	0.0060301532472357	0.0194814114965456	100101919	Dnah7c
100102	66	302	-1.14334221356346	2.30536956306495	118.297452835537	1.01366129527258e-10	1.33195094198816e-08	100102	Pcsk9
100113398	31.8	53	0.308587739157993	0.270134718022519	3.70312149043294	0.0663351725300413	0.132964718312192	100113398	Adat3
100121	943.6	1937.6	-0.12873971991934	5.24612709438291	12.9763496294041	0.0014416172390259	0.00610880550362952	100121	Tdrd7
100124467	39.6	59.6	0.142249386610038	0.522382639712526	0.82048703836983	0.374108017959486	0.507494818544009	NA	NA
100125263	318	925	-0.59686745378413	3.9702109984684	89.2751119797387	1.57774110966012e-09	9.7455854696698e-08	NA	NA
100126034	33.4	68.6	-0.0465544072330543	0.451184873876104	0.0710508473868854	0.792106396482902	0.861353133822139	NA	NA
100126243	157.6	275.6	-0.00855270240739939	2.55492031955782	0.0118191254302102	0.914338392922332	0.945827198803774	NA	NA
100129	647.4	1566.6	-0.252624993553427	4.78621516063019	19.7289003962694	0.000175110850636888	0.00110333576072606	100129	Gpr153
100141474	79.8	151.4	-0.118881251239552	1.66120517654179	1.03193089269381	0.319911663960853	0.450902310179441	100141474	4933428G20Rik
100163	254	625.4	-0.449399575550954	3.38441638306062	17.1843413373557	0.000594168437610084	0.00299654940586746	100163	Pafah2
100169	359.6	538.4	0.122991970075417	3.57167124852629	1.85249375769612	0.188092266931814	0.300075676184596	100169	Phactr4
100177	920.6	1665	-0.00040707121635817	5.09650833333041	8.69809965895871e-05	0.99263640797954	0.994656618799193	100177	Zmym6
100182	153	274.2	0.0510129501797928	2.46961292920629	0.37931719264587	0.543808785710278	0.663981431716199	100182	Akna
100198	255.2	610.8	-0.314226992575235	3.53030508810441	16.9672141000223	0.000394533443176488	0.00216416940708651	100198	H6pd
100201	1838.2	3100	0.163696089552965	6.06044710210339	16.556473201891	0.000447804696226177	0.00239458715473665	100201	Tmem64
100206	421.8	871	-0.0683969226303129	4.08079494118777	1.78139693710373	0.194594085683763	0.30813572682659	100206	Adprhl2
100210	173.4	346.6	-0.0142857814520349	2.77501836097553	0.0396798939216389	0.843798076183551	0.897553173313626	100210	Gpn2
100213	4038.4	7618.8	0.0704916611980361	7.27300759042996	4.96877425101288	0.0355034558113575	0.0815525438596703	100213	Rusc2
100216343	31	48.2	0.31661003070413	0.315549285255422	2.81987418117485	0.106173157379405	0.192688009976216	NA	NA
100216534	53.8	91.2	0.172969912994904	0.962791631480287	1.05114492831363	0.315607303478406	0.445878991738529	NA	NA
100216537	35.2	52.4	0.527948508986796	0.282854459783608	11.8456211357855	0.00214323179688928	0.00839974847945705	NA	NA
100217417	32.4	47	0.178914817369044	0.152618858138458	0.783159355610699	0.38502147028676	0.518332769838446	NA	NA
100217420	47	84.6	-0.229962890461284	0.777630851149126	2.32441482528475	0.14052420339775	0.240485062267474	NA	NA
100217469	137.8	205	0.292317645881279	2.24841011893437	10.6517861372405	0.00331150668923392	0.012005146146523	NA	NA
100226	3686.6	6941	0.000468108384315022	7.12040368901746	0.000192519652920709	0.989045133128396	0.992867129305014	100226	Stx12
100233175	61.8	85.8	0.547187554978496	1.00184421092712	11.5889814926491	0.00234989657501159	0.00904297260256058	100233175	Gon7
100271841	79	133.6	0.0683319380315948	1.54700718395594	0.41107794380165	0.527543200127992	0.649719616108555	NA	NA
100273	1520.6	2770	-0.00994856003289612	5.82280038595592	0.0939899305830592	0.761828203855345	0.840249130753541	100273	Osbpl9
100302730	892.8	1349.8	0.222914174893433	4.95448106726151	23.94484725606	5.55149138256886e-05	0.000427269736121674	NA	NA
