	S3SD5	WTSD5	logFC	logCPM	F	PValue	FDR	check	gene
100041585	561.2	535.4	0.0669501526025178	1.91322683504012	0.37574177593878	0.545678314198603	0.892748381831521	100041585	Amd2
100041621	2	2.2	-0.234853293071757	0.338812317460272	1.43984767168769	0.241919661746767	0.745712174111073	100041621	Gm3435
100041649	1277.6	1318.6	-0.0487762910258569	5.68471610481933	1.26486168828038	0.271897506186784	0.768156940262035	100041649	Mpc1-ps
100041677	200.6	202.6	0.00302910733688818	1.069299604054	0.000312160119433854	0.986058265016387	0.998143619873423	100041677	Zfp984
100041781	455.8	497	-0.105699121472661	2.39796888788946	1.03605583051385	0.31893064034267	0.790928258984465	100041781	Gm3510
100041797	20.2	17.6	0.195554012742193	1.69099913399148	2.58507025837591	0.121002728247693	0.655337697416334	NA	NA
100041925	2224.2	2258.6	-0.0240467725954502	6.05760382601284	0.397181693053328	0.534525992139208	0.888970048369591	100041925	Gm14586
100041948	653.4	756.2	-0.2347164335706	3.71311948589268	10.2687671533626	0.00389392665802198	0.196532379552117	100041948	Gm9800
100041953	1448.8	1471	-0.0187557519354755	4.66982255509121	0.179230489565405	0.675819478579485	0.931313922729136	100041953	Sap18b
100041965	3285.8	3250.4	0.0187259538916176	6.37591683435765	0.264162836976624	0.611992432964581	0.913708443167068	100041965	Oaz1-ps
100042008	7716.6	7533.6	0.0351185408993034	6.69865929305934	1.17495738770196	0.289195245937111	0.774475517303781	100042008	Gm9794
100042023	8.4	9	-0.0787089742742416	0.391627291899953	0.219684001865546	0.643526246830633	0.920418435798836	100042023	Gm10193
100042049	11940.6	11755	0.0232178232890482	4.13816775295771	0.0947338620457042	0.761390346759999	0.955389883850076	100042049	Gm15421
100042056	59.8	56.6	0.0646410855971577	1.97609526445851	0.584124966591927	0.452177500954229	0.86031191121947	100042056	9130019P16Rik
100042069	2079.8	2128	-0.03376528064204	4.9610935123481	0.473363396369179	0.498065315975145	0.877289309907964	100042069	Impdh2-ps
100042100	64.6	77.2	-0.252392467712462	0.510164229710653	1.99749036974768	0.17044781673704	0.697716953539343	100042100	Gm3667
100042125	120.4	114	0.0777696407367613	0.379934359184505	0.317067001627552	0.60692506782798	0.911685420572684	100042125	Gm15535
100042132	157.2	138	0.230370326946817	2.84957491865516	4.27382967990926	0.0502963233558152	0.502407089001349	100042132	Gm12371
100042143	324.4	294.6	0.147086830381857	2.28973141106318	2.1142590373041	0.158935022640855	0.689542388758628	100042143	Gm3693
100042149	633.6	624.8	0.0502678147178716	0.998481401795853	0.127557779994652	0.724110965848605	0.945784867754252	100042149	Gm3696
100042150	121.2	128.8	-0.0819417691262921	2.96819072907357	1.26464056312934	0.271938356265091	0.768156940262035	100042150	Nrg2
100042165	7.6	9	-0.193700940700709	1.38090686882021	1.88246316838649	0.182791850727871	0.703904027082257	100042165	BC005561
100042173	239.8	225.4	0.0909137652260929	1.80545485134403	0.795600596299891	0.381301469111931	0.829822656840218	100042173	Rps15a-ps6
100042178	830.2	808.4	0.036569398612834	3.61609817034777	0.245876512572102	0.624579450587927	0.916446329125995	100042178	Gm13111
100042194	141.6	136.2	0.0668357844568973	2.35195156612163	0.50048596201228	0.486125986653524	0.873705648466277	100042194	Gm13446
100042277	2027.2	2026.4	-0.000493683358396125	6.09769100581875	0.000161318455865337	0.989971635597245	0.99826027671911	100042277	Gm3764
100042332	113.6	117	-0.032376422225699	1.32481891690965	0.053407612078699	0.819202698186887	0.969002444812842	100042332	2810410L24Rik
100042335	338	353.8	-0.074819577920006	2.56829522971879	1.02074222614963	0.322459086030691	0.792387560266509	100042335	Rps15a-ps5
100042355	112.4	109	0.0408179155506661	2.59073120470667	0.168814860775713	0.684826503713334	0.932166047348531	100042355	Gm10705
100042424	469.4	452.8	0.0531154238360043	4.57560122466548	0.973342055006807	0.333727723991837	0.798527575352696	100042424	Pdcd5-ps
100042450	88.8	87.4	0.0175666989441976	2.52908655190855	0.0397452051741142	0.843665373644967	0.972978481661562	100042450	Smim17
100042464	3371.2	3395	-0.0162851465844061	5.21646284238292	0.0790201730091091	0.781504403623721	0.960206107614524	NA	NA
100042480	2603	2760.2	-0.0875279653486493	6.25150191494474	3.35113458821354	0.0822560112012042	0.586545824322746	100042480	Nhsl2
100042498	783.4	810.8	-0.0469267484673405	4.16951151949191	0.574644831022068	0.455826684583152	0.861248593864983	100042498	Mir22hg
100042503	468	461.6	0.0135684083164375	2.56339707051205	0.0265171829731901	0.872012186265331	0.977262723368186	100042503	Gm3873
100042533	191.2	178.8	0.105728182766259	2.26980431484965	1.18689524764596	0.28681612527394	0.774475517303781	100042533	Gm11578
100042561	1480	1539	-0.057232962756037	3.66474662438091	0.844750789726609	0.367221774389288	0.822178969165705	100042561	Gm10177
100042625	399.8	396.4	0.0145260651546502	5.31252023195231	0.0770230658097838	0.783959548669778	0.960682021963695	100042625	Gstp-ps
100042648	3.4	3.2	0.0994593991912114	1.44218023466379	0.763818430013714	0.390830497553103	0.835668217223019	100042648	Gm3948
100042715	16.8	20.4	-0.275263221206762	1.18209150646939	3.87356158485271	0.0607539238072586	0.539727851696445	100042715	Gm3985
100042773	647.6	640	0.0217694214391646	4.5186882269354	0.17346023505317	0.680770006888763	0.931793300893623	100042773	Tmed10-ps
100042784	182	168	0.121567365745982	1.61756985172586	1.44794930108372	0.240637311798542	0.744875011839072	100042784	Prdm11
100042807	401.8	416.2	-0.0669416878488627	3.56503288036896	1.1847856727662	0.287234649739357	0.774475517303781	100042807	Eif3j2
100042880	510	507.8	0.00322907728144615	5.1433820190933	0.00517075135028613	0.943273327393463	0.991397862340668	100042880	Rpl17-ps10
100042918	766	852.6	-0.157118282798344	3.33224139831308	6.84502110678898	0.0151618669410339	0.335604325828032	100042918	Uqcrh-ps1
100042948	68.6	67.6	0.0340821735897965	0.378714383153126	0.0387773657266291	0.845554778425095	0.973718828362099	100042948	Gm15760
100042959	1830.6	1760.8	0.0631095155243386	3.43775186495914	1.00496938143482	0.326149677294908	0.794994709160776	100042959	Gm4130
100043002	120.2	119.6	0.000520027893358653	2.82274016409876	2.82060767500633e-05	0.995808472963687	0.998771432123224	100043002	Llph-ps2
100043040	92.4	89.4	0.0609862807939072	1.73803086843034	0.379569261915543	0.54365544090162	0.892548357881873	100043040	1110002L01Rik
100043072	372.4	375.6	-0.0231359973328627	3.25548314900798	0.149192008798358	0.702724674492533	0.938379026356405	100043072	A230070E04Rik
100043074	10	11	-0.124964644017668	0.205388622179068	0.412197799779402	0.526964544861464	0.886321371742072	100043074	Gm4211
100043133	90.2	88.8	0.0309160596603602	1.40289297260738	0.0781566284402455	0.782215501013745	0.960311511549895	100043133	9130023H24Rik
100043172	665.2	647.2	0.039792060503026	5.9706655646464	1.08412142325058	0.308192389333565	0.784790264642003	100043172	Gm10080
100043184	77.6	93.8	-0.304639403852457	1.15926525439644	3.31107696089026	0.0820911920958753	0.585948686693226	100043184	Gm11703
100043189	73.6	73	0.0282612229932583	1.3157626289622	0.0599414387617591	0.823621206899311	0.969547273454045	100043189	Gm4285
100043213	95.4	87.4	0.13212339346234	1.87257548998422	1.32668908207972	0.260783080654072	0.75979815516508	100043213	5330434G04Rik
100043257	261.6	316.8	-0.286251473180068	4.35584380797852	13.6196879091837	0.00140399908233993	0.125696130274832	100043257	Rbm3-ps
100043272	2940.2	2982	-0.0247641238949343	5.01943910850503	0.355613507387369	0.556557093136206	0.896809275681788	100043272	Inafm2
100043324	2504	2533.8	-0.0168955133922087	4.21807132203273	0.0858968115413138	0.771988534604256	0.958497622229677	100043324	Bnip3l-ps
100043364	0	0	0.221191558753134	1.10452866854182	1.98815958698252	0.171410591943468	0.69833840689278	NA	NA
100043387	100.4	110.6	-0.13559950002023	0.438412884040235	0.707735847707486	0.408532165350845	0.844374942832388	100043387	Gm14305
100043407	61.4	63.4	-0.0367222384585726	1.22813207117495	0.0649661531623901	0.800991911917772	0.96467345737427	100043407	Gm4419
100043462	173.6	164.4	0.0887094705468554	2.9166339648421	0.959411629285032	0.33716365041194	0.801671887325905	100043462	Nutf2-ps1
100043468	375	376.4	-0.00610681601601897	4.05530818467382	0.0141627415118289	0.90626384459667	0.984337941902338	100043468	Zfp955b
100043489	42.8	47	-0.137490408515845	2.35439763104992	1.95217773578807	0.175185631347925	0.69963438546013	100043489	1300002E11Rik
100043508	1462.2	1497.8	-0.035446356958163	5.50422918458907	0.974658710370963	0.333407403163061	0.798520398561539	100043508	Ptges3-ps
100043571	110	102.2	0.115440241156036	1.07783456359136	0.925713441597009	0.380527098088145	0.829450614668938	100043571	Gm4524
100043580	61.8	65.4	-0.0818276048235467	0.60563204146495	0.346993036859216	0.588203744869243	0.906544875065174	100043580	Gm4532
100043597	6884.6	6972.8	-0.0169234647802876	7.49887564253911	0.300642281214563	0.588563723153431	0.906770383672429	100043597	Srcap
100043600	755.6	690	0.155044086701217	0.699858426569314	0.672630174304548	0.420237787927433	0.849289287849988	100043600	Gm4544
100043670	88.2	91.4	-0.113645540886634	0.203248788686492	0.439742363681798	0.513590119200849	0.884100691610924	100043670	Gm4581
100043674	655.4	659.2	-0.00873442523805868	3.03615243151309	0.0136876433032771	0.90784189045278	0.984903756860699	100043674	Rbx1-ps
100043718	1008.8	1021.2	-0.0244298080354933	4.46018309955064	0.151624841684196	0.700663844306896	0.93757493647567	100043718	Gm4604
100043757	2025.8	2251.6	-0.156214935776664	5.50692264411618	17.8183407694442	0.000302907779899727	0.0515085770667136	100043757	Zfp831
100043764	9.2	9.6	-0.0226134348069411	0.5621860414045	0.027563289021459	0.869535633524334	0.976797106269303	100043764	Gm4631
100043766	10.2	9.2	0.143964036367471	0.129139493987832	0.856940164215031	0.363846641142185	0.820446215552685	100043766	Gm14057
100043771	1864.2	1838.6	0.0188751767122357	3.75201402498678	0.113369316860711	0.739277943874182	0.950310935784359	100043771	Gm10651
100043772	531.4	614.2	-0.209129989965727	2.60451350468285	7.83103646803545	0.00998722529588756	0.284724564944297	100043772	Zfp850
100043813	5023	5015.4	-0.000653383596905963	5.65362607729037	0.000129266874588435	0.991051673709866	0.99826027671911	100043813	Rps27rt
100043823	237.6	240.8	-0.0203885205429278	1.4887020080489	0.0293441377362233	0.865428405589948	0.976146229821627	100043823	Gm4673
100043882	192.2	187.6	0.0444569157393797	2.54856581661231	0.208600919445276	0.651988618565758	0.923916707955404	100043882	Gm14277
100043911	267.8	282.8	-0.0803178911997164	3.13360195536412	1.20925183348574	0.282430035747844	0.774371263671571	100043911	Ppp4r1l-ps
100043915	53.8	58.8	-0.125489225586353	1.70373619558369	1.27816636997547	0.269454346406376	0.766520984640376	100043915	Gm4724
100044509	24.8	27.6	-0.144081261822652	2.08047042904948	2.46675657606921	0.129418856210067	0.66144588665184	100044509	Tgfbr3l
100045469	160.6	154	0.0565543424010007	2.4611240590523	0.448475750457092	0.509476098215923	0.883194011481471	100045469	Gm14204
100045653	6.2	6.2	-0.0103402315345037	0.123134112438923	0.0021987642802537	0.962989598091247	0.996427389789965	100045653	Gm17769
100045778	27.8	29	-0.0885550460438814	0.199247538718894	0.228003374170993	0.637344575442595	0.919015867931756	100045778	Rnf223
100046763	15	13	0.264534895994352	1.25389186684946	2.83936430843342	0.105202847454773	0.636931242553482	NA	NA
100048534	32.8	33.8	-0.0364917075864975	0.26985855262273	0.0609598496265112	0.814770472282465	0.968579771410713	100048534	Cfap43
100048895	61.6	60.4	0.0589432414915828	0.488164887981531	0.145957715345686	0.705803375664315	0.938542379521828	100048895	9330020H09Rik
100049164	60.8	57.4	0.115193181673379	1.6512077341646	0.974380127020217	0.33347514230145	0.798527575352696	100049164	B130046B21Rik
100072	11348.8	11901	-0.0686215584705866	8.17685497549007	6.77990941775275	0.0155957219165682	0.34051444800918	100072	Camta1
100073351	12.6	11.6	0.105247870683488	0.743769569102952	0.405162770269225	0.530482379914203	0.88718506037517	100073351	Yy2
100087	299	304.4	-0.0249144841668211	3.20603924169631	0.12837742341281	0.723264571123936	0.945641439260549	100087	Kti12
100088	501	474	0.0806538251484384	3.60494455200464	2.20133191642373	0.150955739544685	0.681523798484809	100088	Rcc1
100090	282.8	285	-0.00533723125179413	3.4320657248517	0.00436163046820735	0.94791572605352	0.992694819908533	100090	Zbtb48
100101806	1464.6	1478.6	-0.0185363319079156	5.68244558090418	0.178536942269246	0.676417385048199	0.931313922729136	100101806	Srp54c
100101807	50.2	52.2	-0.0725383756173347	1.61067467072737	0.370578746599113	0.548429770994469	0.893908434989996	100101807	1700047I17Rik2
100101919	259.8	275.4	-0.0936373794963894	2.93205316961288	1.33815324944491	0.258787536967375	0.757031900619932	100101919	Dnah7c
100102	314.6	280.4	0.208984145994741	2.3055620354575	3.54053563713161	0.0721164724646661	0.562394554043795	100102	Pcsk9
100113398	155.2	152.4	-0.0177521369870039	0.27013329372558	0.0135997689561121	0.908136794695403	0.984903756860699	100113398	Adat3
100121	1054	1040.6	0.0204974215755464	5.24616139314201	0.372834545688875	0.547224382298392	0.893225508506201	100121	Tdrd7
100124467	61.2	53.2	0.186891656312465	0.522341034398067	1.68960347281936	0.206046264130504	0.715739654348068	100124467	Mir568
100125263	337.4	316	0.0992060301120854	3.97036257131757	2.61237243558279	0.119153048922632	0.654594515061846	100125263	Trbc2
100126034	2.4	2	0.119559501268082	0.45118431593705	0.479776795919685	0.495196882113455	0.876207588134353	100126034	Gm10644
100126243	330.2	360.6	-0.11658086410686	2.55491617616617	2.39279024662721	0.137143538684014	0.670185367816404	100126243	A030001D20Rik
100129	297.6	332	-0.16289549284703	4.78630204598598	8.70129230096894	0.00702890544329748	0.248889482085965	100129	Gpr153
100141474	116.2	112	0.0476495361051283	1.66121879112701	0.17833285089941	0.676583341572875	0.931313922729136	100141474	4933428G20Rik
100163	601	601	-0.0159840928464424	3.38451069365377	0.0231848166994774	0.880674918749511	0.978989465153691	100163	Pafah2
100169	742.6	726.4	0.02772039832323	3.57158232178081	0.109282968326393	0.744309064164426	0.951701857128375	100169	Phactr4
100177	827	801.4	0.0450428564900996	5.09648752356165	1.2343893538308	0.277603655915302	0.772269869538734	100177	Zmym6
100182	210.2	234.4	-0.161944867243835	2.46961324459031	4.11282847372226	0.053842456526025	0.512074839640582	100182	Akna
100198	608.8	559.6	0.128220394929751	3.53040761471501	3.06816248686556	0.0926594969113766	0.610126221631853	100198	H6pd
100201	2164.4	2148.6	0.0113298730068217	6.06041651876866	0.0948314439211711	0.760789362282313	0.955389883850076	100201	Tmem64
100206	628	619.2	0.021962315610454	4.08082502336475	0.205711968118965	0.654239233875938	0.92438496914369	100206	Adprhl2
100210	271.2	270.6	0.00220387353205889	2.77505469718893	0.00102237240283814	0.976142216150425	0.997878275647559	100210	Gpn2
100213	6039	6046.4	-0.00105689386927563	7.27300586568785	0.00135325192807462	0.970960607055814	0.997878275647559	100213	Rusc2
100216343	7.2	5.4	0.384734549432931	0.315531355456377	5.06283141844436	0.0339205940453547	0.460649983114632	100216343	Gm17501
100216534	144	144	-0.013603671063585	0.962787925552131	0.00722963554784717	0.932949507923305	0.98951327127081	100216534	Snord96a
