	KOHC5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100038647	5.2	4.4	0.0824148747457091	1.03787033774341	0.344813279354208	0.562568822926155	0.924100400832434	100038647	Gm10572
100038688	106	102.2	0.0478487350963907	0.209998783918795	0.115911487755804	0.736485140808216	0.96689139190817	100038688	Gm10724
100038712	158.4	156.2	0.0176176087828168	2.38651369225328	0.0683401150599407	0.81723354160148	0.9772789141901	100038712	Gm10516
100038713	36.2	34.2	0.0873145617630192	0.662982884803304	0.401770634365749	0.532194075142708	0.916409510407841	100038713	Gm10432
100038725	102.4	98.2	0.0610003428942516	2.81967671386348	0.986974702642393	0.330431691449797	0.84561962964153	100038725	Cep85l
100038739	55.2	58	-0.0867783504440938	1.65449205509512	0.83672391604158	0.369469052783035	0.860523217354294	100038739	Gm10615
100038746	1053.8	1118.8	-0.0810364012645341	3.78132963632192	2.89392315942668	0.101886003095291	0.66726791515149	100038746	Gm1976
100038882	59	59	-0.0125045288326818	0.814561376566193	0.0114347047349347	0.915734221109169	0.991931994275932	100038882	Isg15
100038999	33	31	0.0974099085035945	0.949116358614335	0.636951234643738	0.432673041713086	0.887834495888867	100038999	Gm13552
100039017	269.2	279.8	-0.0593437695063276	2.13455168509027	0.611173551409051	0.44201991094773	0.892297574548431	100039017	Gm2007
100039027	6	6.4	-0.0472652203210588	0.854994916515932	0.165642773525338	0.687634295571192	0.955584965207268	100039027	Gm2011
100039060	35.2	36.8	-0.0642273513496796	1.2246681460235	0.451504136692952	0.50806315048927	0.909894415909436	100039060	0610010B08Rik
100039062	2180	2047.8	0.0787643580394817	1.07538198977574	0.452022325566106	0.507822074305347	0.909894415909436	100039062	Gm2027
100039138	197.2	174	0.193808468522274	0.725532216049761	2.96215976335889	0.0981512922678401	0.656795730758963	100039138	Gm2061
100039239	25	26	-0.0336809186908256	2.11826531165634	0.161385378699849	0.691452693152826	0.956205245582755	100039239	Gm2115
100039252	857.2	882.6	-0.0405811466333439	3.31204231223312	0.652654343874741	0.427130433306259	0.884952854674364	100039252	Gm12693
100039257	974.2	1012.2	-0.017224874916123	0.415197490348441	0.0127638084729732	0.910992034843588	0.991237630479049	100039257	Tmem254b
100039304	34.2	33.8	0.0149421849174735	1.99500605467274	0.00977269219398539	0.922456932865543	0.99219626415199	100039304	Gm2148
100039307	334.6	369.2	-0.0943409952749305	0.473615091790374	0.63894240329059	0.459350978662907	0.894503533008211	NA	NA
100039419	1033.4	1027.6	0.00341454730100697	5.27006663994115	0.00613662232481683	0.938212245511526	0.992975543786799	100039419	Gm2223
100039422	728.8	811.2	-0.158859056225179	3.71866784350336	7.69831078026991	0.0105537019243726	0.373280771475863	100039422	Gm2225
100039495	22.8	23.2	-0.00653688478472035	1.35350440632677	0.00336242063426775	0.954241395144736	0.994299495130751	100039495	Gm15706
100039503	216.6	230.8	-0.100009492088813	2.28152278355433	1.63381832901279	0.213446024744478	0.783629373039545	100039503	Gm2274
100039571	18.4	21	-0.193322178434214	0.998740531138004	2.59098254627545	0.120599337274895	0.693164546152819	100039571	Gm10335
100039636	9779	9378.6	0.060012707700488	7.15128415682769	2.98612074381142	0.0968776908412241	0.655985385767418	100039636	Atp6v0c-ps2
100039684	242.2	239	-0.0184244475783985	0.822610519750567	0.0150182339897575	0.903526231607658	0.988351709324757	100039684	5031434O11Rik
100039707	167.6	186.8	-0.135544377314579	1.46060209331831	1.7201097525005	0.202134519027512	0.772915255718519	100039707	Mthfsl
100039768	699.8	696.6	0.0136769478095387	4.6290687323883	0.0814235168931365	0.777834903276093	0.973223264072228	100039768	1700024F20Rik
100039786	2247.6	2215.4	0.0205621975533097	4.80376484895754	0.248593015426766	0.622623631526508	0.941064725513349	100039786	Gm2423
100039795	8003.2	7658.2	0.0620668373495726	7.54879026148636	4.28807087627316	0.0493433798908902	0.548035961203576	100039795	Ildr2
100039826	49	42.2	0.213770111999747	3.38119395753974	7.49723878798985	0.0121018545927263	0.398451494950491	NA	NA
100039863	28.4	22.8	0.256617313966455	0.556608940169356	2.8601730441841	0.10379404053902	0.670897321687464	100039863	Gm13306
100039864	366.4	318.6	0.189779895448459	3.25728918306472	8.91992676689157	0.00642235710742466	0.320776156324784	100039864	Snhg12
100039968	115.8	102.2	0.170963473826216	1.39302634284346	2.95215139375214	0.0986890049648324	0.658671420111799	100039968	Tmem35b
100039988	64.6	59	0.118647880861316	2.65192921856297	1.34809363001437	0.259132439458886	0.815617441407711	100039988	Gm11826
100040052	231.6	211.2	0.136362681842911	2.49940459750447	2.66917443515821	0.115409991508576	0.690114598782682	100040052	Gm2573
100040123	214.8	219.4	-0.0267037035789986	2.57255851352211	0.130262909166783	0.721329101609551	0.964273910592395	100040123	Gm2614
100040220	1244.4	1250.2	-0.0107719034346728	5.04599073485861	0.0729458720147951	0.789412531229938	0.976184006923171	100040220	Gm9892
100040244	6.6	6	0.0873798392114384	1.27853657127761	0.656600512519663	0.425754983621824	0.883033797283663	100040244	Gm14698
100040260	58.8	56.8	0.0556643096529743	0.85354903723588	0.262779845631698	0.612920425536448	0.939689173590472	100040260	Atf1-ps
100040293	42.6	63.2	-0.53926944526187	-0.146468418284405	9.28609750128649	0.00555947709795366	0.303002853195681	100040293	Mindy4b-ps
100040294	22.2	25.8	-0.202597131328219	0.880176707919253	1.45599970832127	0.241492277284123	0.80380486686212	100040294	Gm2694
100040297	7460.6	7433.6	0.0106595059026781	5.4992548315563	0.0457439316634879	0.832740435315884	0.980203787660179	100040297	Gm2695
100040298	648.2	657.2	-0.0213520055337254	5.00774930165609	0.252729403028669	0.619759186026973	0.940669880797423	100040298	Gm15501
100040322	12.6	13.8	-0.116202382220854	1.26204827640954	1.03809628814388	0.318464495058518	0.841656174041366	100040322	3830408C21Rik
100040377	133.2	127.2	0.0300187472347715	1.28203576856245	0.0800629007118413	0.779647583653383	0.973223264072228	NA	NA
100040500	18.6	17.6	0.0670840305393507	2.21654904117562	0.61544422434055	0.440449442907233	0.891238012993649	100040500	Gm2808
100040505	246.6	257.4	-0.0684908803640577	2.34575871457218	0.859462818593465	0.36315371594303	0.857403431924299	100040505	Gm9923
100040525	89.2	85.4	0.0389252779560121	3.19271177965647	0.0884777861690117	0.770564018519045	0.971375353134517	100040525	Tmem181c-ps
100040529	161.6	185.2	-0.200268155457858	1.27889124884906	3.15880010445979	0.0882438476550586	0.64320553404247	100040529	Gm2824
100040543	2095.2	2188.2	-0.062311284370221	4.59822329413191	1.14755029840712	0.296047215033717	0.830803062831673	100040543	Gm2830
100040591	346.6	334	0.0147960990284027	0.410479309695734	0.00915987771907314	0.924550762522872	0.992742211907548	100040591	Kcnj13
100040608	78	71.2	0.111546566393592	1.09113135175005	0.814951638298993	0.375665875526333	0.863731627947517	100040608	Fancf
100040724	286.2	310.2	-0.1144131950867	4.56897181584582	6.52420887428398	0.017437309290221	0.435300290985931	100040724	Mirg
100040792	20.6	28.8	-0.456068668469123	0.082005708313536	7.28629389556312	0.0125501695111242	0.401228432544282	100040792	Gm11627
100040852	11	12	-0.134564354891227	0.103097359456246	1.00534866285918	0.326060250446525	0.844476998842516	100040852	Gm3002
100040961	115.4	111.6	0.0478034147873416	3.0201361307204	0.303453493604583	0.587465503186395	0.931566251569518	100040961	Gm10145
100040972	66.2	65.4	0.0187466833070525	0.358971084626363	0.0171569559124238	0.896883449589431	0.98717281300378	100040972	Tceal7
100040999	257	247	0.063373775989095	0.283329677595913	0.216756945639376	0.64573533189132	0.947024609367263	100040999	Gm3086
100041098	1239.4	1180.6	0.0707430775051613	4.37316730193495	2.16733009232946	0.154013140579123	0.732327435037555	100041098	Tma7-ps
100041106	175.2	175.8	-0.00949795415589359	2.89879910398959	0.0145818650690078	0.904893876894296	0.98868668052235	100041106	Gm3141
100041120	7.4	8.8	-0.217890960558813	1.30405803165243	4.49119104860633	0.0446503836104729	0.53961257918543	100041120	Gm3150
100041194	153.6	169	-0.138732211720747	1.20856443642948	1.52885850596734	0.228293134850942	0.79446454504059	100041194	Ahnak2
100041231	80.8	77.6	0.0493681723757184	1.54633986327307	0.26204528017058	0.613414584320594	0.939738224680307	100041231	Gm3219
100041244	136.4	118.6	0.180834292776955	1.7142429516019	4.28029947963271	0.0495336666676389	0.548035961203576	100041244	Gm3230
100041286	97.4	95.4	0.0446717201499761	0.424329953684607	0.115944854240262	0.736448713824527	0.96689139190817	100041286	Snhg15
100041294	359.8	373	-0.0515268046022349	3.52713774960171	0.643998551812801	0.430171786334477	0.886121802197139	100041294	Supt4b
100041480	884.6	859.8	0.0431133175298354	4.52680578177017	0.787236567384633	0.383775713206592	0.86643722130344	100041480	Gm9833
100041574	45.6	52.2	-0.181532419575859	0.878412693585076	2.13322017525354	0.157155149694865	0.735357893716276	100041574	9030025P20Rik
100041576	4	4.6	-0.0395738018245247	0.112918404711574	0.0541647461220121	0.817949395091708	0.9772789141901	100041576	Gm3414
100041581	47.4	52.6	-0.154094745551811	3.74982799649147	4.95932243037201	0.0361980328520732	0.508279957166935	100041581	Zkscan16
100041585	517.8	542.2	-0.0755708234191558	1.91322683504012	0.584000771365764	0.452225001783054	0.893697791752576	100041585	Amd2
100041621	1.8	1.6	0.00032953411080066	0.338812317460272	2.70237849145439e-06	0.99870200467776	0.999656777536346	100041621	Gm3435
100041649	1483.2	1524.4	-0.0399852308213764	5.68471610481933	1.00267651932461	0.326691008831815	0.844482157791867	100041649	Mpc1-ps
100041677	220.2	243.4	-0.132621098848438	1.069299604054	0.862928404070586	0.362708000105624	0.857148066730223	100041677	Zfp984
100041781	606.6	655.2	-0.104626145791863	2.39796888788946	1.48056332614102	0.235561869249232	0.798794238616084	100041781	Gm3510
100041797	20.4	22.6	-0.130481606996196	1.69099913399148	1.70588669909386	0.203946735474917	0.776157481451937	NA	NA
100041925	2261	2313.4	-0.0336845867774575	6.05760382601284	0.873306695333977	0.359384552995	0.856462165334056	100041925	Gm14586
100041948	725.8	705.6	0.0384892677418214	3.71311948589268	0.330719647421918	0.570748400934844	0.928068105198812	100041948	Gm9800
100041953	1563.4	1507.8	0.0524122715602753	4.6698225550912	1.66935893318372	0.208694150554462	0.779832128842079	100041953	Sap18b
100041965	3269.8	3291.2	-0.00974623179173663	6.37591683435765	0.0796748346719362	0.780167638177389	0.973290440377696	100041965	Oaz1-ps
100042008	7895.8	7899	-0.00127022927137957	6.69865929305934	0.00168306503653618	0.967616499637132	0.996003059102764	100042008	Gm9794
100042023	7.8	9	-0.158209676142932	0.391627291899953	1.26080295852063	0.272648587938296	0.821218117340449	100042023	Gm10193
100042049	13214	12850.8	0.049289276964864	4.1381677529577	0.505773348893263	0.485096154165059	0.902786840372338	100042049	Gm15421
100042056	31.2	33.2	-0.106138372143249	1.97609526445852	1.50120941878619	0.23241912707164	0.795120961584255	100042056	9130019P16Rik
100042069	1854.4	1856	-0.00194587236754587	4.9610935123481	0.00176570869143981	0.966831438399523	0.995920649043403	100042069	Impdh2-ps
100042100	84.2	84.8	0.0196370885968697	0.510164229710653	0.0194633265388591	0.89021490268265	0.986641131867918	100042100	Gm3667
100042125	94.8	119.6	-0.324695103274701	0.379934359184505	7.19631938034667	0.0130394792460425	0.401228432544282	100042125	Gm15535
100042132	291.2	290.4	-0.0023788319094442	2.84957491865515	0.000845833038022735	0.977052543608818	0.996683563533429	100042132	Gm12371
100042143	367.2	384.4	-0.0494953831438703	2.28973141106318	0.340897672863886	0.564779894770104	0.92512790106608	100042143	Gm3693
100042149	762.2	699.6	0.104662978516987	0.998481401795853	0.809675444034131	0.377190327541984	0.864100112073736	100042149	Gm3696
100042150	120.2	126	-0.0586740383372004	2.96819072907357	0.843040685797328	0.367698893015439	0.859140200091401	100042150	Nrg2
100042165	9.6	9.2	0.00338181878457178	1.38090686882021	0.00062792254629786	0.980216372200535	0.996781521376315	100042165	BC005561
100042173	212.6	230.2	-0.0914669415158821	1.80545485134403	0.990732676762659	0.329531047824081	0.845453479047047	100042173	Rps15a-ps6
100042178	786.6	720.6	0.131820171877734	3.61609817034778	3.78011645568698	0.0638775480678473	0.591433621185747	100042178	Gm13111
100042194	189	197.2	-0.060314733919424	2.35195156612163	0.62558841692696	0.436754323927503	0.88972326268154	100042194	Gm13446
100042277	1989.6	2018.4	-0.0172141288293439	6.09769100581875	0.219211481588407	0.643881637570245	0.946954129979682	100042277	Gm3764
100042332	158	152	0.0451758257678213	1.32481891690964	0.162376108227432	0.690558915381152	0.956119622252562	100042332	2810410L24Rik
100042335	357.2	333	0.100668433545007	2.56829522971879	2.29630528738497	0.142792386694989	0.71704052416001	100042335	Rps15a-ps5
100042355	122.4	121.2	0.00971251900086578	2.59073120470667	0.012844985436051	0.910710697050774	0.991237630479049	100042355	Gm10705
100042424	445.2	460.4	-0.0494528261288649	4.57560122466549	0.98829882426454	0.330113961247622	0.845453479047047	100042424	Pdcd5-ps
100042450	76	74.2	0.0282259369570925	2.52908655190855	0.121349841383017	0.730623774883204	0.965895657400941	100042450	Smim17
100042464	3588.8	3515.6	0.0311026027282142	5.21646284238292	0.334565033146284	0.569411362408014	0.927563601064515	NA	NA
100042480	2050.2	2097	-0.0325303437834209	6.25150191494475	0.484345239110695	0.494551088935612	0.905367253040636	100042480	Nhsl2
100042498	963	919.6	0.0600909084949496	4.16951151949191	1.19174550252474	0.285856935408899	0.826385182499473	100042498	Mir22hg
100042503	485.4	523.8	-0.110731221009293	2.56339707051205	2.30604263969136	0.141985528667827	0.716136875221113	100042503	Gm3873
100042533	188.4	196.6	-0.0552243615984713	2.26980431484965	0.436286627195511	0.515234387660489	0.912200392359625	100042533	Gm11578
100042561	1555	1521.2	0.024541186127789	3.66474662438091	0.186484082489509	0.669728581072239	0.953368303755652	100042561	Gm10177
100042625	412	433	-0.0754980139064556	5.31252023195231	2.46990656783815	0.130291384867252	0.703178889136297	100042625	Gstp-ps
100042648	2.2	3	-0.290940605767806	1.4421802346638	7.36670116751111	0.0121299847906349	0.398470000372357	100042648	Gm3948
100042715	24.4	26.2	-0.090979096171458	1.18209150646939	0.645636649465456	0.429593627160865	0.886036856019284	100042715	Gm3985
100042773	643.4	621.8	0.0479254630703923	4.5186882269354	1.0056594729856	0.325986992950059	0.844476998842516	100042773	Tmed10-ps
100042784	184.6	171.6	0.0928227185192254	1.61756985172586	1.12021089320734	0.300449685564506	0.831999938068962	100042784	Prdm11
100042807	382.6	365.6	0.0542469329755359	3.56503288036896	0.900482566629443	0.352146333372129	0.853755633439875	100042807	Eif3j2
100042880	510.8	521.4	-0.0326702585727104	5.1433820190933	0.621967556075573	0.438067612709548	0.890597443276424	100042880	Rpl17-ps10
100042918	847	833.2	0.026438167689231	3.33224139831308	0.238017782133796	0.630085544254361	0.943160186131814	100042918	Uqcrh-ps1
100042948	51.6	56.8	-0.123358435053722	0.378714383153126	0.607525858109569	0.443368347500279	0.892640302948142	100042948	Gm15760
100042959	2021.8	1940	0.0528701913681366	3.43775186495914	0.875754368187048	0.358723974900493	0.856462165334056	100042959	Gm4130
100043002	126.2	126.8	-0.0191255503482898	2.82274016409876	0.0497478697192923	0.825479002022841	0.979232112781418	100043002	Llph-ps2
100043040	83.2	79.8	0.0616926977562055	1.73803086843034	0.480469198421685	0.494888910363378	0.905367253040636	100043040	1110002L01Rik
100043072	341	369.4	-0.118002777494855	3.25548314900799	4.61291700660965	0.0420796022198062	0.533525061829016	100043072	A230070E04Rik
100043074	10.8	12.6	-0.184158094487724	0.205388622179068	1.34455192822478	0.257682331491623	0.814426606290132	100043074	Gm4211
100043133	88.4	95.2	-0.107722919768747	1.40289297260738	1.32488576679482	0.26109879438162	0.817043077287711	100043133	9130023H24Rik
100043172	690.2	673.2	0.0335193567746398	5.9706655646464	0.879499632870007	0.35771655546722	0.856462165334056	100043172	Gm10080
100043184	119	110.6	0.0714700862029268	1.15926525439644	0.258149568241662	0.616319085539752	0.940085290217145	100043184	Gm11703
100043189	92	92.8	-0.00690945455823435	1.3157626289622	0.00567283349312664	0.940588205112967	0.993044758642544	100043189	Gm4285
100043213	100.8	102.2	-0.0287446354577801	1.87257548998423	0.0833863192728146	0.775248667916168	0.973223264072228	100043213	5330434G04Rik
100043257	578.8	630.6	-0.131951648642554	4.35584380797852	4.53559401242884	0.0455024069119675	0.54042440863773	100043257	Rbm3-ps
100043272	2808.4	2826.2	-0.00802320936002394	5.01943910850503	0.042247492130773	0.838888759299535	0.980819206793658	100043272	Inafm2
100043324	2685.6	2644	0.0267724691595183	4.21807132203273	0.256609712240419	0.617098811665273	0.940085290217145	100043324	Bnip3l-ps
100043364	0.2	0.2	-0.0953319337774827	1.10452866854182	0.485082611032749	0.492845331472027	0.904814353105561	NA	NA
100043387	104	108.4	-0.0769121195034544	0.438412884040235	0.302909455914205	0.587170019038358	0.931506470769446	100043387	Gm14305
100043407	85.2	79.8	0.093166758787415	1.22813207117495	0.686391772091692	0.415588692327859	0.879865359704513	100043407	Gm4419
100043462	176.4	177.2	0.00264273948839912	2.9166339648421	0.00111946484084475	0.973587380433267	0.996283102141539	100043462	Nutf2-ps1
100043468	365.6	387.4	-0.081943709422282	4.05530818467382	2.96393850464835	0.0980560827951464	0.656781009118974	100043468	Zfp955b
100043489	54.8	52.8	0.0444720257466369	2.35439763104992	0.287779556537672	0.596603664221691	0.93350278675535	100043489	1300002E11Rik
100043508	1297.4	1252.2	0.0512488801184989	5.50422918458907	2.24132983816145	0.147451606339879	0.722220357096432	100043508	Ptges3-ps
100043571	114.2	113.2	0.0320351262458518	1.07783456359136	0.10030875444035	0.754208288725392	0.970331446919388	100043571	Gm4524
100043580	82.2	82.2	-0.000639538732847411	0.60563204146495	3.58121901087103e-05	0.995274878466406	0.999284738354642	100043580	Gm4532
100043597	6831.8	6699.6	0.0278998301942431	7.49887564253911	0.879469517496208	0.35772463992945	0.856462165334056	100043597	Srcap
100043600	944.8	1006.2	-0.0531152908831178	0.699858426569311	0.135965619988685	0.715570250925287	0.96273070954419	100043600	Gm4544
100043670	71	75.4	-0.111030968576107	0.203248788686492	0.506459650883502	0.483562034865825	0.902654817132941	100043670	Gm4581
100043674	660.4	646.4	0.0273398647350607	3.03615243151308	0.171003176574394	0.682907516547742	0.954626060470548	100043674	Rbx1-ps
100043718	988.8	983.2	0.0109676018936911	4.46018309955063	0.0364133576648277	0.850382915188523	0.98187090405703	100043718	Gm4604
100043757	1778.4	1842.6	-0.0493023282654993	5.50692264411619	1.93328336383065	0.177208380606155	0.754577271315231	100043757	Zfp831
100043764	8.4	8.6	-0.0510131469185519	0.562186041404502	0.174895854391159	0.679529347667111	0.954626060470548	100043764	Gm4631
100043766	7	6.4	0.162604691986514	0.129139493987832	1.24682488158271	0.275256198343873	0.822873469451054	100043766	Gm14057
100043771	1653	1596	0.0539616164129287	3.75201402498678	1.05803785102511	0.31395745680639	0.838479114045183	100043771	Gm10651
100043772	599.8	568	0.0778164590670346	2.60451350468285	1.31657760691808	0.262559764525899	0.817080089492676	100043772	Zfp850
100043813	5671.4	5645.4	0.00542485992987611	5.65362607729037	0.0102345336935204	0.920519336521103	0.992062101809796	100043813	Rps27rt
100043823	256.6	264.6	-0.0310343171459928	1.4887020080489	0.0932536976998555	0.762723626324061	0.970846940538017	100043823	Gm4673
100043882	201.6	197.2	0.0347372358094504	2.54856581661231	0.165415014567943	0.687837106030712	0.955593764952703	100043882	Gm14277
100043911	331.8	334.8	-0.0114582712694125	3.13360195536412	0.0332093920088859	0.856935066700937	0.982961874233885	100043911	Ppp4r1l-ps
100043915	58	62.8	-0.118224373424084	1.70373619558369	1.5036908918104	0.232044987467652	0.79446454504059	100043915	Gm4724
100044509	34.8	33.6	0.045143646391645	2.08047042904948	0.383754962931567	0.541459403424723	0.918533866376521	100044509	Tgfbr3l
100045469	144	123.2	0.236725194436916	2.46112405905231	9.19892158247837	0.00575271178118588	0.30682544680908	100045469	Gm14204
100045653	9.8	10.6	-0.128201936273012	0.123134112438921	0.803358131092188	0.37902749788625	0.864981132916293	100045653	Gm17769
100045778	18.2	13.4	0.345780952504457	0.199247538718897	3.30948316716219	0.0814281601039133	0.630468641160495	100045778	Rnf223
100046763	18.4	14.6	0.280792156551761	1.25389186684946	4.30008460905851	0.0492332903041645	0.548035961203576	NA	NA
100048534	34.4	32.8	0.0876107742407507	0.26985855262273	0.506337697405757	0.483614148600906	0.902654817132941	100048534	Cfap43
100048895	72	71.8	0.0178703385041369	0.488164887981531	0.0204940846813719	0.887365445709495	0.986303179880969	100048895	9330020H09Rik
100049164	60.8	60.2	0.00416527384023244	1.65120773416459	0.00177948500190738	0.966702376514194	0.995920649043403	100049164	B130046B21Rik
100072	11992	11861.4	0.0159485936111204	8.17685497549007	0.386246590370529	0.540160076055194	0.917563376841497	100072	Camta1
100073351	14.6	12.6	0.169953110152871	0.743769569102952	1.57728129845831	0.221287426852967	0.789750238946367	100073351	Yy2
100087	297	294	0.00531765835423031	3.20603924169631	0.00721996476295824	0.932992464036025	0.992742211907548	100087	Kti12
100088	461.8	467.4	-0.0214893981840665	3.60494455200464	0.186127798154062	0.670024429417861	0.953368303755652	100088	Rcc1
100090	261.4	276.8	-0.0767199626219918	3.43206572485169	1.10987565971164	0.303072966594668	0.832370988842352	100090	Zbtb48
100101806	1569	1561	0.00542911728222098	5.68244558090418	0.0175684608518507	0.895663927885454	0.987167476839083	100101806	Srp54c
100101807	58	55.2	0.0622401199735038	1.61067467072737	0.370481994194817	0.548481583919472	0.919906337197964	100101807	1700047I17Rik2
100101919	285.8	329.2	-0.197748580550108	2.93205316961288	7.98480368647858	0.00937241949112388	0.365010312263002	100101919	Dnah7c
100102	689.8	611	0.180262424915723	2.30556203545749	5.51269928560874	0.0274905417477982	0.480406584046771	100102	Pcsk9
100113398	126.4	125.2	0.0339337919598016	0.27013329372558	0.0622597425670242	0.805090599796266	0.9772789141901	100113398	Adat3
100121	1164.4	1136.2	0.0362882398157042	5.246161393142	1.38184740793065	0.251360427915314	0.808896661086962	100121	Tdrd7
100124467	46.6	47.8	-0.0399908773903516	0.52234103439807	0.0905442829261193	0.779631237494376	0.973223264072228	100124467	Mir568
100125263	452.8	473.8	-0.0715284681423008	3.97036257131756	1.88964945910644	0.181989414773013	0.759084631950653	100125263	Trbc2
100126034	1.8	2.2	-0.177282396129611	0.45118431593705	1.51166098493621	0.230848461053696	0.79446454504059	100126034	Gm10644
100126243	382.4	360.6	0.0840652228327725	2.55491617616617	1.60935359687072	0.216795713327423	0.785901577372135	100126243	A030001D20Rik
100129	380.4	396	-0.053069660884285	4.78630204598598	1.18205290605391	0.287829679812404	0.827337196890493	100129	Gpr153
100141474	129.2	121	0.0983243851299136	1.66121879112701	1.03356182849274	0.319501668369048	0.842640576386583	100141474	4933428G20Rik
100163	623.8	818.8	-0.382596356334467	3.38451069365377	16.8625500749925	0.000665399202791619	0.118736791075927	100163	Pafah2
100169	585	668	-0.182817098833597	3.57158232178081	5.17530859673794	0.0337574040429243	0.506276412008437	100169	Phactr4
100177	790	802.6	-0.0225513367611465	5.09648752356165	0.353057203510029	0.557968666566357	0.923220900056571	100177	Zmym6
100182	219.6	228.6	-0.0416718384787491	2.46961324459031	0.349293675846513	0.560059583852786	0.923620028076401	100182	Akna
100198	725.2	690.6	0.0693262681439034	3.53040761471501	1.19983594215481	0.284266409849844	0.825853422063049	100198	H6pd
100201	1984.4	1919	0.0470258289627546	6.06041651876866	1.79728725958576	0.192640891777302	0.763938523269627	100201	Tmem64
100206	640.4	648.6	-0.0183318874515091	4.08082502336474	0.17482668492086	0.67958898566608	0.954626060470548	100206	Adprhl2
100210	261.2	272.4	-0.0567069256336427	2.77505469718893	0.855858277818653	0.364144396921378	0.858060500994718	100210	Gpn2
100213	5721.6	5760.4	-0.00961500505211274	7.27300586568785	0.120916631813188	0.731085200913528	0.965895657400941	100213	Rusc2
100216343	5	4.2	0.245473805672845	0.31553135545638	2.47076226615651	0.129122854629133	0.701627527028416	100216343	Gm17501
100216534	125.2	127	-0.0233252206417434	0.962787925552131	0.0267697056891892	0.87141331372785	0.984569867026684	100216534	Snord96a
