	WTSD5	WTHC5	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100042023	9	9	9	9	-0.0332276149741835	0.391627291899953	0.0390480832386014	0.845023838478082	0.897553883140742	100042023	Gm10193
100042049	11755	12850.8	11755	12850.8	-0.127683725236178	4.13816775295771	2.50976687873624	0.128654784804961	0.223479901402585	100042049	Gm15421
100042056	56.6	33.2	56.6	33.2	0.744454474267802	1.97609526445851	63.3965438802028	3.52635595259612e-08	1.10563880561441e-06	100042056	9130019P16Rik
100042069	2128	1856	2128	1856	0.194472356646033	4.9610935123481	13.7152022570919	0.00111604621643908	0.00490761545859766	100042069	Impdh2-ps
100042100	77.2	84.8	77.2	84.8	-0.10806409524022	0.510164229710653	0.38189751408871	0.542431850868544	0.660494769285789	100042100	Gm3667
100042125	114	119.6	114	119.6	-0.0570024007868248	0.379934359184505	0.158329441594833	0.711405492184403	0.801329097882899	100042125	Gm15535
100042132	138	290.4	138	290.4	-1.09960078294034	2.84957491865516	103.99093571332	6.10062932564663e-10	4.87198133909623e-08	100042132	Gm12371
100042143	294.6	384.4	294.6	384.4	-0.385912400718145	2.28973141106318	13.9725178231008	0.00102367117905345	0.00458063532507549	100042143	Gm3693
100042149	624.8	699.6	624.8	699.6	-0.206026367583491	0.998481401795853	2.08447218054089	0.161780327067671	0.266268827993181	100042149	Gm3696
100042150	128.8	126	128.8	126	0.0338698515423317	2.96819072907357	0.20596016060097	0.654045131313256	0.755862183417431	100042150	Nrg2
100042165	9	9.2	9	9.2	-0.103190619300777	1.38090686882021	0.477744738687579	0.496102630540845	0.621536571191589	100042165	BC005561
100042173	225.4	230.2	225.4	230.2	-0.0187343136453655	1.80545485134403	0.0302126926605155	0.863471832984453	0.910927806288394	100042173	Rps15a-ps6
100042178	808.4	720.6	808.4	720.6	0.166724586421375	3.61609817034777	4.51545290625919	0.0442643880094387	0.0964607875635901	100042178	Gm13111
100042194	136.2	197.2	136.2	197.2	-0.542284681328184	2.35195156612163	32.9733310963522	6.53450931604523e-06	7.39622534488001e-05	100042194	Gm13446
100042277	2026.4	2018.4	2026.4	2018.4	0.00767274964220533	6.09769100581875	0.0338652587215938	0.855545609665383	0.904811314999887	100042277	Gm3764
100042332	117	152	117	152	-0.391395831674701	1.32481891690965	7.90135114824284	0.0097007478392934	0.0285511320034915	100042332	2810410L24Rik
100042335	353.8	333	353.8	333	0.0820223314129192	2.56829522971879	1.1117887638865	0.302232905233909	0.430433974997627	100042335	Rps15a-ps5
100042355	109	121.2	109	121.2	-0.158718772987348	2.59073120470667	2.40745455959954	0.133896181561773	0.230534295210705	100042355	Gm10705
100042424	452.8	460.4	452.8	460.4	-0.0224646404482109	4.57560122466548	0.152579189802979	0.699541467714405	0.792754643691114	100042424	Pdcd5-ps
100042450	87.4	74.2	87.4	74.2	0.234683754500455	2.52908655190855	6.36597211329476	0.0186968193364872	0.0482405974097796	100042450	Smim17
100042464	3395	3515.6	3395	3515.6	-0.0477005311064182	5.21646284238292	0.595140848611418	0.449417297261509	0.578756054926198	NA	NA
100042480	2760.2	2097	2760.2	2097	0.399242478784402	6.25150191494474	58.3418553145162	2.5295351079211e-07	5.35313330159466e-06	100042480	Nhsl2
100042498	810.8	919.6	810.8	919.6	-0.193830461718352	4.16951151949191	9.06022154068624	0.00607551377176741	0.0194067350402489	100042498	Mir22hg
100042503	461.6	523.8	461.6	523.8	-0.180598738363804	2.56339707051205	4.38564828553081	0.0470229460907884	0.101276957651059	100042503	Gm3873
100042533	178.8	196.6	178.8	196.6	-0.135597352272739	2.26980431484965	1.84622231654699	0.186905147596214	0.297590548948632	100042533	Gm11578
100042561	1539	1521.2	1539	1521.2	0.00248014118123443	3.66474662438091	0.00141664081395917	0.970288587292239	0.98152771061469	100042561	Gm10177
100042625	396.4	433	396.4	433	-0.13140536307186	5.31252023195231	5.68525455412737	0.0261417221540427	0.0633130784206658	100042625	Gstp-ps
100042648	3.2	3	3.2	3	0.039708148316883	1.44218023466379	0.104228231769766	0.749619880041201	0.830777928700776	100042648	Gm3948
100042715	20.4	26.2	20.4	26.2	-0.34870785172321	1.18209150646939	6.35755221190027	0.0187666067322604	0.0483859236990984	100042715	Gm3985
100042773	640	621.8	640	621.8	0.0394536986923899	4.5186882269354	0.511575923116233	0.481384258729057	0.608104184204666	100042773	Tmed10-ps
100042784	168	171.6	168	171.6	-0.0335229350411366	1.61756985172586	0.100630642126679	0.764003026405024	0.840851271122989	100042784	Prdm11
100042807	416.2	365.6	416.2	365.6	0.183387265964767	3.56503288036896	7.79035996067098	0.0101571932043884	0.0295634455449517	100042807	Eif3j2
100042880	507.8	521.4	507.8	521.4	-0.0410145920680426	5.1433820190933	0.743962345970875	0.396963982952565	0.529210374544773	100042880	Rpl17-ps10
100042918	852.6	833.2	852.6	833.2	0.0355091738551767	3.33224139831308	0.31895853831201	0.577495206006916	0.690726976343623	100042918	Uqcrh-ps1
100042948	67.6	56.8	67.6	56.8	0.26261758201266	0.378714383153126	2.07614498269815	0.162586704312169	0.267039989667458	100042948	Gm15760
100042959	1760.8	1940	1760.8	1940	-0.150138511836825	3.43775186495914	5.11422917126997	0.0331071058161979	0.0765770695258962	100042959	Gm4130
100043002	119.6	126.8	119.6	126.8	-0.0913631009753574	2.82274016409876	0.809709125450174	0.377566537215982	0.509461046389078	100043002	Llph-ps2
100043040	89.4	79.8	89.4	79.8	0.145959309615191	1.73803086843034	1.94862720117772	0.175563584710008	0.283340336467001	100043040	1110002L01Rik
100043072	375.6	369.4	375.6	369.4	0.0270494574046706	3.25548314900798	0.181998338170509	0.673478306962325	0.771596024796564	100043072	A230070E04Rik
100043074	11	12.6	11	12.6	-0.132817209434641	0.205388622179068	0.479258646551787	0.495427564995319	0.620852264994135	100043074	Gm4211
100043133	88.8	95.2	88.8	95.2	-0.106617794679959	1.40289297260738	0.895432013293471	0.353475745469472	0.484829989088608	100043133	9130023H24Rik
100043172	647.2	673.2	647.2	673.2	-0.0614320571820244	5.9706655646464	2.26954762957977	0.145037854384873	0.245276371508009	100043172	Gm10080
100043184	93.8	110.6	93.8	110.6	-0.24312836101124	1.15926525439644	2.00305096147486	0.170619458419271	0.277467782627379	100043184	Gm11703
100043189	73	92.8	73	92.8	-0.351999400807855	1.3157626289622	9.47184700039684	0.00517104849764767	0.0170644600422373	100043189	Gm4285
100043213	87.4	102.2	87.4	102.2	-0.245627451704668	1.87257548998422	4.19282357919245	0.0517336474228411	0.109289409507417	100043213	5330434G04Rik
100043257	316.8	630.6	316.8	630.6	-1.0066879720363	4.35584380797852	175.2762176932	1.67358397261809e-11	3.18289246581866e-09	100043257	Rbm3-ps
100043272	2982	2826.2	2982	2826.2	0.0779168236700629	5.01943910850503	3.06847130346992	0.0926440251425293	0.172029385844054	100043272	Inafm2
100043324	2533.8	2644	2533.8	2644	-0.0662697633012018	4.21807132203273	1.17447257685788	0.28929241847007	0.416145761999044	100043324	Bnip3l-ps
100043364	0	0.2	0	0.2	-0.233116236811287	1.10452866854182	1.99111419284734	0.171105016206457	0.278065881051796	NA	NA
100043387	110.6	108.4	110.6	108.4	0.0139099522394562	0.438412884040235	0.00703685309299041	0.933845537735073	0.959059499958985	100043387	Gm14305
100043407	63.4	79.8	63.4	79.8	-0.327670840934591	1.22813207117495	5.33883143268101	0.0297988768198279	0.0703549437363268	100043407	Gm4419
100043462	164.4	177.2	164.4	177.2	-0.101882511992123	2.9166339648421	1.16985037568838	0.290243572068972	0.417190254985919	100043462	Nutf2-ps1
100043468	376.4	387.4	376.4	387.4	-0.044259764581792	4.05530818467382	0.654831424138301	0.426370752155999	0.557817057536459	100043468	Zfp955b
100043489	47	52.8	47	52.8	-0.151123265319772	2.35439763104992	2.26963389402553	0.145030547880044	0.245276371508009	100043489	1300002E11Rik
100043508	1497.8	1252.2	1497.8	1252.2	0.257775074046432	5.50422918458907	44.63222347351	6.68065224382892e-07	1.14818249146615e-05	100043508	Ptges3-ps
100043571	102.2	113.2	102.2	113.2	-0.15136459919801	1.07783456359136	1.49502885320168	0.242049238490111	0.363451038140044	100043571	Gm4524
100043580	65.4	82.2	65.4	82.2	-0.330431816021565	0.60563204146495	5.8586458273143	0.0234663602206836	0.0579898735903165	100043580	Gm4532
100043597	6972.8	6699.6	6972.8	6699.6	0.0560370916041665	7.49887564253911	2.82411707317925	0.105878499684139	0.191123393983913	100043597	Srcap
100043600	690	1006.2	690	1006.2	-0.560716088619914	0.699858426569314	9.09764417494647	0.00598650502488304	0.0191775141023182	100043600	Gm4544
100043670	91.4	75.4	91.4	75.4	0.281727312234141	0.203248788686492	2.45197516151756	0.130518087508447	0.226145820768052	100043670	Gm4581
100043674	659.2	646.4	659.2	646.4	0.0347221565449878	3.03615243151309	0.197679477401734	0.660599259338075	0.760820852149206	100043674	Rbx1-ps
100043718	1021.2	983.2	1021.2	983.2	0.0521468382565076	4.46018309955064	0.617411620681233	0.440241792559228	0.570491829127781	100043718	Gm4604
100043757	2251.6	1842.6	2251.6	1842.6	0.292443126581634	5.50692264411618	53.9110606258887	1.42440778631715e-07	3.36962195473454e-06	100043757	Zfp831
100043764	9.6	8.6	9.6	8.6	0.109561546689483	0.5621860414045	0.586508744206158	0.454465745881209	0.583522632036961	100043764	Gm4631
100043766	9.2	6.4	9.2	6.4	0.501620199682995	0.129139493987832	8.87649254006399	0.00653409807672792	0.0206209287338483	100043766	Gm14057
100043771	1838.6	1596	1838.6	1596	0.211842907778294	3.75201402498678	12.4523727611308	0.00172268150039763	0.00698251217239129	100043771	Gm10651
100043772	614.2	568	614.2	568	0.119468336966449	2.60451350468285	2.32186320250854	0.140686134917152	0.239428215851084	100043772	Zfp850
100043813	5015.4	5645.4	5015.4	5645.4	-0.174578177260024	5.65362607729037	8.07655718031134	0.0106972409730166	0.030812658633715	100043813	Rps27rt
100043823	240.8	264.6	240.8	264.6	-0.126654820289193	1.4887020080489	1.07632790335494	0.309899766341853	0.438931036031861	100043823	Gm4673
100043882	187.6	197.2	187.6	197.2	-0.0725497666922725	2.54856581661231	0.512201737414488	0.481119014565252	0.607928510929815	100043882	Gm14277
100043911	282.8	334.8	282.8	334.8	-0.252567625208847	3.13360195536412	11.3571029820714	0.00254681387365808	0.00954429874627507	100043911	Ppp4r1l-ps
100043915	58.8	62.8	58.8	62.8	-0.109645898376868	1.70373619558369	0.928451387674898	0.344910916329374	0.476291428740305	100043915	Gm4724
100044509	27.6	33.6	27.6	33.6	-0.276913738623657	2.08047042904948	9.48531641417962	0.005144061599683	0.0169948037398441	100044509	Tgfbr3l
100045469	154	123.2	154	123.2	0.33548603665399	2.4611240590523	13.6839375556511	0.00112787550890118	0.00494681272919091	100045469	Gm14204
100045653	6.2	10.6	6.2	10.6	-0.764941859528339	0.123134112438923	15.0056124746931	0.000728414845199507	0.00348395373015012	100045653	Gm17769
100045778	29	13.4	29	13.4	1.05574451898528	0.199247538718894	26.0466313980859	3.23243515142327e-05	0.000271219892181189	100045778	Rnf223
100046763	13	14.6	13	14.6	-0.252366146186151	1.25389186684946	2.34057887854254	0.139379735521021	0.237794463789051	NA	NA
100048534	33.8	32.8	33.8	32.8	0.0680593850339051	0.26985855262273	0.205439177773238	0.654452737404209	0.756151867820979	100048534	Cfap43
100048895	60.4	71.8	60.4	71.8	-0.255134518353619	0.488164887981531	2.71317454090573	0.112604943038706	0.200721951696061	100048895	9330020H09Rik
100049164	57.4	60.2	57.4	60.2	-0.0950160652955988	1.6512077341646	0.632794005674154	0.434159246677949	0.565345743376854	100049164	B130046B21Rik
100072	11901	11861.4	11901	11861.4	0.0041192744405404	8.17685497549007	0.0206304281302561	0.886994064477072	0.92783109313986	100072	Camta1
100073351	11.6	12.6	11.6	12.6	-0.103668221970465	0.743769569102952	0.381841655209175	0.542461146131978	0.660494769285789	100073351	Yy2
