	S3HC5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100038575	63	68.6	-0.108394026953886	2.68089088520371	1.39284315134686	0.250036564370422	0.808827559670532	100038575	Gm10635
100038577	84	84	-0.00264772120967811	0.837734005972399	0.000466433422776905	0.98294860549981	0.996892754700794	100038577	Gm10790
100038591	100.8	103.6	-0.0284840950418705	1.15664310086145	0.0717191745458112	0.791146758324804	0.976260232516592	100038591	F420014N23Rik
100038605	63.2	66.4	-0.0596123166488585	2.20576352375083	0.558828245563575	0.46202240371136	0.894503533008174	100038605	E030047D23Rik
100038614	5.4	6.4	-0.254148260689888	1.19044521095362	7.26693358883048	0.0126537217065865	0.401228432545957	100038614	Gm10791
100038647	5.2	4.4	0.0824148747457347	1.03787033774341	0.344813279355087	0.562568822925657	0.924100400832111	100038647	Gm10572
100038688	106	102.2	0.0478487350963984	0.209998783918795	0.115911487755469	0.73648514080858	0.966891391922887	100038688	Gm10724
100038712	158.4	156.2	0.0176176087828117	2.38651369225328	0.0683401150607529	0.81723354160125	0.977278914182473	100038712	Gm10516
100038713	36.2	34.2	0.0873145617630141	0.662982884803304	0.401770634365634	0.532194075142763	0.916409510408544	100038713	Gm10432
100038725	102.4	98.2	0.0610003428942568	2.81967671386348	0.98697470264183	0.330431691449927	0.845619629641863	100038725	Cep85l
100038739	55.2	58	-0.0867783504441323	1.65449205509512	0.836723916042402	0.369469052782799	0.860523217357727	100038739	Gm10615
100038746	1053.8	1118.8	-0.0810364012645341	3.78132963632192	2.89392315942808	0.101886003095206	0.667267915150933	100038746	Gm1976
100038882	59	59	-0.0125045288326844	0.81456137656619	0.0114347047347567	0.915734221109822	0.991931994260597	100038882	Isg15
100038999	33	31	0.0974099085035919	0.949116358614338	0.636951234643337	0.432673041713225	0.887834495887248	100038999	Gm13552
100039017	269.2	279.8	-0.0593437695063353	2.13455168509027	0.6111735514083	0.442019910948002	0.892297574548312	100039017	Gm2007
100039027	6	6.4	-0.0472652203210588	0.854994916515929	0.165642773525557	0.687634295570996	0.955584965206439	100039027	Gm2011
100039060	35.2	36.8	-0.0642273513496899	1.2246681460235	0.451504136692534	0.508063150489461	0.909894415886845	100039060	0610010B08Rik
100039062	2180	2047.8	0.0787643580394714	1.07538198977574	0.452022325565798	0.507822074305486	0.909894415886845	100039062	Gm2027
100039138	197.2	174	0.193808468522287	0.725532216049761	2.96215976335927	0.0981512922678128	0.656795730758781	100039138	Gm2061
100039239	25	26	-0.0336809186908128	2.11826531165634	0.161385378699255	0.691452693153361	0.956205245583495	100039239	Gm2115
100039252	857.2	882.6	-0.0405811466333388	3.31204231223312	0.652654343875909	0.427130433305847	0.884952854674227	100039252	Gm12693
100039257	974.2	1012.2	-0.0172248749161025	0.415197490348441	0.0127638084732362	0.910992034842675	0.991237630417953	100039257	Tmem254b
100039304	34.2	33.8	0.0149421849174709	1.99500605467273	0.00977269219405565	0.922456932865266	0.992196264157918	100039304	Gm2148
100039307	334.6	369.2	-0.0943409952749177	0.473615091790376	0.638942403289756	0.459350978662931	0.894503533008174	NA	NA
100039419	1033.4	1027.6	0.00341454730100954	5.27006663994115	0.00613662232671222	0.938212245502004	0.99297554376668	100039419	Gm2223
100039422	728.8	811.2	-0.158859056225182	3.71866784350336	7.69831078027334	0.0105537019243544	0.373280771475526	100039422	Gm2225
100039495	22.8	23.2	-0.00653688478472035	1.35350440632677	0.00336242063432135	0.954241395144372	0.994299495190236	100039495	Gm15706
100039503	216.6	230.8	-0.100009492088825	2.28152278355433	1.63381832901555	0.213446024744096	0.783629373038143	100039503	Gm2274
100039571	18.4	21	-0.193322178434219	0.998740531138002	2.59098254627619	0.120599337274837	0.693164546153593	100039571	Gm10335
100039636	9779	9378.6	0.060012707700488	7.15128415682769	2.98612074381803	0.0968776908408686	0.655985385766985	100039636	Atp6v0c-ps2
100039684	242.2	239	-0.0184244475784293	0.822610519750569	0.0150182339898607	0.903526231607327	0.988351709306506	100039684	5031434O11Rik
100039707	167.6	186.8	-0.135544377314546	1.46060209331831	1.72010975250071	0.202134519027479	0.772915255717197	100039707	Mthfsl
100039768	699.8	696.6	0.0136769478095387	4.6290687323883	0.0814235168922902	0.777834903277214	0.973223264071011	100039768	1700024F20Rik
100039786	2247.6	2215.4	0.0205621975533097	4.80376484895754	0.248593015427667	0.622623631525879	0.941064725512397	100039786	Gm2423
100039795	8003.2	7658.2	0.0620668373495726	7.54879026148636	4.28807087625473	0.0493433798913345	0.548035961203724	100039795	Ildr2
100039826	49	42.2	0.213770111999745	3.38119395753974	7.49723878798891	0.01210185459273	0.398451494950614	NA	NA
100039863	28.4	22.8	0.256617313966432	0.556608940169356	2.8601730441839	0.103794040539024	0.670897321688449	100039863	Gm13306
100039864	366.4	318.6	0.189779895448448	3.25728918306472	8.91992676689076	0.00642235710742437	0.320776156324712	100039864	Snhg12
100039968	115.8	102.2	0.170963473826218	1.39302634284346	2.9521513937525	0.0986890049648064	0.658671420111256	100039968	Tmem35b
100039988	64.6	59	0.118647880861328	2.65192921856297	1.3480936300155	0.259132439458686	0.815617441409224	100039988	Gm11826
100040052	231.6	211.2	0.136362681842934	2.49940459750447	2.66917443515918	0.115409991508506	0.690114598782292	100040052	Gm2573
100040123	214.8	219.4	-0.026703703578996	2.57255851352212	0.130262909168675	0.721329101607615	0.964273910603722	100040123	Gm2614
100040220	1244.4	1250.2	-0.0107719034346703	5.04599073485861	0.0729458720103398	0.789412531236207	0.976184006871893	100040220	Gm9892
100040244	6.6	6	0.0873798392114487	1.27853657127761	0.656600512520042	0.425754983621688	0.883033797283381	100040244	Gm14698
100040260	58.8	56.8	0.0556643096529769	0.85354903723588	0.262779845631892	0.612920425536315	0.939689173590836	100040260	Atf1-ps
100040293	42.6	63.2	-0.539269445261868	-0.146468418284405	9.28609750128524	0.00555947709795421	0.303002853194639	100040293	Mindy4b-ps
100040294	22.2	25.8	-0.202597131328212	0.880176707919253	1.45599970832212	0.241492277283984	0.803804866860881	100040294	Gm2694
100040297	7460.6	7433.6	0.0106595059026807	5.4992548315563	0.0457439316646668	0.832740435313764	0.980203787660955	100040297	Gm2695
100040298	648.2	657.2	-0.0213520055337254	5.00774930165609	0.252729403028176	0.61975918602731	0.940669880797936	100040298	Gm15501
100040322	12.6	13.8	-0.11620238222088	1.26204827640954	1.03809628814418	0.318464495058444	0.841656174035399	100040322	3830408C21Rik
100040377	133.2	127.2	0.0300187472347203	1.28203576856245	0.0800629007120388	0.779647583653118	0.973223264071011	NA	NA
100040500	18.6	17.6	0.0670840305393455	2.21654904117562	0.6154442243399	0.440449442907467	0.89123801299674	100040500	Gm2808
100040505	246.6	257.4	-0.0684908803640628	2.34575871457218	0.859462818593609	0.363153715942986	0.857403431924195	100040505	Gm9923
100040525	89.2	85.4	0.0389252779559737	3.19271177965646	0.0884777861688345	0.77056401851927	0.971375353120485	100040525	Tmem181c-ps
100040529	161.6	185.2	-0.200268155457878	1.27889124884906	3.15880010446128	0.0882438476549813	0.643205534041906	100040529	Gm2824
100040543	2095.2	2188.2	-0.062311284370221	4.59822329413191	1.14755029840681	0.296047215033775	0.830803062832046	100040543	Gm2830
100040591	346.6	334	0.0147960990283925	0.410479309695731	0.00915987771946084	0.92455076252128	0.9927422119103	100040591	Kcnj13
100040608	78	71.2	0.111546566393561	1.09113135175005	0.814951638298784	0.375665875526389	0.863731627947256	100040608	Fancf
100040724	286.2	310.2	-0.114413195086705	4.56897181584582	6.52420887428664	0.0174373092901966	0.435300290985322	100040724	Mirg
100040792	20.6	28.8	-0.456068668469115	0.0820057083135334	7.28629389556124	0.0125501695111308	0.401228432545957	100040792	Gm11627
100040852	11	12	-0.134564354891234	0.103097359456246	1.00534866285903	0.326060250446556	0.844476998841713	100040852	Gm3002
100040961	115.4	111.6	0.0478034147873467	3.0201361307204	0.303453493604382	0.587465503186517	0.931566251569712	100040961	Gm10145
100040972	66.2	65.4	0.0187466833070525	0.358971084626363	0.0171569559123698	0.896883449589592	0.987172813003957	100040972	Tceal7
100040999	257	247	0.0633737759891027	0.283329677595913	0.216756945639144	0.645735331891493	0.947024609366709	100040999	Gm3086
100041098	1239.4	1180.6	0.0707430775051613	4.37316730193495	2.16733009232778	0.154013140579269	0.732327435043102	100041098	Tma7-ps
100041106	175.2	175.8	-0.00949795415590128	2.89879910398959	0.0145818650689619	0.904893876894445	0.988686680522512	100041106	Gm3141
100041120	7.4	8.8	-0.217890960558806	1.30405803165243	4.49119104860643	0.0446503836104649	0.539612579185334	100041120	Gm3150
100041194	153.6	169	-0.13873221172075	1.20856443642948	1.52885850596708	0.228293134850975	0.794464545057247	100041194	Ahnak2
100041231	80.8	77.6	0.0493681723756723	1.54633986327308	0.262045280170362	0.613414584320738	0.939738224692562	100041231	Gm3219
100041244	136.4	118.6	0.18083429277692	1.7142429516019	4.28029947963265	0.0495336666676343	0.548035961203724	100041244	Gm3230
100041286	97.4	95.4	0.0446717201499864	0.424329953684607	0.115944854240178	0.736448713824617	0.966891391922887	100041286	Snhg15
100041294	359.8	373	-0.0515268046022323	3.52713774960171	0.643998551814424	0.4301717863339	0.886121802198953	100041294	Supt4b
100041480	884.6	859.8	0.0431133175298354	4.52680578177016	0.787236567389191	0.383775713205232	0.866437221297709	100041480	Gm9833
100041574	45.6	52.2	-0.181532419575859	0.878412693585076	2.13322017525345	0.157155149694867	0.735357893716284	100041574	9030025P20Rik
100041576	4	4.6	-0.0395738018245272	0.112918404711574	0.0541647461220317	0.817949395091675	0.977278914182473	100041576	Gm3414
100041581	47.4	52.6	-0.154094745551816	3.74982799649147	4.95932243037169	0.0361980328520768	0.508279957168578	100041581	Zkscan16
100041585	517.8	542.2	-0.0755708234191968	1.91322683504012	0.584000771366719	0.452225001782685	0.893697791752006	100041585	Amd2
100041621	1.8	1.6	0.000329534110785283	0.338812317460272	2.70237855638149e-06	0.998702004662167	0.999656778305584	100041621	Gm3435
100041649	1483.2	1524.4	-0.0399852308213764	5.68471610481933	1.00267651932333	0.326691008832114	0.844482157791775	100041649	Mpc1-ps
100041677	220.2	243.4	-0.132621098848448	1.069299604054	0.862928404070629	0.362708000105609	0.857148066732956	100041677	Zfp984
100041781	606.6	655.2	-0.104626145791878	2.39796888788946	1.48056332614221	0.235561869249044	0.798794238620292	100041781	Gm3510
100041797	20.4	22.6	-0.130481606996196	1.69099913399148	1.70588669909441	0.203946735474841	0.776157481451644	NA	NA
100041925	2261	2313.4	-0.0336845867774601	6.05760382601284	0.873306695334533	0.359384552994845	0.856462165334671	100041925	Gm14586
100041948	725.8	705.6	0.0384892677418188	3.71311948589268	0.330719647422559	0.570748400934476	0.928068105198212	100041948	Gm9800
100041953	1563.4	1507.8	0.0524122715602779	4.66982255509121	1.6693589331859	0.208694150554168	0.779832128844194	100041953	Sap18b
100041965	3269.8	3291.2	-0.00974623179173406	6.37591683435765	0.0796748346729793	0.780167638175989	0.973290440375948	100041965	Oaz1-ps
100042008	7895.8	7899	-0.00127022927137445	6.69865929305934	0.00168306503798006	0.967616499623249	0.996003059064929	100042008	Gm9794
100042023	7.8	9	-0.158209676142939	0.391627291899953	1.26080295852082	0.272648587938253	0.821218117338277	100042023	Gm10193
100042049	13214	12850.8	0.0492892769648678	4.13816775295771	0.505773348895432	0.485096154164132	0.902786840372802	100042049	Gm15421
100042056	31.2	33.2	-0.106138372143254	1.97609526445851	1.50120941878613	0.232419127071643	0.795120961584266	100042056	9130019P16Rik
100042069	1854.4	1856	-0.0019458723675433	4.9610935123481	0.00176570869251076	0.96683143838947	0.995920649043841	100042069	Impdh2-ps
100042100	84.2	84.8	0.0196370885968876	0.510164229710653	0.019463326538812	0.890214902682781	0.986641131871295	100042100	Gm3667
100042125	94.8	119.6	-0.324695103274699	0.379934359184505	7.1963193803432	0.0130394792460583	0.401228432545957	100042125	Gm15535
100042132	291.2	290.4	-0.00237883190947239	2.84957491865516	0.000845833038055386	0.977052543608375	0.996683563629807	100042132	Gm12371
100042143	367.2	384.4	-0.0494953831438523	2.28973141106318	0.340897672863256	0.564779894770459	0.925127901066661	100042143	Gm3693
100042149	762.2	699.6	0.104662978516964	0.998481401795853	0.809675444033726	0.377190327542097	0.864100112072083	100042149	Gm3696
100042150	120.2	126	-0.0586740383371953	2.96819072907357	0.843040685798105	0.367698893015217	0.859140200095523	100042150	Nrg2
100042165	9.6	9.2	0.00338181878455896	1.38090686882021	0.000627922546560544	0.980216372196398	0.996781521304966	100042165	BC005561
100042173	212.6	230.2	-0.0914669415158437	1.80545485134403	0.990732676763212	0.329531047823944	0.845453479044631	100042173	Rps15a-ps6
100042178	786.6	720.6	0.131820171877742	3.61609817034777	3.78011645568978	0.0638775480677427	0.591433621186765	100042178	Gm13111
100042194	189	197.2	-0.0603147339194368	2.35195156612163	0.625588416928277	0.436754323927022	0.88972326267792	100042194	Gm13446
100042277	1989.6	2018.4	-0.0172141288293465	6.09769100581875	0.219211481579865	0.643881637576671	0.946954129989134	100042277	Gm3764
100042332	158	152	0.0451758257678085	1.32481891690965	0.162376108227548	0.690558915381046	0.956119622253243	100042332	2810410L24Rik
100042335	357.2	333	0.100668433545012	2.56829522971879	2.29630528738493	0.142792386694985	0.717040524159275	100042335	Rps15a-ps5
100042355	122.4	121.2	0.00971251900086066	2.59073120470667	0.0128449854360084	0.910710697050921	0.991237630417953	100042355	Gm10705
100042424	445.2	460.4	-0.0494528261288675	4.57560122466548	0.988298824264882	0.330113961247535	0.845453479044631	100042424	Pdcd5-ps
100042450	76	74.2	0.0282259369570848	2.52908655190855	0.121349841383578	0.730623774882606	0.965895657400725	100042450	Smim17
100042464	3588.8	3515.6	0.0311026027282142	5.21646284238292	0.334565033143972	0.569411362409339	0.927563601066672	NA	NA
100042480	2050.2	2097	-0.0325303437834209	6.25150191494474	0.484345239113383	0.494551088934431	0.90536725304208	100042480	Nhsl2
100042498	963	919.6	0.060090908494947	4.16951151949191	1.19174550252318	0.285856935409201	0.826385182499458	100042498	Mir22hg
100042503	485.4	523.8	-0.110731221009299	2.56339707051205	2.30604263969416	0.141985528667588	0.716136875221207	100042503	Gm3873
100042533	188.4	196.6	-0.0552243615984636	2.26980431484965	0.436286627195866	0.515234387660316	0.912200392361675	100042533	Gm11578
100042561	1555	1521.2	0.0245411861277839	3.66474662438091	0.18648408248914	0.669728581072543	0.953368303764932	100042561	Gm10177
100042625	412	433	-0.0754980139064556	5.31252023195231	2.46990656783546	0.130291384867459	0.703178889136877	100042625	Gstp-ps
100042648	2.2	3	-0.290940605767791	1.44218023466379	7.36670116751114	0.0121299847906314	0.398470000372242	100042648	Gm3948
100042715	24.4	26.2	-0.0909790961714733	1.18209150646939	0.645636649466321	0.429593627160556	0.886036856018646	100042715	Gm3985
100042773	643.4	621.8	0.0479254630703898	4.5186882269354	1.00565947298406	0.325986992950416	0.844476998841713	100042773	Tmed10-ps
100042784	184.6	171.6	0.0928227185192203	1.61756985172586	1.12021089320709	0.300449685564553	0.8319999380692	100042784	Prdm11
100042807	382.6	365.6	0.0542469329755308	3.56503288036896	0.900482566629599	0.352146333372083	0.853755633440122	100042807	Eif3j2
100042880	510.8	521.4	-0.0326702585727104	5.1433820190933	0.621967556072499	0.438067612710662	0.89059744327582	100042880	Rpl17-ps10
100042918	847	833.2	0.0264381676892387	3.33224139831308	0.238017782132284	0.63008554425544	0.943160186132093	100042918	Uqcrh-ps1
100042948	51.6	56.8	-0.123358435053722	0.378714383153126	0.607525858109275	0.443368347500384	0.892640302948031	100042948	Gm15760
100042959	2021.8	1940	0.0528701913681315	3.43775186495914	0.875754368187294	0.358723974900422	0.856462165334671	100042959	Gm4130
100043002	126.2	126.8	-0.0191255503483078	2.82274016409876	0.0497478697192413	0.82547900202293	0.979232112780808	100043002	Llph-ps2
100043040	83.2	79.8	0.0616926977562286	1.73803086843034	0.480469198420745	0.494888910363792	0.90536725304208	100043040	1110002L01Rik
100043072	341	369.4	-0.118002777494855	3.25548314900798	4.61291700661298	0.0420796022197324	0.533525061828081	100043072	A230070E04Rik
100043074	10.8	12.6	-0.184158094487727	0.205388622179068	1.34455192822452	0.257682331491661	0.814426606288244	100043074	Gm4211
100043133	88.4	95.2	-0.10772291976876	1.40289297260738	1.32488576679503	0.261098794381578	0.817043077287578	100043133	9130023H24Rik
100043172	690.2	673.2	0.0335193567746398	5.9706655646464	0.87949963287606	0.35771655546559	0.856462165334671	100043172	Gm10080
100043184	119	110.6	0.071470086202873	1.15926525439644	0.258149568241678	0.61631908553974	0.94008529021657	100043184	Gm11703
100043189	92	92.8	-0.00690945455824204	1.3157626289622	0.00567283349354765	0.940588205110766	0.993044758638983	100043189	Gm4285
100043213	100.8	102.2	-0.028744635457798	1.87257548998422	0.0833863192731352	0.775248667915747	0.973223264071011	100043213	5330434G04Rik
100043257	578.8	630.6	-0.131951648642554	4.35584380797852	4.5355940124283	0.0455024069119764	0.540424408636961	100043257	Rbm3-ps
100043272	2808.4	2826.2	-0.0080232093600265	5.01943910850503	0.0422474921287706	0.838888759303297	0.980819206793704	100043272	Inafm2
100043324	2685.6	2644	0.0267724691595234	4.21807132203273	0.25660971224144	0.617098811664573	0.94008529021657	100043324	Bnip3l-ps
100043364	0.2	0.2	-0.0953319337774571	1.10452866854182	0.48508261103336	0.492845331471754	0.904814353103193	NA	NA
100043387	104	108.4	-0.0769121195034698	0.438412884040235	0.302909455914421	0.587170019038222	0.931506470769231	100043387	Gm14305
100043407	85.2	79.8	0.0931667587874073	1.22813207117495	0.686391772092031	0.415588692327741	0.879865359705181	100043407	Gm4419
100043462	176.4	177.2	0.0026427394884145	2.9166339648421	0.00111946484100225	0.973587380431409	0.996283102212005	100043462	Nutf2-ps1
100043468	365.6	387.4	-0.081943709422282	4.05530818467382	2.96393850464887	0.0980560827951116	0.656781009118924	100043468	Zfp955b
100043489	54.8	52.8	0.044472025746624	2.35439763104992	0.287779556538293	0.596603664221295	0.933502786755504	100043489	1300002E11Rik
100043508	1297.4	1252.2	0.0512488801184963	5.50422918458907	2.24132983815002	0.147451606340859	0.722220357091411	100043508	Ptges3-ps
100043571	114.2	113.2	0.0320351262458774	1.07783456359136	0.100308754441167	0.754208288724424	0.970331446924914	100043571	Gm4524
100043580	82.2	82.2	-0.000639538732847411	0.60563204146495	3.58121900048392e-05	0.995274878473258	0.999284738361522	100043580	Gm4532
100043597	6831.8	6699.6	0.0278998301942431	7.49887564253911	0.879469517505345	0.357724639926992	0.856462165334671	100043597	Srcap
100043600	944.8	1006.2	-0.0531152908831075	0.699858426569314	0.135965619988699	0.715570250925272	0.962730709544917	100043600	Gm4544
100043670	71	75.4	-0.111030968576109	0.203248788686492	0.506459650883174	0.483562034865962	0.902654817133101	100043670	Gm4581
100043674	660.4	646.4	0.0273398647350607	3.03615243151309	0.171003176573882	0.682907516548187	0.954626060465902	100043674	Rbx1-ps
100043718	988.8	983.2	0.0109676018936885	4.46018309955064	0.0364133576636673	0.850382915190876	0.98187090405335	100043718	Gm4604
100043757	1778.4	1842.6	-0.0493023282654993	5.50692264411618	1.93328336383593	0.17720838060558	0.754577271315514	100043757	Zfp831
100043764	8.4	8.6	-0.0510131469185596	0.5621860414045	0.174895854391116	0.679529347667146	0.954626060465902	100043764	Gm4631
100043766	7	6.4	0.162604691986514	0.129139493987832	1.24682488158213	0.275256198343976	0.822873469451871	100043766	Gm14057
100043771	1653	1596	0.0539616164129364	3.75201402498678	1.0580378510224	0.31395745680699	0.838479114048588	100043771	Gm10651
100043772	599.8	568	0.0778164590670397	2.60451350468285	1.31657760691815	0.262559764525881	0.817080089494072	100043772	Zfp850
100043813	5671.4	5645.4	0.00542485992987867	5.65362607729037	0.010234533693563	0.920519336520938	0.992062101809521	100043813	Rps27rt
100043823	256.6	264.6	-0.0310343171459723	1.4887020080489	0.0932536976996407	0.762723626324324	0.97084694053609	100043823	Gm4673
100043882	201.6	197.2	0.0347372358094632	2.54856581661231	0.16541501456888	0.687837106029876	0.955593764951541	100043882	Gm14277
100043911	331.8	334.8	-0.0114582712694176	3.13360195536412	0.033209392007948	0.856935066702933	0.982961874234148	100043911	Ppp4r1l-ps
100043915	58	62.8	-0.11822437342412	1.70373619558369	1.50369089181099	0.232044987467557	0.794464545057247	100043915	Gm4724
100044509	34.8	33.6	0.0451436463916476	2.08047042904948	0.383754962931813	0.541459403424592	0.91853386637609	100044509	Tgfbr3l
100045469	144	123.2	0.236725194436952	2.4611240590523	9.19892158248501	0.00575271178116868	0.306825446808163	100045469	Gm14204
100045653	9.8	10.6	-0.128201936273027	0.123134112438923	0.803358131091993	0.379027497886302	0.864981132914451	100045653	Gm17769
100045778	18.2	13.4	0.345780952504457	0.199247538718894	3.30948316716238	0.081428160103898	0.630468641160403	100045778	Rnf223
100046763	18.4	14.6	0.280792156551753	1.25389186684946	4.30008460905862	0.0492332903041577	0.548035961203724	NA	NA
100048534	34.4	32.8	0.0876107742407533	0.26985855262273	0.506337697405548	0.483614148600992	0.902654817133101	100048534	Cfap43
100048895	72	71.8	0.0178703385041343	0.488164887981531	0.020494084680809	0.88736544571103	0.986303179885181	100048895	9330020H09Rik
100049164	60.8	60.2	0.00416527384019656	1.6512077341646	0.00177948500180819	0.966702376515121	0.995920649043841	100049164	B130046B21Rik
100072	11992	11861.4	0.0159485936111192	8.17685497549007	0.386246590342162	0.540160076069951	0.917563376841008	100072	Camta1
100073351	14.6	12.6	0.169953110152871	0.743769569102952	1.57728129845844	0.221287426852941	0.789750238946275	100073351	Yy2
100087	297	294	0.0053176583542175	3.20603924169631	0.00721996476249102	0.932992464038188	0.9927422119103	100087	Kti12
100088	461.8	467.4	-0.0214893981840639	3.60494455200464	0.186127798151344	0.670024429420117	0.953368303764932	100088	Rcc1
100090	261.4	276.8	-0.0767199626219867	3.4320657248517	1.10987565971235	0.303072966594509	0.832370988842384	100090	Zbtb48
100101806	1569	1561	0.00542911728222098	5.68244558090418	0.0175684608507469	0.895663927888712	0.987167476827915	100101806	Srp54c
100101807	58	55.2	0.0622401199734782	1.61067467072737	0.370481994194348	0.54848158391972	0.919906337198379	100101807	1700047I17Rik2
100101919	285.8	329.2	-0.197748580550113	2.93205316961288	7.98480368648321	0.00937241949110309	0.365010312262058	100101919	Dnah7c
100102	689.8	611	0.18026242491572	2.3055620354575	5.51269928561253	0.0274905417477451	0.48040658404712	100102	Pcsk9
100113398	126.4	125.2	0.0339337919598144	0.27013329372558	0.0622597425671996	0.805090599795997	0.977278914182473	100113398	Adat3
100121	1164.4	1136.2	0.0362882398157067	5.24616139314201	1.38184740792147	0.25136042791684	0.808896661077575	100121	Tdrd7
100124467	46.6	47.8	-0.0399908773903464	0.522341034398067	0.090544282926626	0.779631237494337	0.973223264071011	100124467	Mir568
100125263	452.8	473.8	-0.0715284681423034	3.97036257131757	1.88964945910904	0.181989414772717	0.759084631951178	100125263	Trbc2
100126034	1.8	2.2	-0.177282396129596	0.45118431593705	1.51166098493576	0.230848461053756	0.794464545057247	100126034	Gm10644
100126243	382.4	360.6	0.0840652228327725	2.55491617616617	1.60935359687186	0.216795713327258	0.785901577372298	100126243	A030001D20Rik
100129	380.4	396	-0.0530696608842901	4.78630204598598	1.1820529060538	0.287829679812418	0.827337196890033	100129	Gpr153
100141474	129.2	121	0.0983243851299162	1.66121879112701	1.03356182849319	0.319501668368938	0.842640576388086	100141474	4933428G20Rik
100163	623.8	818.8	-0.382596356334462	3.38451069365377	16.8625500749902	0.000665399202792378	0.118736791076062	100163	Pafah2
100169	585	668	-0.182817098833587	3.57158232178081	5.17530859673614	0.0337574040429545	0.5062764120098	100169	Phactr4
100177	790	802.6	-0.022551336761149	5.09648752356165	0.353057203506014	0.557968666568577	0.923220900057105	100177	Zmym6
100182	219.6	228.6	-0.0416718384787235	2.46961324459031	0.349293675844928	0.560059583853666	0.923620028118751	100182	Akna
100198	725.2	690.6	0.069326268143906	3.53040761471501	1.1998359421534	0.284266409850115	0.82585342206307	100198	H6pd
100201	1984.4	1919	0.0470258289627546	6.06041651876866	1.79728725958881	0.192640891776931	0.763938523268892	100201	Tmem64
100206	640.4	648.6	-0.0183318874515091	4.08082502336475	0.174826684921254	0.679588985665738	0.954626060465902	100206	Adprhl2
100210	261.2	272.4	-0.0567069256336427	2.77505469718893	0.855858277818429	0.364144396921435	0.858060500994852	100210	Gpn2
100213	5721.6	5760.4	-0.00961500505211018	7.27300586568785	0.120916631807907	0.731085200919157	0.965895657400725	100213	Rusc2
100216343	5	4.2	0.24547380567285	0.315531355456377	2.47076226615624	0.129122854629146	0.701627527025243	100216343	Gm17501
100216534	125.2	127	-0.0233252206417562	0.962787925552131	0.0267697056886356	0.871413313729167	0.984569867223326	100216534	Snord96a
