	S3SD5	S3HC5	logFC	logCPM	F	PValue	FDR	check	gene
100038575	69.8	63	0.127076279925768	2.68089088520371	1.49071310178299	0.234524701552464	0.34964621312422	100038575	Gm10635
100038577	52.4	84	-0.682612918190561	0.837734005972399	18.9267704263683	0.000218208308713102	0.00121320922074443	100038577	Gm10790
100038591	101	100.8	0.00182493685215812	1.15664310086145	0.000215400362027183	0.988412033934559	0.992701758563662	100038591	F420014N23Rik
100038605	50.6	63.2	-0.322131464030434	2.20576352375083	11.6117520287007	0.0023225833275783	0.00859903161291414	100038605	E030047D23Rik
100038614	5.8	5.4	0.0640829948027088	1.19044521095362	0.335361627324682	0.583898533404693	0.692798341966133	100038614	Gm10791
100038647	8.8	5.2	0.711719316118055	1.03787033774341	22.6059257282756	7.82136141244532e-05	0.000520727581093895	100038647	Gm10572
100038688	132.2	106	0.332551628262564	0.209998783918795	4.50214368933117	0.0444119841923145	0.0947919107377013	100038688	Gm10724
100038712	171.2	158.4	0.112072686152693	2.38651369225328	2.19617905325687	0.151414374977931	0.249491948920544	100038712	Gm10516
100038713	31.8	36.2	-0.224694323937407	0.662982884803304	1.93441667973968	0.177086254262481	0.28192584195505	100038713	Gm10432
100038725	86.6	102.4	-0.233854281894467	2.81967671386348	11.0990870821454	0.00279836476266298	0.0100216958076141	100038725	Cep85l
100038739	56.4	55.2	0.0369095038456137	1.65449205509512	0.112702745506535	0.740016013150368	0.817189353967104	100038739	Gm10615
100038746	996.4	1053.8	-0.0888441112160252	3.78132963632192	2.73336729308379	0.111344361899895	0.19593029058937	100038746	Gm1976
100038882	64.8	59	0.121574532389402	0.81456137656619	0.79539733178064	0.388088359931644	0.514343403122316	100038882	Isg15
100038999	25	33	-0.414146515445727	0.949116358614338	7.71250157130774	0.0104914782676539	0.0296121513143271	100038999	Gm13552
100039017	245.6	269.2	-0.135477012206646	2.13455168509027	2.44033095497896	0.131391788699393	0.223717388839795	100039017	Gm2007
100039027	6.8	6	0.143812682484257	0.854994916515929	1.17074019080554	0.290041972416382	0.411571438180481	100039027	Gm2011
100039060	32.6	35.2	-0.119192401526622	1.2246681460235	1.14641191504837	0.294991698548857	0.416961513370697	100039060	0610010B08Rik
100039062	1768.6	2180	-0.276803279086408	1.07538198977574	4.08060858219691	0.0547191385871653	0.111836881948372	100039062	Gm2027
100039138	127.6	197.2	-0.663345492329192	0.725532216049761	22.9914565246946	7.0599571958519e-05	0.000479307756265117	100039138	Gm2061
100039239	24	25	-0.0461956027784517	2.11826531165634	0.227616303497639	0.637629074606483	0.73571410907337	100039239	Gm2115
100039252	880.6	857.2	0.0440166275938246	3.31204231223312	0.612866984969832	0.441396117141971	0.566451165512745	100039252	Gm12693
100039257	712.2	974.2	-0.425162637936384	0.415197490348441	5.35315406239309	0.0296007763602341	0.068454170448048	100039257	Tmem254b
100039304	36.8	34.2	0.106355888591678	1.99500605467273	0.372154254289002	0.55023997713386	0.663910489430258	100039304	Gm2148
100039307	289.8	334.6	-0.215636044089708	0.473615091790376	2.336422897818	0.14334782863065	0.239436533276012	NA	NA
100039419	1003	1033.4	-0.0428559624573844	5.27006663994115	0.773920850444571	0.387763802041517	0.514007519690763	100039419	Gm2223
100039422	790.4	728.8	0.121387118780117	3.71866784350336	3.56531863346899	0.0711920866318869	0.137789290329043	100039422	Gm2225
100039495	17.2	22.8	-0.378628173606165	1.35350440632677	7.42009935034128	0.011859521176216	0.0326721969415405	100039495	Gm15706
100039503	309	216.6	0.504485002972127	2.28152278355433	34.9046433424585	4.3386621351599e-06	4.67295249639353e-05	100039503	Gm2274
100039571	22.8	18.4	0.264810745242193	0.998740531138002	3.63311044514638	0.068731798262374	0.134032570437716	100039571	Gm10335
100039636	9668.2	9779	-0.0142169578761282	7.15128415682769	0.141288562274349	0.710317956590294	0.795270003451286	100039636	Atp6v0c-ps2
100039684	230	242.2	-0.074060269915952	0.822610519750569	0.175621480452449	0.679041839775092	0.770518978812151	100039684	5031434O11Rik
100039707	148.2	167.6	-0.165913186171586	1.46060209331831	1.85442223735486	0.185964629152043	0.293410408226573	100039707	Mthfsl
100039768	579.4	699.8	-0.269418914676537	4.6290687323883	24.4238924320042	4.86286291593212e-05	0.00035056269619393	100039768	1700024F20Rik
100039786	2212.2	2247.6	-0.0245279573195481	4.80376484895754	0.285085499660391	0.598317041103317	0.704240595448481	100039786	Gm2423
100039795	8213.2	8003.2	0.0378728004889331	7.54879026148636	1.3596481068436	0.255098949788435	0.372557362861679	100039795	Ildr2
100039826	61.8	49	0.328324091273878	3.38119395753974	14.1750331222933	0.00108941210768371	0.00459479504069458	NA	NA
100039863	22.2	28.4	-0.306824282919433	0.556608940169356	3.09073901313839	0.0915362317516413	0.168093595952004	100039863	Gm13306
100039864	355.2	366.4	-0.0455865466526979	3.25728918306472	0.405462013091289	0.530331866929041	0.647096371709932	100039864	Snhg12
100039968	122.2	115.8	0.0737306792619289	1.39302634284346	0.427100393842945	0.519651492846996	0.638455865596905	100039968	Tmem35b
100039988	69.6	64.6	0.10541858690863	2.65192921856297	0.830492765214635	0.372864414515303	0.498924481337178	100039988	Gm11826
100040052	246.2	231.6	0.0874064591384374	2.49940459750447	0.872514930890253	0.359598606663433	0.485261717926736	100040052	Gm2573
100040123	233.8	214.8	0.109721216977695	2.57255851352212	1.69990044367748	0.20471549116326	0.31538666694455	100040123	Gm2614
100040220	1223.8	1244.4	-0.0239938886987094	5.04599073485861	0.292544645481107	0.593598436932421	0.700340527909658	100040220	Gm9892
100040244	6.2	6.6	-0.0635404737005163	1.27853657127761	0.256103587424506	0.617444368050994	0.719604974666108	100040244	Gm14698
100040260	52.4	58.8	-0.160643376670717	0.85354903723588	1.59713856923014	0.218492817026237	0.331870517657517	100040260	Atf1-ps
100040293	62	42.6	0.552160384281873	-0.146468418284405	7.42024490239697	0.0118587930956465	0.0326721969415405	100040293	Mindy4b-ps
100040294	21	22.2	-0.00557508760067663	0.880176707919253	0.000750558115644081	0.978412159679881	0.986603136320148	100040294	Gm2694
100040297	7388	7460.6	-0.0205287229550438	5.4992548315563	0.139596607285053	0.71249220854925	0.796955319301034	100040297	Gm2695
100040298	655.8	648.2	0.00808409950562454	5.00774930165609	0.0294163553638637	0.865264594525453	0.910426909024598	100040298	Gm15501
100040322	12.2	12.6	-0.0061747378109607	1.26204827640954	0.00207038291005835	0.964085528526309	0.976927385678581	100040322	3830408C21Rik
100040377	117.4	133.2	-0.161525390332065	1.28203576856245	1.68038893498349	0.207246268142168	0.31833555363729	NA	NA
100040500	18.4	18.6	0.00227445518258962	2.21654904117562	0.000549539163106589	0.981492058056256	0.988260968801472	100040500	Gm2808
100040505	279.4	246.6	0.165751615513367	2.34575871457218	4.02580941976904	0.0562475262926531	0.114426705845743	100040505	Gm9923
100040525	80.6	89.2	-0.124463394391747	3.19271177965646	0.681749707023394	0.423067821559906	0.549417995761625	100040525	Tmem181c-ps
100040529	157	161.6	-0.0378206752057275	1.27889124884906	0.0811200108448402	0.778237817929134	0.848250465300332	100040529	Gm2824
100040543	1885.8	2095.2	-0.156412319054193	4.59822329413191	5.74310539153843	0.0257980433679315	0.0614980530891381	100040543	Gm2830
100040591	439.6	346.6	0.364604989336554	0.410479309695731	4.77466295725819	0.0389169331622755	0.0852409989282512	100040591	Kcnj13
100040608	71.4	78	-0.115548862781804	1.09113135175005	0.633265596362125	0.433990250676445	0.559780035987625	100040608	Fancf
100040724	324.4	286.2	0.178908720478583	4.56897181584582	12.7899314214851	0.00153136782143873	0.00611616205887689	100040724	Mirg
100040792	51.4	20.6	1.27911006116022	0.0820057083135334	52.3285443744387	1.82851950202059e-07	3.59095392421272e-06	100040792	Gm11627
100040852	10.2	11	-0.104486695832242	0.103097359456246	0.40903704065074	0.543735376372127	0.658993051323387	100040852	Gm3002
100040961	98.6	115.4	-0.242004644412457	3.0201361307204	5.98806757760576	0.0231649751715168	0.056339651881054	100040961	Gm10145
100040972	65.8	66.2	0.0138584445822983	0.358971084626363	0.00686746606552823	0.934644683623339	0.957906421122579	100040972	Tceal7
100040999	272.8	257	0.107180784221958	0.283329677595913	0.49056797391832	0.490434337089131	0.611664183435192	100040999	Gm3086
100041098	1159	1239.4	-0.0949597967582508	4.37316730193495	3.1415435732276	0.0890655059991302	0.164538960085817	100041098	Tma7-ps
100041106	154.8	175.2	-0.168810905466603	2.89879910398959	3.46161992642374	0.0751525947019431	0.143866718440409	100041106	Gm3141
100041120	9.4	7.4	0.336515319549008	1.30405803165243	8.41563425033813	0.00786066996171256	0.0234312484278394	100041120	Gm3150
100041194	140.6	153.6	-0.0929230458253484	1.20856443642948	0.4826989699452	0.493899379928694	0.614885584624405	100041194	Ahnak2
100041231	61.2	80.8	-0.405773303931797	1.54633986327308	12.3201691241754	0.00180459134013506	0.00699854124773603	100041231	Gm3219
100041244	108.6	136.4	-0.318955851314042	1.7142429516019	9.71348932139958	0.00470958753912968	0.0154359134445761	100041244	Gm3230
100041286	74.2	97.4	-0.466909306878176	0.424329953684607	8.6184254282835	0.00724364557023142	0.021922037912924	100041286	Snhg15
100041294	402.6	359.8	0.170619351883897	3.52713774960171	5.68146569482293	0.0254388798972101	0.0608461972586919	100041294	Supt4b
100041480	980.4	884.6	0.148841879148097	4.52680578177016	7.83982651203168	0.00995090868422032	0.028402534384226	100041480	Gm9833
100041574	46.4	45.6	0.022694534614871	0.878412693585076	0.0248692878806926	0.87601751182789	0.917998775897943	100041574	9030025P20Rik
100041576	3.2	4	-0.312654935992493	0.112918404711574	2.22451136759003	0.148913065054748	0.246296995342868	100041576	Gm3414
100041581	31.6	47.4	-0.567331161923998	3.74982799649147	51.2798537336701	2.99332245665358e-07	5.3086481949044e-06	100041581	Zkscan16
100041585	561.2	517.8	0.10312380062039	1.91322683504012	0.862866524906599	0.362221781643516	0.488072492950068	100041585	Amd2
100041621	2	1.8	-0.0384719082358909	0.338812317460272	0.0376820885737542	0.847722798671931	0.899004623505831	100041621	Gm3435
100041649	1277.6	1483.2	-0.221961550443241	5.68471610481933	24.8581523710122	4.35326938473337e-05	0.000318754588079717	100041649	Mpc1-ps
100041677	200.6	220.2	-0.1356376115908	1.069299604054	0.635644616919247	0.433565013274456	0.559420929122543	100041677	Zfp984
100041781	455.8	606.6	-0.398019186660932	2.39796888788946	15.4117057293665	0.000638994399560369	0.00294328395514518	100041781	Gm3510
100041797	20.2	20.4	-0.0224826538359064	1.69099913399148	0.037172424758711	0.848742803210451	0.899591440757047	NA	NA
100041925	2224.2	2261	-0.026943706199513	6.05760382601284	0.464800587528602	0.501940353039787	0.622163267544557	100041925	Gm14586
100041948	653.4	725.8	-0.166815890087228	3.71311948589268	4.93204801596761	0.0363580166090559	0.0806628967102523	100041948	Gm9800
100041953	1448.8	1563.4	-0.109677198348372	4.66982255509121	5.85919807865181	0.0234604841003762	0.0568574509032256	100041953	Sap18b
100041965	3285.8	3269.8	0.00899427657606654	6.37591683435765	0.0564759506078473	0.81417983947128	0.875737118597848	100041965	Oaz1-ps
100042008	7716.6	7895.8	-0.0342084502865314	6.69865929305934	1.02679297885885	0.321058547802491	0.445182295657828	100042008	Gm9794
100042023	8.4	7.8	0.0462730868945143	0.391627291899953	0.0759385865822945	0.785246388835338	0.854021919053873	100042023	Gm10193
100042049	11940.6	13214	-0.153755178911998	4.13816775295771	3.95316521969803	0.0604871888128801	0.121270196148717	100042049	Gm15421
100042056	59.8	31.2	0.915233932008213	1.97609526445851	99.5334354815437	5.35233427929284e-10	3.42312564924331e-08	100042056	9130019P16Rik
100042069	2079.8	1854.4	0.162652948371536	4.9610935123481	10.1160542218348	0.00403781263420514	0.0135979831814541	100042069	Impdh2-ps
100042100	64.6	84.2	-0.38009365154957	0.510164229710653	4.87675746929341	0.0370581921967506	0.0819020045889653	100042100	Gm3667
100042125	120.4	94.8	0.345462343224635	0.379934359184505	6.01221794585302	0.024102531670986	0.058169643141164	100042125	Gm15535
100042132	157.2	291.2	-0.866851624084053	2.84957491865516	74.2368324712117	1.31198800842012e-08	4.19545899860718e-07	100042132	Gm12371
100042143	324.4	367.2	-0.189330187192436	2.28973141106318	3.69873675171191	0.0664420103287967	0.130341044692241	100042143	Gm3693
100042149	633.6	762.2	-0.260421531382583	0.998481401795853	3.69582343909468	0.0665417979476178	0.130474449482254	100042149	Gm3696
100042150	121.2	120.2	0.0106021207532349	2.96819072907357	0.0208810743446233	0.886314593908087	0.925969724636609	100042150	Nrg2
100042165	7.6	9.6	-0.300273378786045	1.38090686882021	4.21621365417086	0.0511347862981065	0.10596447328356	100042165	BC005561
100042173	239.8	212.6	0.163646393096571	1.80545485134403	2.49945610348939	0.127025709692986	0.218055772910026	100042173	Rps15a-ps6
100042178	830.2	786.6	0.0714738131564673	3.61609817034777	0.909742636027395	0.349849733903352	0.474810145900381	100042178	Gm13111
100042194	141.6	189	-0.41513416295185	2.35195156612163	20.7516458201223	0.000129687648947579	0.000789491675185856	100042194	Gm13446
100042277	2027.2	1989.6	0.0243931951131557	6.09769100581875	0.361902239406211	0.553113758018737	0.666669968179021	100042277	Gm3764
100042332	113.6	158	-0.468948079668209	1.32481891690965	12.2412055506448	0.0018555365784338	0.00715579661277537	100042332	2810410L24Rik
100042335	338	357.2	-0.093465680052099	2.56829522971879	1.54434799968793	0.226022122158282	0.340694937290208	100042335	Rps15a-ps5
100042355	112.4	122.4	-0.127613376437542	2.59073120470667	1.69698785104267	0.205090827243931	0.315762975818469	100042355	Gm10705
100042424	469.4	445.2	0.0801036095166609	4.57560122466548	2.09120616323483	0.161131753261811	0.261891191009357	100042424	Pdcd5-ps
100042450	88.8	76	0.224024516487568	2.52908655190855	6.12064323499704	0.0208535747959219	0.0517366237727868	100042450	Smim17
100042464	3371.2	3588.8	-0.0950882804190385	5.21646284238292	2.52174763705183	0.127900480411422	0.219192974136434	NA	NA
100042480	2603	2050.2	0.344244857219173	6.25150191494474	45.8815163203242	1.45391764180061e-06	1.8932365400528e-05	100042480	Nhsl2
100042498	783.4	963	-0.300848118680639	4.16951151949191	23.0102697743885	7.02492237640569e-05	0.000477377658808499	100042498	Mir22hg
100042503	468	485.4	-0.0562991090380677	2.56339707051205	0.451295162671056	0.508160428362049	0.628041969349726	100042503	Gm3873
100042533	191.2	188.4	0.0253551920919838	2.26980431484965	0.0700924685999291	0.793471253303741	0.85960376969362	100042533	Gm11578
100042561	1480	1555	-0.0792940077025865	3.66474662438091	1.53202818863273	0.227826071056293	0.342663686893617	100042561	Gm10177
100042625	399.8	412	-0.0413812840107538	5.31252023195231	0.591703275114605	0.449926767751458	0.575253560467013	100042625	Gstp-ps
100042648	3.4	2.2	0.430108153275885	1.44218023466379	12.6525445893404	0.00160628071761546	0.00636686149608592	100042648	Gm3948
100042715	16.8	24.4	-0.532991976758499	1.18209150646939	14.9792246995347	0.000734679676708022	0.00330297357609261	100042715	Gm3985
100042773	647.6	643.4	0.0132976570611647	4.5186882269354	0.0621656375428822	0.805234807191636	0.868691880616083	100042773	Tmed10-ps
100042784	182	184.6	-0.004778287814375	1.61756985172586	0.00225894375074671	0.968166842988232	0.979689411127969	100042784	Prdm11
100042807	401.8	382.6	0.0621986451403731	3.56503288036896	0.965019415040274	0.335762427144719	0.460534268547141	100042807	Eif3j2
100042880	510	510.8	-0.00511525621388599	5.1433820190933	0.0123305509094875	0.912509161607238	0.943515803839404	100042880	Rpl17-ps10
100042918	766	847	-0.148047276632406	3.33224139831308	5.80460035748431	0.0240494089623109	0.0580858551089803	100042918	Uqcrh-ps1
100042948	68.6	51.6	0.420058190656179	0.378714383153126	5.53223032264638	0.027243933856828	0.0642387960793787	100042948	Gm15760
100042959	1830.6	2021.8	-0.139899187680617	3.43775186495914	4.83377699993	0.0378282979191572	0.0832983269536104	100042959	Gm4130
100043002	120.2	126.2	-0.071717522733691	2.82274016409876	0.532704468775718	0.472868506990484	0.59578464086824	100043002	Llph-ps2
100043040	92.4	83.2	0.14525289265287	1.73803086843034	2.10107359214405	0.160187032112727	0.26053149118458	100043040	1110002L01Rik
100043072	372.4	341	0.121916237566663	3.25548314900798	3.89674996821427	0.060041866856458	0.120487953705144	100043072	A230070E04Rik
100043074	10	10.8	-0.0736237589645824	0.205388622179068	0.145783347155635	0.705970466944872	0.791874680212725	100043074	Gm4211
100043133	90.2	88.4	0.0320211847491616	1.40289297260738	0.0853055631647363	0.774526656757249	0.845544433290731	100043133	9130023H24Rik
100043172	665.2	690.2	-0.0551593534536382	5.9706655646464	1.94267318126369	0.176199616584104	0.280823603275624	100043172	Gm10080
100043184	77.6	119	-0.61923785106657	1.15926525439644	13.9601743300769	0.00110549252506021	0.00465519048300682	100043184	Gm11703
100043189	73.6	92	-0.316828723256355	1.3157626289622	8.23697600873256	0.00845232545488767	0.0249122985572892	100043189	Gm4285
100043213	95.4	100.8	-0.0847594227845294	1.87257548998422	0.55177812672693	0.464828584017567	0.588785588764343	100043213	5330434G04Rik
100043257	261.6	578.8	-1.16098779657381	4.35584380797852	240.007797481926	8.86224895644016e-13	2.67209352387685e-10	100043257	Rbm3-ps
100043272	2940.2	2808.4	0.0611759091351551	5.01943910850503	2.02717177635388	0.167428462849068	0.270030239011429	100043272	Inafm2
100043324	2504	2685.6	-0.109937745852934	4.21807132203273	3.50875956746238	0.0733218157338972	0.141061297034174	100043324	Bnip3l-ps
100043364	0	0.2	0.0834072557193048	1.10452866854182	0.277058434148665	0.603484962629442	0.708132135886179	NA	NA
100043387	100.4	104	-0.0447774282773044	0.438412884040235	0.0742176702797396	0.787631027151332	0.855649670533284	100043387	Gm14305
100043407	61.4	85.2	-0.457559838180571	1.22813207117495	11.2275676909554	0.00266986691689361	0.00961631109314235	100043407	Gm4419
100043462	173.6	176.4	-0.0158157809336825	2.9166339648421	0.0305648328678561	0.86268993836169	0.908813584161939	100043462	Nutf2-ps1
100043468	375	365.6	0.031577128824471	4.05530818467382	0.35280993378273	0.558105576294217	0.670896373898588	100043468	Zfp955b
100043489	42.8	54.8	-0.333085699582241	2.35439763104992	11.5647271864739	0.00236231085827685	0.0087148650192786	100043489	1300002E11Rik
100043508	1462.2	1297.4	0.171079836969773	5.50422918458907	20.6646401036573	0.000132875057869784	0.000805610774517561	100043508	Ptges3-ps
100043571	110	114.2	-0.067959484287852	1.07783456359136	0.335374056395323	0.567928312382696	0.679033487234634	100043571	Gm4524
100043580	61.8	82.2	-0.411619882112264	0.60563204146495	9.62017593434995	0.00488220955332393	0.015882839721752	100043580	Gm4532
100043597	6884.6	6831.8	0.0112137966296358	7.49887564253911	0.118519070504585	0.733655894455608	0.812587149307384	100043597	Srcap
100043600	755.6	944.8	-0.35255671103559	0.699858426569314	4.05270998244254	0.055491297292594	0.11312711016462	100043600	Gm4544
100043670	88.2	71	0.279112739923616	0.203248788686492	2.47701784691692	0.128662193281824	0.220080868839703	100043670	Gm4581
100043674	655.4	660.4	-0.00135213342813159	3.03615243151309	0.000323449243271407	0.985800308064198	0.99099940888532	100043674	Rbx1-ps
100043718	1008.8	988.8	0.0167494283273257	4.46018309955064	0.0677756887984859	0.796980942690543	0.862211909826843	100043718	Gm4604
100043757	2025.8	1778.4	0.18553051907047	5.50692264411618	22.7262747172584	7.57451698664593e-05	0.000507093423471294	100043757	Zfp831
100043764	9.2	8.4	0.137961258801101	0.5621860414045	0.991628101953234	0.335046558744745	0.459851218236797	100043764	Gm4631
100043766	10.2	7	0.482979544063951	0.129139493987832	9.31319563035695	0.00550087000427719	0.0175583945028031	100043766	Gm14057
100043771	1864.2	1653	0.176756468077593	3.75201402498678	9.28705059630552	0.00555740419248101	0.0177126174637531	100043771	Gm10651
100043772	531.4	599.8	-0.167478112066318	2.60451350468285	4.77928717179456	0.0388305201930845	0.0851033114284827	100043772	Zfp850
100043813	5023	5671.4	-0.180656420786808	5.65362607729037	9.19840136067076	0.00705904692113072	0.0214486996422164	100043813	Rps27rt
100043823	237.6	256.6	-0.116009023686149	1.4887020080489	0.957718926580232	0.337561494181955	0.462299965596549	100043823	Gm4673
100043882	192.2	201.6	-0.062830086762356	2.54856581661231	0.419265154834742	0.52347327362839	0.641754268635341	100043882	Gm14277
100043911	267.8	331.8	-0.321427245139146	3.13360195536412	19.5516170021193	0.000182112203005932	0.00104697956347483	100043911	Ppp4r1l-ps
100043915	53.8	58	-0.116910750539101	1.70373619558369	1.07746295017393	0.309650307432272	0.433186754125635	100043915	Gm4724
100044509	24.8	34.8	-0.466138646837957	2.08047042904948	27.7041910290777	2.16049026094168e-05	0.000174749447295194	100044509	Tgfbr3l
100045469	160.6	144	0.155315184618038	2.4611240590523	3.25053236301691	0.0840198978412987	0.156953410790726	100045469	Gm14204
100045653	6.2	9.8	-0.647080154789816	0.123134112438923	11.5211144377718	0.00239982003428936	0.00883070233595172	100045653	Gm17769
100045778	27.8	18.2	0.621408520436942	0.199247538718894	9.78975651733125	0.00457346150229347	0.0150855345856116	100045778	Rnf223
100046763	15	18.4	-0.268623406743553	1.25389186684946	3.05605541664898	0.0934777661511773	0.170661567759141	NA	NA
100048534	32.8	34.4	-0.0560430967933457	0.26985855262273	0.148036104779225	0.704749067572944	0.79105696706337	100048534	Cfap43
100048895	61.6	72	-0.21406161536617	0.488164887981531	2.08679813691344	0.161555951046245	0.262492099417989	100048895	9330020H09Rik
100049164	60.8	60.8	0.0160118425375833	1.6512077341646	0.0197073827756087	0.889533399948316	0.927991033046045	100049164	B130046B21Rik
100072	11348.8	11992	-0.0804508776411654	8.17685497549007	8.33774062368412	0.0081128369188875	0.0240638097323209	100072	Camta1
100073351	12.6	14.6	-0.168373461439849	0.743769569102952	1.12222140080704	0.300026094181143	0.422503620936696	100073351	Yy2
100087	299	297	0.0186991553431688	3.20603924169631	0.0697180978185808	0.794010299565401	0.859736674651158	100087	Kti12
100088	501	461.8	0.117220798079851	3.60494455200464	4.44229838760663	0.045732302629	0.0970510500953701	100088	Rcc1
100090	282.8	261.4	0.119649475953884	3.4320657248517	2.08529995226509	0.162234669957685	0.263298890587063	100090	Zbtb48
100101806	1464.6	1569	-0.106206197426261	5.68244558090418	5.49845426744727	0.0276911711975794	0.065017574478527	100101806	Srp54c
100101807	50.2	58	-0.227365503114181	1.61067467072737	3.68089660042895	0.0670557604950656	0.131397060637676	100101807	1700047I17Rik2
100101919	259.8	285.8	-0.148702819355825	2.93205316961288	3.33102408653519	0.0805041152239829	0.151990639604705	100101919	Dnah7c
100102	314.6	689.8	-1.114591059446	2.3055620354575	133.358980624537	2.89247797636189e-11	3.69981209471989e-09	100102	Pcsk9
100113398	155.2	126.4	0.259153740127521	0.27013329372558	2.79531704195811	0.112788121685406	0.198133144244149	100113398	Adat3
100121	1054	1164.4	-0.143681808331873	5.24616139314201	17.4035010584573	0.000343313479043362	0.00176216371665226	100121	Tdrd7
100124467	61.2	46.6	0.370983559085909	0.522341034398067	6.51152935275937	0.0175346931427892	0.0449134245411793	100124467	Mir568
100125263	337.4	452.8	-0.424697751192495	3.97036257131757	49.4633547220814	2.91392319312824e-07	5.20616141328499e-06	100125263	Trbc2
100126034	2.4	1.8	0.24252805049008	0.45118431593705	1.99451241823639	0.170754375946272	0.273957570199514	100126034	Gm10644
100126243	330.2	382.4	-0.204781878465385	2.55491617616617	7.39879100246568	0.0119666433262276	0.0329270631329322	100126243	A030001D20Rik
100129	297.6	380.4	-0.363454371791389	4.78630204598598	41.9562970987693	1.11140694884622e-06	1.52450139762236e-05	100129	Gpr153
100141474	116.2	129.2	-0.169445108299349	1.66121879112701	2.31182477914823	0.141508974779237	0.23700432148255	100141474	4933428G20Rik
100163	601	623.8	-0.0777100010811971	3.38451069365377	0.527399208761153	0.477060824819372	0.599811861685734	100163	Pafah2
100169	742.6	585	0.338302281437742	3.57158232178081	14.6399386573291	0.00101504290566992	0.00432402892972383	100169	Phactr4
100177	827	790	0.0668682137416985	5.09648752356165	2.53662679885233	0.1243683971191	0.214364620602565	100177	Zmym6
100182	210.2	219.6	-0.0680735462810738	2.46961324459031	0.706842587492049	0.408823814792575	0.535587729449096	100182	Akna
100198	608.8	725.2	-0.255071917463959	3.53040761471501	12.2132539206278	0.00187394476693114	0.00720755658893632	100198	H6pd
100201	2164.4	1984.4	0.126550857364937	6.06041651876866	10.9322689474056	0.00297539528125737	0.0105330304666407	100201	Tmem64
100206	628	640.4	-0.0286828015391033	4.08082502336475	0.337350102416862	0.566797996952564	0.678130804399666	100206	Adprhl2
100210	271.2	261.2	0.0460620619095717	2.77505469718893	0.433689537468367	0.524009538541535	0.641976086631577	100210	Gpn2
100213	6039	5721.6	0.0779142519548296	7.27300586568785	6.66031754788747	0.0164287930999851	0.042502555122102	100213	Rusc2
