	logFC	logCPM	LR	PValue	FDR	check	gene
226101	0.421332107779788	2.52900657784409	10.9993941224147	0.000911416763586148	0.344042028572975	226101	Myof
414093	-0.266446309108437	4.04396891220805	11.0869468571214	0.000869375021797972	0.344042028572975	NA	NA
74931	0.706485062706696	0.617986735619238	11.0883563877466	0.000868714462441289	0.344042028572975	NA	NA
103098	-0.165437811279772	5.45035199231101	10.9042141984199	0.000959457318950321	0.346699902202698	103098	Slc6a15
54200	-0.387142442568164	2.61914552374597	10.7309204068927	0.00105360027238381	0.37143264236672	54200	Sult2b1
18187	-0.209157138361821	4.8244983795197	10.6131882685876	0.00112283915249881	0.386417074052804	18187	Nrp2
102623	-0.22480419089177	7.07463215133382	10.5519215661631	0.00116067359583874	0.39014828265705	NA	NA
11761	0.338067520845587	2.86008201960648	10.143619912542	0.00144801530872225	0.44849810051721	11761	Aox1
217294	0.612605221552689	1.00282247830063	10.1304739360691	0.0014583790455451	0.44849810051721	NA	NA
240427	0.16113684387865	5.68515622648957	10.245737212422	0.00137000821673907	0.44849810051721	240427	Setbp1
414095	0.55528206955619	0.787202222043279	10.1346285530081	0.00145509562736823	0.44849810051721	NA	NA
170742	-0.536602055739251	0.98403795476905	9.77020411139432	0.00177362762030994	0.4688072899317	170742	Sertad3
19011	0.698527090690794	0.802795055424574	9.82695279929213	0.00171973018822141	0.4688072899317	19011	Endou
22036	-0.462925945531461	4.0444600668309	9.88439656265116	0.00166686185436689	0.4688072899317	22036	Traip
270210	0.158308299117893	6.60606036353412	9.75959319913794	0.00178389379730479	0.4688072899317	270210	Zfp651
53417	0.406773195757025	3.45518828580554	9.76417032807768	0.00177945800843535	0.4688072899317	53417	Hif3a
54524	-0.240369517428877	5.0589633876661	10.0048661140611	0.0015612714128618	0.4688072899317	54524	Syt6
68713	0.724618263323503	0.168114340900908	9.95407583391532	0.00160493673682754	0.4688072899317	68713	Ifitm1
81703	0.221473047884098	5.28713999569604	9.76201609938834	0.00178154432124591	0.4688072899317	81703	Jdp2
328234	-0.334577030910459	2.77925844505879	9.68239767945905	0.00186041694269701	0.480186901602547	328234	Rnf182
104681	-0.25449672831384	3.53697678354694	9.53081355408987	0.00202050534315627	0.481170742555762	104681	Slc16a6
16524	-0.121816192152296	7.42051714467698	9.4312167458776	0.00213322706725136	0.481170742555762	16524	Kcnj9
17706	-0.366987595110283	5.60441390253617	9.43960062429413	0.00212349730760031	0.481170742555762	17706	mt-Atp8
18378	-1.28801803137538	-0.59982713406785	9.37710159947055	0.00219712667833681	0.481170742555762	18378	Omp
211577	0.813756411872449	0.0760393277264284	9.46156771979191	0.00209821668201739	0.481170742555762	211577	Mrgprf
230810	-0.342553666764808	2.82215140006082	9.595486353991	0.00195056252642086	0.481170742555762	230810	Slc30a2
330998	0.32384635955156	3.01045561205034	9.40052668699678	0.00216923119274779	0.481170742555762	330998	Ankrd34c
54375	-0.128810514140233	7.55611897171996	9.37905714041111	0.00219478408994221	0.481170742555762	54375	Azin1
71435	0.155344437318431	8.13703180799024	9.45024925146787	0.00211120408686118	0.481170742555762	71435	Arhgap21
81600	-0.602163365258628	0.844291061010409	9.42184655815705	0.00214415498826291	0.481170742555762	81600	Chia1
12843	0.231383181095556	4.06298178651611	9.3420768017705	0.00223951588237565	0.483133769609815	12843	Col1a2
286940	0.219424731281379	6.85352822888152	9.21763922219037	0.00239694424473858	0.509491648727226	286940	Flnb
14362	0.246173248710035	3.71747791810773	9.15951363942664	0.00247428321829205	0.51830854546657	14362	Fzd1
100039422	0.268727137488495	3.71863895237221	9.08129240649244	0.00258237485741328	0.518411752625716	NA	NA
234740	-0.22544637495353	3.6431131640169	9.12060746769719	0.00252746020074293	0.518411752625716	234740	Tmem231
70439	-0.149011149527211	5.67145844714106	9.09691520757218	0.00256040961452919	0.518411752625716	70439	Taf15
12672	-0.240295619679781	4.9828981860808	9.00256958994781	0.00269600276040013	0.52411772988498	12672	Chrm4
328778	-0.198629579396518	5.73142472565059	8.98665651447598	0.00271958141285274	0.52411772988498	328778	Rab26
64009	0.166167424714903	9.37278409891594	8.9999347171937	0.00269989250617624	0.52411772988498	64009	Syne1
54525	-0.118091426253559	8.95155239402056	8.93820641889392	0.00279266803671058	0.531121365823878	54525	Syt7
16149	0.563306807021376	1.83512389927686	8.85017696217015	0.00293060476697065	0.550116380542777	16149	Cd74
100504156	-0.689292636512089	0.574172092316452	8.73234427634115	0.00312614305792886	0.551039899503704	100504156	Fam181a
19378	0.365905219901306	2.95847030450922	8.73592369325471	0.00312001222610027	0.551039899503704	19378	Aldh1a2
241624	-0.641886399027923	0.300522868961051	8.79962317892197	0.00301292768477682	0.551039899503704	241624	Exd1
243362	0.224168762760151	3.67820687964516	8.75766434498603	0.00308303633085307	0.551039899503704	243362	Stard13
433586	-0.29087078033225	3.45287850245648	8.7645849821808	0.00307135956841605	0.551039899503704	433586	Maml3
20725	0.332507642717678	4.21058277765423	8.6444971306452	0.00328050671198121	0.557840517823251	20725	Serpinb8
240185	0.146482664075714	7.568727593221	8.68479639299175	0.00320875422977805	0.557840517823251	240185	Jcad
63953	0.322442418911451	2.69923052372411	8.65901466038505	0.00325447234925576	0.557840517823251	63953	Dusp10
321000	-0.219878710263152	3.9719037038042	8.55598966921347	0.00344387229588541	0.572157817985376	321000	Lrif1
66395	0.2711272362189	5.36806097545496	8.56944997436339	0.00341850412440056	0.572157817985376	66395	Ahnak
72345	0.244373411396949	3.3282371403582	8.51727568876321	0.0035179072837539	0.577816271356579	72345	Amer1
107586	0.318426169691071	3.17955325857555	8.42910900091551	0.00369261241251532	0.591413666940828	107586	Ovol2
14181	0.624713451428424	1.01960948981855	8.41399145017457	0.00372344290103884	0.591413666940828	14181	Fgfbp1
237979	-0.20754223189543	5.1027395590428	8.42853291030706	0.00369378251050646	0.591413666940828	237979	Sdk2
66306	-0.141265056492202	5.86972465909576	8.38240691937351	0.00378870355295366	0.595238273417307	66306	Fam53c
18071	-0.674675705390038	0.107695200089141	8.32541595455516	0.00390941853241127	0.601135483696517	18071	Nhlh1
72125	0.333365400832578	3.29676631670887	8.32735136434226	0.00390525555961822	0.601135483696517	72125	Amer2
19896	0.345367609025635	2.30483045465302	8.2377676447442	0.00410275623670044	0.61772123588821	19896	Rpl10a
228787	-0.505447176498123	1.89074832965752	8.25552326175531	0.004062819488456	0.61772123588821	228787	Xkr7
210541	-0.795681690954727	0.0500408261498997	8.20250077812409	0.00418326909929877	0.623350222281077	NA	NA
100040322	0.492724459307404	1.26202729729337	8.14898431125633	0.00430852859739934	0.635464003538879	NA	NA
17937	-0.206801168952401	5.30163591976788	8.07410011657183	0.00449024004204991	0.650444003527463	17937	Nab2
241447	0.204705772809325	5.04425770874664	8.07012675216081	0.00450009688340572	0.650444003527463	241447	Cers6
12563	0.428893156835745	2.93320175766756	7.96088708107414	0.004779898175403	0.65959734723468	12563	Cdh6
243834	-0.28288030253069	3.15634877771945	7.98672025315122	0.00471216998281067	0.65959734723468	243834	Zfp324
65969	0.732247424498849	0.149183905513006	7.98116376479054	0.00472665473234562	0.65959734723468	65969	Cubn
71738	1.03871859004516	0.728957618019055	8.02021599021246	0.00462580532515082	0.65959734723468	71738	Mamdc2
751556	0.200858243465917	5.41276523936582	7.95646322117785	0.00479159550710125	0.65959734723468	NA	NA
19108	-0.221050509671768	3.48785017300123	7.93855231531106	0.00483925337814339	0.659873286110232	19108	Prkx
100039864	-0.276496563362006	3.25732487332664	7.62699442680724	0.00575010464527561	0.663231620563761	NA	NA
100163	0.376836420867638	3.3844232469	7.60932875352131	0.00580670957491008	0.663231620563761	100163	Pafah2
101631	-0.350796216559099	3.23350977775466	7.8051424911255	0.00520977577769636	0.663231620563761	101631	Pwwp2b
116748	-0.303878762100955	2.37995595333731	7.84910447098589	0.00508458874285626	0.663231620563761	116748	Lsm10
12585	0.22970914047328	4.00904444508178	7.59637633956523	0.0058485730274193	0.663231620563761	12585	Cdr2
12825	0.410313603650816	2.09532353951389	7.68234429908696	0.00557636804125289	0.663231620563761	12825	Col3a1
13806	0.118266937516128	7.90327260482422	7.64095709781505	0.00570576343255552	0.663231620563761	13806	Eno1
13875	-0.145831714510108	5.70433498859174	7.66807231799697	0.00562064727964758	0.663231620563761	13875	Erf
14284	-0.318070555908006	4.95023162271566	7.79265888423899	0.0052458938537969	0.663231620563761	14284	Fosl2
14961	0.687473489180182	0.354665650698716	7.7089652830503	0.00549472383390781	0.663231620563761	14961	H2-Ab1
21334	0.303114315912963	3.08312913293808	7.57472142808558	0.00591925273645532	0.663231620563761	21334	Tac2
217151	-0.534777356578299	0.809431499737465	7.87882219522569	0.00500170446866908	0.663231620563761	217151	Arl5c
240726	-0.483785581787314	1.18908056039519	7.66579321171129	0.00562775140394909	0.663231620563761	240726	Slco5a1
245269	-0.183738567337311	4.73099313008222	7.76347027101892	0.00533134296085336	0.663231620563761	245269	Nim1k
267019	-0.125841481098858	6.40669685980362	7.68557489596927	0.00556639449204328	0.663231620563761	267019	Rps15a
272381	-0.131660514567803	6.99265767935031	7.65255383122508	0.0056692009155265	0.663231620563761	272381	Lrrc4b
64293	0.580254421181168	0.608663432380126	7.85462340029288	0.00506909101236913	0.663231620563761	64293	Stk32b
66375	-0.248623597379989	4.19798931469002	7.72801012107504	0.00543706377513326	0.663231620563761	66375	Dhrs7
66493	0.189630409988796	4.55097703266835	7.78165659576048	0.00527793769013727	0.663231620563761	66493	Mrpl51
66540	-0.303092398261928	2.96224201155277	7.61784476088592	0.0057793516900839	0.663231620563761	66540	Fam107b
67498	0.188724143568376	6.47371394487988	7.74067034490402	0.00539907545229072	0.663231620563761	67498	Kcnv1
74127	-0.41565408869637	2.98568595550505	7.58705192057477	0.00587890095001107	0.663231620563761	74127	Krt80
76982	-0.124484984592315	8.8552301993378	7.65525959351645	0.00566070454503645	0.663231620563761	76982	3110035E14Rik
12236	-0.74098856352856	1.98740345348499	7.56052142372172	0.00596607279284957	0.663335508829598	12236	Bub1b
16002	0.270514449575642	5.73575782950803	7.49291365932993	0.00619422525055831	0.673167908056916	16002	Igf2
209225	-0.181504614910097	4.43575733292638	7.50358283401708	0.00615763732848084	0.673167908056916	209225	Zfp710
67468	-0.103135354927659	8.13611000834566	7.49774904153801	0.00617761580740784	0.673167908056916	67468	Mmd
384309	0.475543368157601	1.17406508084403	7.47801822655892	0.00624567779080594	0.6736942297635	384309	Trim56
100503620	0.611756399772359	0.211628752482141	7.42700819075468	0.00642520786137979	0.674533216219673	NA	NA
103534	-0.143306553424116	5.64171415268656	7.41453221621888	0.00646991338755148	0.674533216219673	103534	Mgat4b
109979	0.374635508002536	1.48825405741242	7.37143679807342	0.00662679650637841	0.674533216219673	109979	Art3
11486	0.771690722691502	-0.291871102468992	7.4088770250664	0.00649028227394916	0.674533216219673	11486	Ada
18037	-0.468255132890811	1.13501162959454	7.37646170438886	0.00660830572007678	0.674533216219673	18037	Nfkbie
20271	-0.467248534231338	1.24458079499511	7.37745217055791	0.00660466719604186	0.674533216219673	20271	Scn5a
623474	-0.516448067759456	0.840830233695215	7.42413241159168	0.00643548467872153	0.674533216219673	623474	Rad54b
625421	0.203119146965982	5.20395955240226	7.38407042928101	0.00658040715468624	0.674533216219673	NA	NA
16526	0.135111267899175	5.84114780173755	7.35373260807711	0.00669236691686646	0.676443856058656	16526	Kcnk2
105722	0.171730475936152	5.20024786296634	7.30148724879011	0.00688975582491777	0.677311514049906	105722	Ano6
109828	0.62718013638964	0.581125660603743	7.33463533938758	0.00676383998977751	0.677311514049906	109828	C7
13180	0.362739997745113	2.0858197552618	7.31003948323008	0.00685704202864033	0.677311514049906	13180	Pcbd1
18016	-0.326865944659284	6.82449310125753	7.28966257974452	0.00693525004008483	0.677311514049906	18016	Nf2
66729	0.538333152707499	0.469401883424567	7.31090606554958	0.0068537360642649	0.677311514049906	66729	Ankrd61
100503068	0.182037584747119	5.5238918148616	7.25092470373914	0.00708645106350552	0.679301281745488	NA	NA
14266	0.34251097459062	2.73865711157	7.24835070150312	0.00709661640677796	0.679301281745488	14266	Aff2
16835	-0.202513669864307	4.69833075362369	7.26524548669029	0.00703016590625304	0.679301281745488	16835	Ldlr
100043772	-0.284806308855131	2.60455556715784	7.19435419565474	0.00731333056920274	0.679944765434284	100043772	Zfp850
12728	0.401898048392176	1.73907572617844	7.19472532712921	0.00731181818585796	0.679944765434284	12728	Clcn5
15223	-0.369251832565283	1.88499879967406	7.20170540286601	0.0072834334098952	0.679944765434284	15223	Foxj1
18719	0.183279656138616	4.17988865728951	7.1961190922663	0.00730614136155366	0.679944765434284	18719	Pip5k1b
68813	0.291715338094466	3.49766421344195	7.1881773126366	0.00733854873445056	0.679944765434284	68813	Dock5
19271	0.156873755116233	7.47563388466931	7.16237041831374	0.00744487478284003	0.68106468424791	19271	Ptprj
22260	0.164839890346998	5.5896691594377	7.16446401672738	0.00743619063786361	0.68106468424791	22260	Nr1h2
116940	-0.159999331616902	4.57907508214379	7.08672589579874	0.0077656993342258	0.684423281566461	116940	Tgs1
16765	-0.414280838096316	7.09298206378139	7.11156925734076	0.00765880350542984	0.684423281566461	16765	Stmn1
17118	-0.187160648522969	7.07246143373826	7.12730819039629	0.0075918616876186	0.684423281566461	17118	Marcks
17868	-0.6648721051428	0.369336479150858	7.13168091199814	0.00757336974369453	0.684423281566461	17868	Mybpc3
381110	-0.291735331024415	2.61331167081378	7.1060904591412	0.00768224761282299	0.684423281566461	381110	Rmdn2
50706	0.517874115756292	2.08777149317056	7.09682819054711	0.00772204841782367	0.684423281566461	50706	Postn
14176	-0.377942635815961	1.49997351756321	7.0075753065188	0.00811655316988653	0.695639712463181	14176	Fgf5
20501	-0.234876677944268	4.74791351015782	6.99647316047134	0.0081670466965794	0.695639712463181	20501	Slc16a1
213054	0.200984828459512	3.99859085740779	7.00549808529533	0.00812597620980141	0.695639712463181	213054	Gabpb2
230257	-0.195200853317836	4.78809585675163	6.99125690515736	0.00819088152076814	0.695639712463181	230257	Ptbp3
23845	-0.472658642426786	0.942777042403153	7.01964469797237	0.00806202267254924	0.695639712463181	23845	Clec5a
240023	0.497977325233534	1.03578389121634	6.98275991152877	0.00822985961195544	0.695639712463181	240023	Pnldc1
381224	0.678513841760308	1.92707871187791	7.01461006570131	0.00808472385320688	0.695639712463181	NA	NA
104099	-0.259180035960657	3.09489928375715	6.91476705092013	0.00854867775588773	0.701221444162208	104099	Itga9
109270	0.345378908850847	2.29835939416945	6.94473598978488	0.00840662434478183	0.701221444162208	109270	Prr5
12029	-0.490423104642224	1.32912970146101	6.92648651166457	0.00849283706170708	0.701221444162208	12029	Bcl6b
12159	0.38258982716499	1.75802862625014	6.85698335583843	0.00882954911010944	0.701221444162208	12159	Bmp4
140781	0.304069273790781	3.57683296105287	6.90241906280983	0.00860791985988787	0.701221444162208	140781	Myh7
18828	0.608012406794043	0.314664211435126	6.86074465382013	0.00881098225266865	0.701221444162208	18828	Plscr2
22724	0.203372539829195	3.84032707804636	6.88265293884276	0.00870362808783261	0.701221444162208	22724	Zbtb7b
237213	-0.230597209631816	3.9265513575233	6.86741753688954	0.00877814125219942	0.701221444162208	237213	Glra2
238330	-0.174739476830638	6.06540128618125	6.90771680012848	0.00858245154384597	0.701221444162208	238330	Irf2bpl
71720	0.268022121206933	5.96686861292032	6.85713251722733	0.00882881204413492	0.701221444162208	71720	Osbpl3
93883	-0.335544265595658	3.08413749292866	6.94361465267235	0.00841189576234714	0.701221444162208	93883	Pcdhb12
56739	0.451090883824307	1.65284906656391	6.84550969737345	0.00888643423470315	0.7018826252918	56739	Rec8
100041948	-0.272146737786577	3.71314920442723	6.36819179979681	0.011618392337189	0.703170795249165	NA	NA
100502813	0.604139637138456	0.15964020244132	6.43684553773217	0.011177696339332	0.703170795249165	NA	NA
107767	-0.0974060189411859	7.93693052984699	6.4647303001641	0.0110036340481293	0.703170795249165	107767	Scamp1
109689	-0.116350174058302	8.70649226291571	6.68858034943727	0.00970324447608298	0.703170795249165	109689	Arrb1
112419	-0.60912466424826	0.385763983835105	6.36307737622394	0.011651927937361	0.703170795249165	112419	Ifit1bl2
114565	-0.182979122316098	4.30739006650113	6.51692122739144	0.0106852823332737	0.703170795249165	114565	Zbtb21
11568	0.274613329300048	4.2256172342924	6.66962039133959	0.00980700746164881	0.703170795249165	11568	Aebp1
11835	0.587689847887514	1.96811148108116	6.40474734983543	0.0113815621269301	0.703170795249165	11835	Ar
12010	0.174909393456363	6.33759816352235	6.67481390287416	0.00977847214457413	0.703170795249165	12010	B2m
12337	-0.131150281650061	6.01516951578583	6.43199498429583	0.0112082617466776	0.703170795249165	12337	Capn5
12831	0.221325657771357	5.50285954561915	6.66174026011642	0.00985046724598763	0.703170795249165	12831	Col5a1
14635	0.268454315927247	2.69223368222794	6.31438736936338	0.011976211814851	0.703170795249165	14635	Galk1
14969	0.650132693302095	0.631702192391098	6.6657640114318	0.00982825121412422	0.703170795249165	14969	H2-Eb1
16542	-0.342017927759054	3.94039684415719	6.71588977651188	0.0095557602474217	0.703170795249165	16542	Kdr
16554	0.207653878069819	5.08157480554822	6.63488885166587	0.0100000435020816	0.703170795249165	16554	Kif13b
16589	0.3059379583196	4.98782382379218	6.63852628296491	0.00997964558278857	0.703170795249165	16589	Uhmk1
18030	-0.303268152347571	3.34050724455037	6.80057170292566	0.00911286879356658	0.703170795249165	18030	Nfil3
18295	0.405695335598099	3.34048818530831	6.69147879663566	0.0096874814342384	0.703170795249165	18295	Ogn
18710	-0.118528592635744	6.23967610620882	6.74875534269717	0.00938131059082784	0.703170795249165	18710	Pik3r3
18754	-0.0942294970059069	9.02623833485942	6.60735192113767	0.0101558575211705	0.703170795249165	18754	Prkce
19699	0.161982900542537	6.54332540242553	6.51652843055123	0.0106876426731529	0.703170795249165	19699	Reln
20020	-0.146865516149488	6.63691712217913	6.43267665783379	0.0112039610563457	0.703170795249165	20020	Polr2a
20463	0.122699354086606	6.40421505682575	6.3150567026743	0.011971691684895	0.703170795249165	20463	Cox7a2l
20750	0.434696200502773	2.91712677234274	6.38683478550204	0.0114969856491096	0.703170795249165	20750	Spp1
20815	0.113337091596581	6.30917770762554	6.40963747931692	0.0113502586530351	0.703170795249165	20815	Srpk1
209027	0.485607778945555	1.02900829174156	6.31260944897614	0.011988226948271	0.703170795249165	209027	Pycr1
214240	-0.106442039798671	8.73159374552935	6.58423129368853	0.0102886035652514	0.703170795249165	214240	Disp2
216616	0.244906861535833	3.89006416761453	6.71712927013506	0.00954912111940517	0.703170795249165	216616	Efemp1
226525	0.157417684744246	7.12847483466794	6.63008824608767	0.010027029680702	0.703170795249165	226525	Rasal2
231931	-0.318851204727816	1.99039596185843	6.53880949342889	0.0105545957926584	0.703170795249165	231931	Gimap6
23881	-0.0963164206956854	8.40713554231918	6.54747874290493	0.010503289208805	0.703170795249165	23881	G3bp2
243373	0.201771880489291	4.46318204086116	6.38332557347109	0.01151973840623	0.703170795249165	NA	NA
245050	-0.374644453349494	2.07334017151602	6.44684697918235	0.0111149426925479	0.703170795249165	245050	Fam198a
268288	0.958424674060886	0.16557854720534	6.69770627163056	0.00965370234581752	0.703170795249165	268288	Samd3
26913	-0.113525584931065	7.23969381871702	6.82889493352293	0.0089694741885026	0.703170795249165	26913	Gprin1
27784	-0.136121409519377	5.27827901558613	6.45159821617083	0.0110852580158456	0.703170795249165	27784	Commd8
28240	-0.132595312072614	5.71015273702434	6.56234655059205	0.0104158927722137	0.703170795249165	28240	Trpm2
320024	-0.102647584692851	6.69972029639595	6.72348774914716	0.00951513727545324	0.703170795249165	320024	Nceh1
403178	-0.218899386416397	3.62510248864783	6.31394844949194	0.0119791768722604	0.703170795249165	403178	Plcxd1
497652	0.160160499084646	4.94447767913831	6.63652045813518	0.00999088853010309	0.703170795249165	497652	Acd
50909	-0.455925712681761	1.24003478534934	6.34330043721379	0.0117825445062277	0.703170795249165	50909	C1ra
53869	-0.136461496960068	6.73927936555904	6.29960097871181	0.0120765152993745	0.703170795249165	53869	Rab11a
54667	-0.168898996629294	7.00423019015448	6.51544414336465	0.0106941609961007	0.703170795249165	54667	Atp8b2
55994	-0.21509720585585	4.05577517984765	6.46321775530293	0.011013003936512	0.703170795249165	55994	Smad9
56217	-0.1470183714703	5.23193363442507	6.58665009093859	0.010274633228651	0.703170795249165	56217	Mpp5
57816	-0.199568513375198	5.35763777099392	6.79655279207421	0.00913340503512781	0.703170795249165	57816	Tesc
59126	-0.181257336879097	4.4814735222867	6.45115023809535	0.0110880534070578	0.703170795249165	59126	Nek6
65114	-0.100266764561791	7.57908715233935	6.33174405061946	0.011859563483882	0.703170795249165	65114	Vps35
66437	0.125270257638355	6.43827181226738	6.32623499520387	0.0118964610395353	0.703170795249165	66437	Fis1
66588	-0.134726079493636	6.32816409976417	6.72700850355556	0.00949637339563671	0.703170795249165	66588	Cmpk1
667281	-0.573603293878599	0.337259845945255	6.57144834911814	0.0103627585878037	0.703170795249165	667281	H60b
67062	-0.24246439956563	2.76234086308875	6.29417051418678	0.0121135691169947	0.703170795249165	67062	Slc25a53
67392	-0.146498331496125	5.13634626532943	6.56652922519401	0.0103914406866758	0.703170795249165	67392	4833420G17Rik
69479	0.287354629730731	2.47915936967261	6.5584087473144	0.0104389672484667	0.703170795249165	69479	1700029J07Rik
71268	0.151718306179457	5.40317190137051	6.33873122009578	0.0118129350507484	0.703170795249165	71268	Lrrfip2
71584	0.304204360323977	1.99888672315882	6.49449821710374	0.0108208833230776	0.703170795249165	71584	Gdpd2
71675	-0.124437256413523	5.67381878726115	6.3125148914221	0.011988866312011	0.703170795249165	71675	0610010F05Rik
71795	-0.118000529404525	6.42707378769929	6.36338997105754	0.0116498753847835	0.703170795249165	71795	Pitpnc1
71962	0.412048755317387	1.21137090996221	6.33457764281347	0.0118406309474887	0.703170795249165	71962	Gatsl3
72572	-0.155401995695283	4.81138444313526	6.47554002425546	0.0109369077964595	0.703170795249165	72572	Spats2
72993	-0.099472279552323	6.8548501822397	6.65035408072596	0.00991361216577667	0.703170795249165	72993	Appl1
73047	0.198871085917982	6.0813005913094	6.71471715655764	0.00956204553152181	0.703170795249165	73047	Camk2n2
74015	0.111352009641698	6.87081448409089	6.78558019897838	0.0091897155808835	0.703170795249165	74015	Fcho1
74720	-0.47564484624822	0.888642944428312	6.30376959115042	0.0120481504966527	0.703170795249165	74720	Tmem114
75453	-0.548971657013857	0.315088410078768	6.52440306761606	0.0106404254391149	0.703170795249165	75453	Ccdc7b
75692	-0.487500379635213	0.935414866296001	6.65889916960456	0.00986618453347729	0.703170795249165	75692	Nr2c2ap
72096	-0.187488044787257	3.84791333021065	6.27783453670915	0.0122257403501305	0.706843404083148	72096	Eef1akmt2
547127	-0.460384545125909	7.00863788914844	6.26359213474999	0.0123244064613167	0.709709047776382	NA	NA
30805	-0.263529414272041	2.90748700756036	6.25033817927799	0.0124169598008712	0.712201337149972	30805	Slc22a4
100042648	0.400218444130774	1.44223424478136	6.2299802593104	0.0125605136678365	0.71451317817859	NA	NA
16988	0.508920777289045	0.607002871261979	6.22364038316622	0.0126055666552885	0.71451317817859	16988	Lst1
20418	0.408558956875765	5.00589088793573	6.22612814954659	0.012587868108224	0.71451317817859	20418	Shc3
66140	-0.259253206215044	2.53169633298124	6.21212350400028	0.0126878342066653	0.714563506392812	66140	Ska2
70178	-0.14935206955966	4.72269402235712	6.20968429221297	0.0127053287078285	0.714563506392812	70178	Abhd17c
17533	0.289178180775679	2.79736405652928	6.19511462511564	0.0128103427179744	0.714906153071821	17533	Mrc1
229363	-0.138108033823136	4.92133286236311	6.19917016397733	0.0127810222682728	0.714906153071821	229363	Gmps
110842	-0.195717404974739	4.12089752469303	6.11467388052946	0.0134064146156628	0.717254596594345	110842	Etfa
11461	-0.0862715304869925	9.51032483870355	6.05939111651837	0.013832536834292	0.717254596594345	11461	Actb
